字符串索引	中文简体	1=临时文案  0和不填都=正式文案	备注
Key	zh_CN	disable	Remark
girl011	安卡希雅	0	
girl011_full	安卡希雅	0	
girl011_title	[不予显示]	0	
girl011_des	来历不明的冬眠苏醒者，除了冬眠了30年以外，一切资料信息均未得到本人承认。\n从极强的单兵战斗力和一些行为习惯看，前特种兵身份应该也是真的。\n曾经的她留恋着“旧时代”，如今分析员的爱意引领她走出往昔，携手迈向属于两人的未来。	0	
girl011_suits	安卡希雅	0	
girl012	安卡希雅	0	
girl012_full	安卡希雅	0	
girl012_title	辉夜	0	
girl012_des	来自沉睡之前世界的数据，勾起不属于这个世界的记忆，拒绝或许是不错的选择。	0	
girl012_suits	安卡希雅-辉夜	0	
girl013	安卡希雅	0	3.5安卡新换装
girl013_full	安卡希雅	0	3.5安卡新换装
girl013_title	时之重奏	0	3.5安卡新换装
girl013_des	该战术套装调取了安卡希雅储存于休眠仓中的身体数据，并以此构建出生理蓝图。背部搭载的“相变核心”可在平时积蓄力量，于关键时刻依据生理蓝图调配体内激素，促使骨骼与肌肉短时间内再度发育，从而爆发出惊人的战斗力。	0	3.5安卡新换装
girl013_suits	安卡希雅-时之重奏	0	3.5安卡新换装
girl021	里芙	0	
girl021_full	里芙-贝斯特拉	0	
girl021_title	星期三	0	
girl021_des	人们通常称呼她为“星期三”，海姆达尔部队士兵，前瓦尔基里游戏明星选手。向泰坦挑战曾是她剩余人生的全部目的。如今，她已决心和分析员携手踏上新的路途。	0	
girl021_suits	里芙	0	
girl022	里芙	0	
girl022_full	里芙-贝斯特拉	0	
girl022_title	狂猎	0	
girl022_des	特殊低温外骨骼“狂猎”，2058年3月根据里芙天启状况紧急开发的专用装备，能始终保持体表低温，缓解神格神经生长带来的痛苦。	0	
girl022_suits	里芙-狂猎	0	
girl023	里芙	0	
girl023_full	里芙-贝斯特拉	0	
girl023_title	无限之视	0	
girl023_des	为了治疗里芙，新恒提罗的超算恒沙根据世界树公司提供的图纸，协助开发了特殊外骨骼“无限之视”，可以帮里芙处理体内的泰坦物质。	0	
girl023_suits	里芙-无限之视	0	
girl024	里芙	0	3.7里芙新换装
girl024_full	里芙-贝斯特拉	0	3.7里芙新换装
girl024_title	永恒	0	3.7里芙新换装
girl024_des	恒沙、优格、萨菲尔联手研发的特战型战术套装，威力空前，但对使用者要求极高。即便已完全掌控神格神经的里芙也仍需时间与契机适应。套装配备的长枪采用精密配比合金打造，内置计算单元可随心操控，如神话中的圣枪般精准贯穿每一个敌人。	0	3.7里芙新换装
girl024_suits	里芙-永恒	0	3.7里芙新换装
girl031	妮塔	0	
girl031_full	妮塔	0	
girl031_title	四手	0	
girl031_des	出身拾荒群体，凭借自己的能力离开了那块贫瘠之地。\n比任何人都了解零区里面的生活，也比任何人都不愿回去。	0	
girl031_suits	妮塔	0	
girl032	妮塔	0	2.7新角色
girl032_full	妮塔	0	2.7新角色
girl032_title	悸响	0	2.7新角色
girl032_des	由芙提雅联合研发部开发的战术套装，搭载了特殊的感知共振模组。此模组能够根据妮塔的情绪波动自动调节装甲的输出功率，从而激发她的潜能。经过分析员和妮塔的一系列适应性测试，妮塔终于成功穿上该装甲，让这颗为分析员跃动的心，与“悸响”融为一体。	0	2.7新角色
girl032_suits	妮塔-悸响	0	2.7新角色
girl041	芙提雅	0	
girl041_full	芙提雅-伊格妮丝	0	
girl041_title	小太阳	0	
girl041_des	世界树公司的前高级研究员，不知为何自愿离开实验室加入海姆达尔部队。\n比起手里的枪，她更厉害的武器是脑袋和嘴。	0	
girl041_suits	芙提雅	0	
girl042	芙提雅	0	
girl042_full	芙提雅-伊格妮丝	0	
girl042_title	缄默	0	
girl042_des	芙提雅自研的特种耐热外骨骼“缄默”，超负重导致的移动不便使其差点无法通过评审。不过，芙提雅给它装配的大功率热射线兵器最终以实力说服了大家。	0	
girl042_suits	芙提雅-缄默	0	
girl043	芙提雅	0	
girl043_full	芙提雅-伊格妮丝	0	
girl043_title	驰掣	0	
girl043_des	不仅有速度，还有瞬时爆发的冲击力！芙提雅全力研发，搭载全新“截神反应堆”技术的新式战术套装，其名为——“驰掣”！\n偶尔会加速过头，只是偶尔。	0	
girl043_suits	芙提雅-驰掣	0	
girl044	芙提雅	0	3.6新角色
girl044_full	芙提雅-伊格妮丝	0	3.6新角色
girl044_title	炬芯	0	3.6新角色
girl044_des	芙提雅亲手打造的全新战术套装，内置她倾注心血开发的火种系统2.0。获得授权后，它能调用每个接入终端的闲置算力，汇聚成强大的算力中枢，不仅能够对城市资源进行智能调度，实现利用率的最大化，同时还能满足战术套装在战斗中的算力需求。	0	3.6新角色
girl044_suits	芙提雅-炬芯	0	3.6新角色
girl051	茉莉安	0	
girl051_full	茉莉安-安德烈奥蒂	0	
girl051_title	绷带小姐	0	
girl051_des	出身军火世家的温柔大小姐，喜欢泡红茶，喜欢微笑。\n总是会莫名负伤又不愿轻易接受治疗，也许她有自己的想法吧。\n如今，更加强大自信的她，成为安德烈奥蒂家的家主以及阴极科技的最高董事，奔向她的所爱——分析员。	0	
girl051_suits	茉莉安	0	
