字符串索引	中文简体	1=临时文案  0和不填都=正式文案	备注
Key	zh_CN	disable	Remark
			
jigsawpuzzle_ui1	{1}/适格阶段一	0	DLC3.3适格启忆录
jigsawpuzzle_ui2	{1}/适格阶段二	0	DLC3.3适格启忆录
jigsawpuzzle_ui3	{1}/适格阶段三	0	DLC3.3适格启忆录
jigsawpuzzle_ui4	心流数据不足，可前往任意玩法消耗感知获取	0	DLC3.3适格启忆录
jigsawpuzzle_ui5	剩余心流碎片不足	0	DLC3.3适格启忆录
jigsawpuzzle_ui6	已获取全部心流碎片	0	DLC3.3适格启忆录
jigsawpuzzle_ui7	相邻位置没有其他心流碎片，或该碎片不处于四周边缘位置，无法拼合	0	DLC3.3适格启忆录
jigsawpuzzle_ui8	当前没有能拼合的心流碎片	0	DLC3.3适格启忆录
jigsawpuzzle_ui9	再消耗<span color="#8581e4">{1}</>感知可获得1份心流数据，活动结束后，未消耗的心流数据将被清空	0	DLC3.3适格启忆录
jigsawpuzzle_ui10	本期可获取的心流数据已达上限。活动结束后，未消耗的心流数据将被清空	0	DLC3.3适格启忆录
jigsawpuzzle_ui11	适格启忆录	0	DLC3.3适格启忆录
jigsawpuzzle_ui12	尽显锋芒的分析员之刃，身着特制战术套装【霆光】凌厉登场！活动期间可直接邀请少女入队，收集【晴-霆光】的心流碎片，还可获得满改造武器【鸣雷戒律】、专属定制后勤【碧空小队】、专属武格驱动道具等丰厚奖励。	0	DLC3.3适格启忆录
jigsawpuzzle_ui13	尚未拥有角色，是否立即邀请入队？	0	DLC3.3适格启忆录
jigsawpuzzle_ui14	从容率性的神秘猫猫，身着新制战术套装【莲驱】悄然登场喵……\n活动期间可直接邀请少女入队，收集【猫汐尔-莲驱】的心流碎片，可获得满改造武器、专属定制后勤、专属武格驱动道具等丰厚奖励。	0	DLC3.4适格启忆录
jigsawpuzzle_ui15	尽显锋芒的分析员之刃，身着特制战术套装【霆光】凌厉登场！活动期间可直接邀请【晴-霆光】入队！	0	DLC3.6适格启忆录
jigsawpuzzle_ui16	晴-霆光（追忆）	0	DLC3.6适格启忆录
jigsawpuzzle_ui17	芙提雅-炬芯	0	DLC3.6适格启忆录
jigsawpuzzle_ui18	乐观执著的天才科学家，身着特制战术套装【炬芯】热忱登场！活动期间可直接邀请少女入队，收集【芙提雅-炬芯】的心流碎片，还可获得满改造武器【磁流效应】、专属定制后勤【奇点小队】、专属武格驱动道具等丰厚奖励。	0	DLC3.6适格启忆录
jigsawpuzzle_ui19	乐观执著的天才科学家，身着特制战术套装【炬芯】热忱登场！活动期间可直接邀请【芙提雅-炬芯】入队！	0	DLC3.6适格启忆录
jigsawpuzzle_vo1	我这就去加训，绝不能拖分析员后腿。	0	DLC3.3适格启忆录
