字符串索引	中文简体	1=临时文案  0和不填都=正式文案	备注
Key	zh_CN	disable	Remark
Chara.01	安卡希雅	0	
Chara.02	里芙	0	
Chara.03	妮塔	0	
Chara.04	芙提雅	0	
Chara.05	茉莉安	0	
Chara.06	晴	0	
Chara.07	琴诺	0	
Chara.08	芬妮	0	
Chara.09	电热水壶	0	
Chara.10	肴	0	
Chara.11	恩雅	0	
Chara.12	猫汐尔	0	
Chara.13	瑟瑞斯	0	
Chara.14	辰星	0	
Chara.15	卡罗琳	0	
Chara.16	陶	0	
Chara.17	莫尔索	0	
Chara.18	李秋雪	0	
Chara.19	加文	0	
Chara.20	叶	0	
Chara.21	苏菲	0	
Chara.22	迪特里希	0	
Chara.23	爱思特	0	
Chara.24	萨特	0	
Chara.25	凯郭尔	0	
Chara.26	贝翠斯	0	
Chara.27	芭洛玛	0	
Chara.28	德尔塔	0	
Chara.29	伊普西龙	0	
Chara.30	派	0	
Chara.31	舍塔	0	
Chara.32	奥米茄	0	
Chara.33	奥丁	0	
Chara.34	郊狼士兵	0	
Chara.35	郊狼头目	0	
Chara.36	会员	0	
Chara.37	降临团会员	0	
Chara.38	武装会员	0	
Chara.39	？？？	0	
Chara.40	男性市民	0	
Chara.41	成年病患者	0	
Chara.42	歌唱者	0	
Chara.43	拾荒者	0	
Chara.44	异化人	0	
Chara.45	平民	0	
Chara.46	净化官	0	
Chara.47	约瑟夫	0	
Chara.48	郊狼队长	0	
Chara.49	店员	0	
Chara.50	陌生少女	0	
Chara.51	医师	0	
Chara.52	保卫员	0	
Chara.53	通讯	0	
Chara.54	提示音	0	
Chara.55	？？	0	
Chara.56	？	0	
Chara.57	流浪者头目	0	
Chara.58	年轻流浪者	0	
Chara.59	少女	0	
Chara.60	天楼居民	0	
Chara.61	研究员	0	
Chara.62	系统提示	0	
Chara.63	队员甲	0	
Chara.64	队员乙	0	
Chara.65	队员丙	0	
Chara.66	队员丁	0	
Chara.67	军方士兵	0	
Chara.68	评审1	0	
Chara.69	评审2	0	
Chara.70	评审3	0	
Chara.71	情报官	0	
Chara.72	安全员	0	
Chara.73	天启安全员	0	
Chara.74	逐光者	0	
Chara.75	安全部员工	0	
Chara.76	店铺老板1	0	
Chara.77	店铺老板2	0	
Chara.78	店铺老板3	0	
Chara.79	军人	0	
Chara.80	成年病少女	0	
Chara.81	远处少女的声音	0	
Chara.82	安全部干员	0	
Chara.83	女孩的声音	0	
Chara.84	妹妹	0	
Chara.85	阳平	0	
Chara.86	维欧尔	0	
Chara.87	布拉基	0	
Chara.88	管事	0	
Chara.89	接引使	0	
Chara.90	爸爸	0	
Chara.91	妈妈	0	
Chara.92	卢卡斯·达菲	0	
Chara.93	艾瑞卡·达菲	0	
Chara.94	主事	0	
Chara.95	playername	0	
Chara.96	军方代表	0	
Chara.97	赭毫	0	
Chara.98	玄铠	0	
Chara.99	金琅	0	
Chara.100	精英小队队长	0	
Chara.101	机长	0	
Chara.102	月虹	0	
Chara.103	妮娜	0	
Chara.104	拾荒少女	0	
Chara.105	女性会员	0	
Chara.106	朝觐者	0	
Chara.107	瘸腿会员	0	
