字符串索引	中文简体	1=临时文案  0和不填都=正式文案	备注
Key	zh_CN	disable	Remark
testTitle1	基础档案	0	
testTitle2	履历背景	0	
			
testContent1	全名：安卡希雅\n通称：安卡希雅\n生日：12月20日\n年龄：17岁零360个月\n身高：155厘米\n经历：经过瓦尔基里游戏（或其它方式）的选拔被认为参数合格，而人为施用巴德尔抑制剂的选拔者\n来历不明的休眠苏醒者，除了冷冻休眠了30年以外，一切资料信息均未得到本人承认。\n从极强的单兵战斗力和一些行为习惯看，前特种兵身份应该也是真的。\n曾经的她留恋着“旧时代”，如今分析员的爱意引领她走出往昔，携手迈向属于两人的未来。	0	
testContent2	结束了长达30年的“人工冬眠”的安卡希雅，表情却仍旧如未曾苏醒一般冰冷。\n安卡希雅的言行举止总是与现代社会格格不入，对各种中古二次元产品的狂热，堪称御宅文化的非物质文化遗产继承人。搜集这些古董不仅仅是兴趣爱好，更是以此来缅怀她的旧日时光和老友。\n在被分析员唤醒后，安卡希雅在世界树的帮助下成功控制住了成年病，并且作为最快获得神格的天启者，成为了海姆达尔部队的一员。	0	
testContent3	依据安卡希雅沉睡舱内数据而特殊定制的外骨骼，旧日的战斗数据大幅提升了适配性，但因为本人的一些原因很少使用。	0	
testContent4	全名：里芙·贝斯特拉\n通称：星期三\n生日：3月21日\n年龄：20岁\n身高：170厘米\n经历：在降临事件发生时直接或极近距离接触过泰坦本体的接触者\n人们通常称呼她为“星期三”，海姆达尔部队队员，前瓦尔基里游戏明星选手。向泰坦复仇曾是她剩余人生的全部目的。如今，她已决心和分析员携手踏上新的路途。	0	
testContent5	2057年10月4日，里芙创造了前无古人的瓦尔基里游戏三连冠光辉记录，然而“泰坦”突然降临，夺走了里芙的右眼和至亲，瞬间打破了她的幸福人生。\n在医院恢复期间，里芙意外得到了日后被称作神格天启的力量。自此，向泰坦复仇成为了她剩余人生中唯一的执念。在与分析员的相处中，她逐渐放下了这一执念。	0	
testContent6	特殊低温外骨骼“狂猎”，2058年3月根据里芙天启状况紧急开发的专用外骨骼，能始终保持体表低温，缓解天启和神格神经生长带来的痛苦。	0	
testContent7	全名：妮塔\n通称：妮塔\n生日：5月5日\n年龄：19岁\n身高：180厘米\n经历：经过瓦尔基里游戏（或其它方式）的选拔被认为参数合格，而人为施用巴德尔抑制剂的选拔者\n出身拾荒群体，凭借自己的能力离开了那块贫瘠之地。\n比任何人都了解零区里面的生活，也比任何人都不愿回去。	0	
testContent8	出身于底层的妮塔，仅仅生存就已经肩负了常人难以想象的艰难。\n过去的伤痛使妮塔萌发并坚持了“力量应该用于保护而不是伤害他人”这种略显幼稚的想法。\n在得知加入海姆达尔可以赚取丰厚薪水后，妮塔主动接受巴德尔抑制剂人工诱发神格天启。\n头脑并不灵光的她并没有太多使命感，努力赚钱，让自己和曾经的伙伴们不再回到地狱之中就是她最朴素的本能。	0	
testContent9	全名：芙提雅·伊格妮丝\n通称：芙提雅\n生日：4月23日\n年龄：19岁\n身高：158厘米\n经历：在降临事件发生时直接或极近距离接触过泰坦本体的接触者\n世界树公司的前高级研究员，不知为何自愿离开实验室加入海姆达尔部队。\n比起手里的枪，她更厉害的武器是脑袋和嘴。	0	
testContent10	诞生于学者家庭的天才少女，年纪轻轻就已在领域深耕。坚信科技应该为人类提供福祉，制作出通用人工智能引擎“火种”。\n然而“火种”却成为了逐光者作恶的工具，引发一次次悲剧。她意识到，科技带来的不仅是便利，还有痛苦和毁灭。\n强烈的负罪感使她放弃一切去斩断悲剧的循环，可即使如此，她依旧相信，人性本善。	0	
testContent11	芙提雅自研的外骨骼“缄默”，虽然差点因为功耗问题无法通过审查，不过强大的火力最终还是说服了评审员。	0	
testContent12	全名：茉莉安·安德烈奥蒂\n通称：茉莉安\n生日：9月5日\n年龄：18岁\n身高：174厘米\n经历：在降临事件发生时直接或极近距离接触过泰坦本体的接触者\n出身军火世家的温柔大小姐，喜欢泡红茶，喜欢微笑。\n曾因自卑的内心而盲目追求疼痛，并贪恋因此被分析员注意的感觉。\n如今，更加强大自信的她，成为安德烈奥蒂家的家主以及阴极科技的最高董事，化为高天之鹰奔向她的所爱——分析员。	0	
testContent13	“身体的伤痛会带来教训，也带来……愉悦。”\n茉莉安在某次降临中意外获得神格天启，连同腿脚的顽疾也很快痊愈。以此为契机，茉莉安受到世界树公司高层和军方人士的关注和赏识。她在家族和世界树公司的牵线下，加入海姆达尔部队前线小队。\n厌恶战斗的她，一次次作为“展览品”被推向前线，一次次因为家族利益不得不重返战场……才怪，其实是为了一次次感受受伤带来的兴奋感而停不下来~	0	
