字符串索引	中文简体	1=临时文案  0和不填都=正式文案	备注
Key	zh_CN	disable	Remark
Attack	攻击力	0	
WeaponAttack	武器伤害	0	
DamageCoefficient	武器适配率	0	
SkillCoefficient	技能强度增幅	0	
FireSpeed	射速	0	
BowFireSpeed	弓可长按进行蓄力，随蓄力时间增加，射击的最终伤害、爆发能量获取、造成的物品破坏力，均会逐渐增加至2倍（蓄力0.4秒达到满蓄力）\n达成满蓄力后，该次射击必定暴击\n闪避后，下一次蓄力时间减少60%	0	
MaGunFireSpeed	格林机枪开始射击需要0.6秒进行预热，完成预热后格林机枪射速稳定不再受射速变化影响，且射击命中必定暴击：\n每有1%射速提升，射击伤害提升1%	0	
BreathlessValue	气绝伤害值	0	
HitCharacterEnergyRecover	命中能量回复值	0	
CharacterEnergyRecoverHitCount	命中能量回复计数	0	
BulletNum	弹容	0	
CrossbowBulletNum1	弩默认为【普通】模式，无需补充箭矢，换弹会切换为【特殊】模式	0	
BulletCost	单次子弹数量	0	
ReloadSpeedCoefficient	换弹速率	0	
CrossbowReload1	换弹切换为【特殊】模式-爆破矢：\n单次射击会向前方发射爆破矢，命中任意目标后爆炸并对最近5个敌方目标造成伤害\n基础射击速度降低至85发/分\n武器适配率根据突破等级降低，分别降低至：一级40.26%，二级45.12%，三级49.98%，四级54.84%，五级59.7%，六级64.56%，七级69.42%\n爆破矢直接命中具备一定物品破坏力，但爆炸伤害不具备物品破坏力	0	
PreFire	武器预热	0	
DistAttenuationCoefficientA	距离衰减系数A	0	
DistAttenuationCoefficientB	距离衰减系数B	0	
DistAttenuationCoefficientC	距离衰减系数C	0	
AdditionalCritDamageInAimState	瞄准状态额外暴击伤害	0	
AdditionalCritPercentInAimState	瞄准状态额外暴击率	0	
ShieldDamageScaler	破盾加成	0	
ArmorDamageScaler	破甲加成	0	
DamageAbility	伤害能力	0	
ContinuityAbility	持续能力	0	
MotilityAbility	机动性	0	
SkillAbility	技能能力	0	
WeaknessDamage	弱点效果	0	
ReloadSpeed	换弹速度	0	
DamageType	伤害类型	0	
EntityBulletResistance	动能抗性	0	
BombResistance	爆炸抗性	0	
FireResistance	高热抗性	0	
IceResistance	低温抗性	0	
ThunderResistance	电击抗性	0	
LightResistance	光抗	0	
SuperpowersResistance	特异抗性	0	
characterenergy	爆发能量	0	
characterenergyefficiency	爆发能量获取率	0	
Vigour	耐力	0	
CriticalValue_break	暴击率	0	
CriticalDamage_break	暴击伤害	0	
ShieldDamageScaler_Break	破盾伤害	0	
HealthPer_break	最大生命提升	0	
AttackPer_break	攻击力提升	0	
DefencePer_break	防御力提升	0	
Command_break	附属单位强度	0	
CharacterEnergyEfficiency_break	爆发能量获取率	0	
CriticalDamageAddtion_break	暴击伤害增幅	0	
SkillIntensity_break	技能强度增幅	0	
Health	最大生命	0	
Defence	防御力	0	
CriticalValue	暴击率	0	
CriticalDamage	暴击伤害	0	
CriticalDamage_des	【暴击伤害】是射击暴击时额外造成的伤害	0	
CrossbowCriticalDamage1	队员的暴击率、暴击伤害增幅会按比例为队员提供射击伤害提升：\n每有1%暴击率，射击伤害提升1%\n每有1%暴击伤害增幅，射击伤害提升0.6%	0	
FireSpeedCoefficient	射速增加	0	
DistAttenuationCoefficientRatio	射程扩大	0	
Stability	稳定性	0	
FiringRangeUltimateLimit	极限射程	0	
CharacterEnergyEfficiency	爆发能量获取率	0	
CharacterEnergyEfficiency_des	【爆发能量获取率】可以提高队员通过射击、技能获得爆发能量的效率	0	
HealthPer	最大生命提升	0	
AttackPer	攻击力提升	0	
DefencePer	防御力提升	0	
Command	附属单位强度	0	
Command_des	【附属单位强度】可以提高队员部署的附属单位基础属性	0	
SkillIntensity	技能强度增幅	0	
CriticalDamageAddtion	暴击伤害增幅	0	
CriticalDamageAddtion_des	【暴击伤害增幅】可以按比例提升暴击伤害	0	
FightPower	最大耐力	0	
ShieldDynamicAddtion	动态护盾效能	0	
AbnormalStrength	异常状态效能	0	
SkillCDReducePer	使用间隔	0	
HealBonus	治疗加成	0	
Accuracy	准确度	0	
NormalEnergySpeedPer	常规能量回复速度加成	0	
SkillCDQuick	技能急速	0	
SkillCDQuick_des	【技能急速】可以减少队员技能的使用间隔时间	0	
ShootMastery	射击精通	0	
SkillMastery	同调指数	0	
SkillMastery_des	【同调指数】可以强化队员“神格同调”的效果	0	
SkillMastery_break	同调指数	0	
SkillCDQuick_break	技能急速	0	
NormalEnergySpeed_break	常规能量回复速度	0	
AdditionalStability	瞄准状态稳定性	0	
AdditionalAccuracy	瞄准状态准确度	0	
BreathShaking	瞄准呼吸抖动	0	
NormalEnergyRecoverSpeed	常规能量回复速度	0	
FRStartAttenuationRatio	最佳射程提升		
FRUltimateLimitRatio	最远射程提升		
HitLagValueRatio	打断能力提升		
DestroyValueRatio	物品破坏力提升		
ElemExplosionRateAddtion	临界剧变效率提升		
			
BulletType	弹药类型		
FlySwordCriticalDamage1	队员的暴击率、暴击伤害增幅会按比例为队员提供射击伤害提升：\n每有1%暴击率，射击伤害提升1%\n每有1%暴击伤害增幅，射击伤害提升0.6%	0	
FlySwordFireSpeed	队员的射速提升会按比例为队员提供射击伤害提升：\n每有1%射速提升，射击伤害提升1%	0	
