字符串索引	中文简体	1=临时文案  0和不填都=正式文案	备注
Key	zh_CN	disable	Remark
move	喂喂这里是指挥中心，逃生舱回收行动开始。听到的话就<span color="#ee4735">按住左侧区域</>动起来。	0	
movepc	喂喂这里是指挥中心，逃生舱回收行动开始。听到的话就<span color="#ee4735">按方向键%s、%s、%s、%s</>动起来。	0	
movehandle	喂喂这里是指挥中心，逃生舱回收行动开始。听到的话就<span color="#ee4735">推动左摇杆</><img src="icon.LS"/>动起来。	0	
Auto_tip1	使用准星瞄准敌人，你所装备的智能枪械会<span color="#ee4735">自动开火</>。	0	
Auto_tip1pc	使用准星瞄准敌人，然后<span color="#ee4735">点击%s</>开火射击。	0	
Auto_tip1handle	使用准星瞄准敌人，然后点击%s开火射击。	0	
simpleshooting	当前已开启<span color="#ee4735">智能瞄准</>，目标敌人进入辅助瞄准框内，按住<span color="#ee4735">开火按钮</>可自动索敌并进行射击。	0	
pause	<span color="#ee4735">设置终端</>已经开启，在暂停菜单中进入设置终端即可对各类选项进行调整。	0	
turn	<span color="#ee4735">按住右侧区域</>调整视角，也没问题吧？	0	
turnpc	<span color="#ee4735">移动鼠标</>调整视角，也没问题吧？	0	
turnhandle	<span color="#ee4735">推动右摇杆</><img src="icon.RS"/>调整视角，也没问题吧？	0	
skill_dodge	……有敌人锁定你了！<span color="#ee4735">按下闪避键</>躲开！快！	0	
skill_dodgepc	……有敌人锁定你了！<span color="#ee4735">按下%s键</>闪开！快！	0	
skill_dodgehandle	……有敌人锁定你了！按下%s键闪开！快！	0	
skill_run	刚检测到目的地周围的污染浓度在上升，得加快速度了，<span color="#ee4735">同时按住方向和闪避键</>跑起来吧。	0	
skill_runpc	刚检测到目的地周围的污染浓度在上升，得加快速度了，<span color="#ee4735">同时按住方向键和%s键</>跑起来吧。	0	
skill_runhandle	刚检测到目的地周围的污染浓度在上升，得加快速度了，<span color="#ee4735">推动并同时按下左摇杆</><img src="icon.LS"/>跑起来吧。	0	
skill_runhandlenew	刚检测到目的地周围的污染浓度在上升，得加快速度了，推动左摇杆<img src="icon.LS"/>并同时按下%s键跑起来吧。	0	
skill_1	顺便也是验证你随身装备的好机会，<span color="#ee4735">点下按键</>试一下<span color="#ee4735">第一主动技能</>。	0	
skill_2	看这个身手应该是我多虑了，<span color="#ee4735">按键使用常规技</>快些把剩下的家伙处理掉，记得留意你的常规能量消耗。	0	
skill_2pc	看这个身手应该是我多虑了，<span color="#ee4735">按%s键使用常规技</>快些把剩下的家伙处理掉，记得留意你的常规能量消耗。	0	
skill_2handle	看这个身手应该是我多虑了，按%s键使用常规技快些把剩下的家伙处理掉，记得留意你的常规能量消耗。	0	
skill_3	化身系统好了！<span color="#ee4735">按那个按键</>！	0	
skill_3pc	化身系统好了！<span color="#ee4735">按%s键</>！	0	
skill_3handle	化身系统好了！按%s键！	0	
