字符串索引	中文简体	1=临时文案  0和不填都=正式文案	备注
Key	zh_CN	disable	Remark
farmwar_vegname_01	见习米椒	0	3.0_FarmWar
farmwar_vegname_02	火辣战椒	0	3.0_FarmWar
farmwar_vegname_03	玉米射手	0	3.0_FarmWar
farmwar_vegname_04	爆米花射手	0	3.0_FarmWar
farmwar_vegname_05	飓风玉米射手	0	3.0_FarmWar
farmwar_vegname_06	爆炒玉米射手	0	3.0_FarmWar
farmwar_vegname_07	火辣玉米射手	0	3.0_FarmWar
farmwar_vegname_08	清凉玉米射手	0	3.0_FarmWar
farmwar_vegname_09	急冻玉米射手	0	3.0_FarmWar
farmwar_vegname_10	蓬蓬花菜	0	3.0_FarmWar
farmwar_vegname_11	碰碰花菜	0	3.0_FarmWar
farmwar_vegname_12	萝卜炮手	0	3.0_FarmWar
farmwar_vegname_13	重火萝卜炮手	0	3.0_FarmWar
farmwar_vegname_14	狂袭萝卜炮手	0	3.0_FarmWar
farmwar_vegname_15	南瓜守卫	0	3.0_FarmWar
farmwar_vegname_16	磐石南瓜守卫	0	3.0_FarmWar
farmwar_vegname_17	冰冻南瓜守卫	0	3.0_FarmWar
farmwar_vegname_18	火爆南瓜守卫	0	3.0_FarmWar
farmwar_vegname_19	番茄大厨	0	3.4_FarmWar
farmwar_vegname_20	稳重番茄大厨	0	3.4_FarmWar
farmwar_vegname_21	暴躁番茄大厨	0	3.4_FarmWar
farmwar_vegname_22	竹笋特工	0	3.4_FarmWar
farmwar_vegname_23	鹰眼竹笋特工	0	3.4_FarmWar
farmwar_vegname_24	凛冽竹笋特工	0	3.4_FarmWar
farmwar_vegname_25	莲藕要塞安保	0	3.4_FarmWar
farmwar_vegname_26	嫩芽小菜咩	0	3.4_FarmWar
farmwar_vegname_27	潜行小菜咩	0	3.4_FarmWar
farmwar_vegname_28	偶像小菜咩	0	3.4_FarmWar
farmwar_vegname_29	侦探小菜咩	0	3.4_FarmWar
farmwar_vegname_30	紫茄魔导	0	3.4_FarmWar
farmwar_vegname_31	紫茄大贤者	0	3.4_FarmWar
farmwar_vegname_32	紫茄魔导队长	0	3.4_FarmWar
farmwar_vegdes_01	年轻的麻辣战士，为了支援伙伴会努力制造麻辣能量！	0	3.0_FarmWar
farmwar_vegdes_02	经验丰富的老兵，能快速制造麻辣能量，整个菜圃的战斗力都有了保障。	0	3.0_FarmWar
farmwar_vegdes_03	总是心情很好的射手，有着不错的射击速度。	0	3.0_FarmWar
farmwar_vegdes_04	有着更好的心情和更快的射击速度，单发子弹的威力也更大。	0	3.0_FarmWar
farmwar_vegdes_05	以惊人的射击频率而闻名的精锐射手，为了显得自己更有威严，使用头盔掩盖住了自己的笑容。	0	3.0_FarmWar
farmwar_vegdes_06	吸收了足量麻辣能量的优秀射手，可以发射高温子弹来击退侵略者！	0	3.0_FarmWar
farmwar_vegdes_07	牺牲射程来凝聚麻辣能量的超级射手，喷射高温火焰对他来说非常轻松。	0	3.0_FarmWar
farmwar_vegdes_08	将麻辣能量转化为冰冻能力的高手，发射的弹药可以减慢敌方的攻击速度和移动速度。	0	3.0_FarmWar
farmwar_vegdes_09	能高效产生低温能量的超级射手，发射大威力弹药减慢敌方的攻击速度和移动速度。	0	3.0_FarmWar
farmwar_vegdes_10	温柔善良的拳击手，为了保护同伴挥动双拳，既可攻击附近的目标，还能攻击空中飞过的目标。	0	3.0_FarmWar
farmwar_vegdes_11	强大可靠的拳击手，有力而坚硬的拳头会精准攻击附近的目标和空中飞过的目标！	0	3.0_FarmWar
farmwar_vegdes_12	依靠强大的武器，能发射可将敌方穿透的弹药，空中的目标也能击中。	0	3.0_FarmWar
farmwar_vegdes_13	武器威力极大提升后的老练炮手，能发射可轻松将敌方穿透的弹药，空中的目标也不放过。	0	3.0_FarmWar
farmwar_vegdes_14	实力恐怖的顶级炮手，无论周围还是空中的目标，都能轻松发射弹药将其穿透，是十分可靠的伙伴。	0	3.0_FarmWar
farmwar_vegdes_15	强壮可靠的守卫，会持续吸引敌方目标朝自己攻击，以保护其他伙伴。	0	3.0_FarmWar
