字符串索引	中文简体	1=临时文案  0和不填都=正式文案	备注
Key	zh_CN	disable	Remark
welfare	共鸣	0	
role	角色	0	
chapter	章节	0	
infrastructure	基建	0	
task	任务	0	
bag	背包	0	
shop	商店	0	
online	在线	0	
setting	设置	0	
email	邮箱	0	
activity	活动	0	
friend	好友	0	
		0	
roleopen	角色系统已开放	0	
welfareopen	共鸣系统已开放	0	
taskopen	任务系统已开放	0	
bagopen	背包系统已开放	0	
shopopen	商店系统已开放	0	
mailopen	邮箱系统已开放	0	
noticeopen	公告系统已开放	0	
DungeonsResourseopen	常规行动已开放	0	
DungeonsOnlineopen	超元链接-区域镇压已开放	0	
activityopen	活动系统已开放	0	
Challengeopen	特别派遣已开放	0	
Friendopen	好友系统已开放	0	
dailytask	日常任务奖励、成就目标奖励可领取	0	
weeklytask	周常任务已开放		
rolebreak	神格天启系统已开放	0	
toweropen	可参与地下清理行动	0	
bossopen	精神拟境已开放	0	
weaponbreakopen	常规行动-重铸之炎 已开放	0	
RoleMatertialsopen	常规行动-永冬之境 已开放	0	
defendopen	荣誉冲突已开放	0	
tower2open	战术考核已开放	0	
supportgainopen	常规行动-浴火之战 已开放	0	
supportbreakopen	常规行动-无限之城 已开放	0	
TimeActivitie	超元链接已开放	0	
rateopen	神格同调系统已开放	0	
coindailyopen	常规行动-富饶之壶 已开放	0	
cardlvdailyopen	常规行动-百足之市 已开放	0	
weaponlvdailyopen	常规行动-止战之人 已开放	0	
rikiopen	图鉴系统已开放	0	
dormopen	基地系统已开放	0	
DLCopen	明灯新仪已开幕	0	
rikilock	功能维护中	0	
