字符串索引	中文简体	1=临时文案  0和不填都=正式文案	备注
Key	zh_CN	disable	Remark
default01	分析员		
			
draw001	迷你分析员		
draw001_source	【基地温馨度】等级2级获得		
draw002	自爆纸盒		
draw002_source	【基地温馨度】等级5级获得		
draw003	迷你尤弥尔		
draw003_source	【基地温馨度】等级10级获得		
draw004	优质小吉		
draw004_source	【活动-闲情逸致】获得		
draw005	迷你安卡希雅		
draw005_source	安卡希雅【好感度】等级30级获得		
draw006	迷你芬妮		
draw006_source	芬妮【好感度】等级30级获得		
draw007	迷你芙提雅		
draw007_source	芙提雅【好感度】等级30级获得		
draw008	迷你里芙		
draw008_source	里芙【好感度】等级30级获得		
draw009	迷你肴		
draw009_source	肴【好感度】等级30级获得		
draw010	迷你琴诺		
draw010_source	琴诺【好感度】等级30级获得		
draw011	迷你瑟瑞斯		
draw011_source	瑟瑞斯【好感度】等级30级获得		
draw012	迷你辰星		
draw012_source	辰星【好感度】等级30级获得		
draw013	迷你晴		
draw013_source	晴【好感度】等级30级获得		
draw014	迷你茉莉安		
draw014_source	茉莉安【好感度】等级30级获得		
draw015	迷你猫汐尔		
draw015_source	猫汐尔【好感度】等级30级获得		
draw016	迷你恩雅		
draw016_source	恩雅【好感度】等级30级获得		
draw017	迷你妮塔		
draw017_source	妮塔【好感度】等级30级获得		
draw018	埃达-微笑练习		
draw018_source	【回馈】活动奖励获得		
draw019	迷你苔丝		
draw019_source	苔丝【好感度】等级30级获得		
draw020	雪境回响		
draw020_source	参与【斑斓漫想】签到活动获得		
draw021	迷你凯茜娅		
draw021_source	凯茜娅【好感度】等级30级获得		
draw022	律动之星		
draw022_source	参与【春之狂想】签到活动获得		
draw023	洞察者		
draw023_source	参与【悖论迷宫】获得		
draw024	聊门纪念·胜利		
draw024_source	 		
draw025	聊门纪念·数数		
draw025_source	 		
draw026	迷你伊切尔		
draw026_source	伊切尔【好感度】等级30级获得		
draw027	耶洛沙星图		
draw027_source	 		
draw028	好运蒸蒸		
draw028_source	 		
draw029	月轨星蚀		
draw029_source	参与【素影遗痕-月影残片】获得		
draw030	一键登录		
draw030_source	参与【素影遗痕-新星开拓】获得		
draw031	循环加载		
draw031_source	参与【幻现幻归-堆叠高塔】获得		
draw032	最佳方案		
draw032_source	参与【空都演绎-云中行走】获得		
draw033	到碗里来		
draw033_source	参与【新星开拓】获得		
draw034	麻辣爱心火锅		
draw034_source	 		
draw035	心动里芙		
draw035_source	参与【空都演绎-心动派对】获得		
draw036	心动芬妮		
draw036_source	参与【空都演绎-心动派对】获得		
draw037	心动茉莉安		
draw037_source	参与【空都演绎-心动派对】获得		
draw038	胶片映像		
draw038_source	参与【极夜行动-幕后逸闻】获得		
draw039	迷你薇蒂雅		
draw039_source	薇蒂雅【好感度】等级30级获得		
draw040	凯茜娅-起舞		
draw040_source	 		
draw041	最终赢家		
draw041_source	参与【碧水假日-海姆向前冲】获得		
draw042	破浪冲关		
draw042_source	参与【碧水假日-游园清单】获得		
draw043	旷漠诡境		
draw043_source	参与【漠北寻风-漠北纪行】获得		
draw048	芬妮辉耀-初心之舞		
draw048_source	 		
draw049	逐流深呓		
draw049_source	参与【洄纠暗流-寻路刻记】获得		
draw050	分析员的认可		
draw050_source	 		
draw051	迷你卜卜		
draw051_source	卜卜【好感度】等级30级获得		
draw052	来条大的		
draw052_source	参与【夙圆心行-新星开拓】获得		
draw053	鹊引春归		
draw053_source	参与【夙圆心行-引梦令】获得		
draw054	瞄准目标		
draw054_source	参与【夙圆心行-海姆向前冲】获得		
draw055	迷你恒约里芙		
draw055_source	通关【空都演绎-进程11】获得		
draw056	迷你恒约芬妮		
draw056_source	通关【空都演绎-进程11】获得		
draw057	迷你恒约辰星		
draw057_source	通关【夙圆心行-进程8】获得		
draw058	迷你恒约肴		
draw058_source	通关【夙圆心行-进程8】获得		
draw059	再尝亿口纳宝帝	1000	
draw059_source	 		
draw060	摸鱼必备纳宝帝	1000	
draw060_source	 		
