字符串索引	中文简体	1=临时文案  0和不填都=正式文案	备注
Key	zh_CN	disable	Remark
skin01101	安卡希雅	0	
skin01101_des	来历不明的冬眠苏醒者，除了冬眠了30年以外，一切资料信息均未得到本人承认。\n从极强的单兵战斗力和一些行为习惯看，前特种兵身份应该也是真的。\n曾经的她留恋着“旧时代”，如今分析员的爱意引领她走出往昔，携手迈向属于两人的未来。	0	
skin01101_use	默认	0	
skin01102	不灭榜首	0	
skin01102_des	困境带来的挑战更有乐趣，在这点上，战斗与游戏一致。	0	
skin01102_use	通过甄选好物商店购买获得	0	
skin01103	叶荫闲趣	0	3.2新皮肤
skin01103_des	西瓜、阳伞、满电的游戏机……分析员，距离一个完美假日，只差你了。	0	3.2新皮肤
skin01103_use	通过活动获得	0	3.2新皮肤
skin01201	安卡希雅-辉夜	0	
skin01201_des	来自沉睡之前世界的数据，勾起不属于这个世界的记忆，拒绝或许是不错的选择。	0	
skin01201_use	默认	0	
skin01202	次元追忆	0	
skin01202_des	这是我印象里的那个年代，更加久远之前的流行文化。不，不是我特别喜欢的类型。	0	
skin01202_use	购买凭证获得	0	
skin01203	东流映荷	0	
skin01203_des	为实现汝之愿望，吾乘东流而来，年轻人啊，与吾签订契约吧。	0	
skin01203_use	通过供应站购买获得	0	
skin01301	安卡希雅-时之重奏	0	3.5安卡新换装
skin01301_des	该战术套装调取了安卡希雅储存于休眠仓中的身体数据，并以此构建出生理蓝图。背部搭载的“相变核心”可在平时积蓄力量，于关键时刻依据生理蓝图调配体内激素，促使骨骼与肌肉短时间内再度发育，从而爆发出惊人的战斗力。	0	3.5安卡新换装
skin01301_use	默认	0	3.5安卡新换装
skin01302	缘音回响	0	3.5新皮肤
skin01302_des	亲爱的 ，我们的相遇是时间的奇迹，是爱的魔法。我想与你一起走下去，让你拥有全部的我，直到时间的尽头。	0	3.5新皮肤
skin01302_use	通过供应站购买获得	0	3.5新皮肤
skin02101	里芙	0	
skin02101_des	人们通常称呼她为“星期三”，海姆达尔部队士兵，前瓦尔基里游戏明星选手。向泰坦挑战是她剩余人生的全部目的。	0	
skin02101_use	默认	0	
skin02102	星宇巡游	0	
skin02102_des	我听见了。那颗蔚蓝璀璨的星球上，有很多很多的声音呼唤着我。	0	
skin02102_use	通过预约奖励获得	0	
skin02103	归航一心	0	
skin02103_des	我没事的，分析员，回到你身边比什么都重要。	0	
skin02103_use	通过活动获得	0	
skin02104	不灭银星	0	2.6新皮肤
skin02104_des	一时的失利无法打倒我们。分析员，请下命令，直到我们携手凯旋。	0	2.6新皮肤
skin02104_use	通过活动获得	0	2.6新皮肤
skin02201	里芙-狂猎	0	
skin02201_des	特殊低温外骨骼“狂猎”，2058年3月根据里芙天启状况紧急开发的专用装备，能始终保持体表低温，缓解神格神经生长带来的痛苦。	0	
skin02201_use	默认	0	
skin02202	宵宴绯盏	0	
skin02202_des	为了这次的战斗，我特地向芬妮学了一些在明灯节该说的台词……适当放松，什么意思？	0	
skin02202_use	通过供应站购买获得	0	
skin02203	霜舞盛典	0	
skin02203_des	在温和的风中，雪花从来都是愿意起舞的……嗯？不，我没说什么。	0	
skin02203_use	通过供应站购买获得	0	
skin02204	街头规则	0	
skin02204_des	刚刚那群人说，从今天起我就是这一带的老大了，这是什么意思？	0	
skin02204_use	购买凭证获得	0	
skin02301	里芙-无限之视	0	
skin02301_des	为了治疗里芙，新恒提罗的超算恒沙根据世界树公司提供的图纸，协助开发了特殊外骨骼“无限之视”，可以帮里芙处理体内的泰坦物质。	0	
skin02301_use	默认	0	
skin02302	爱意凝晶	0	
skin02302_des	是你教会了我仇恨不是人生的全部，也让我重新学会……表达爱的方式。	0	
skin02302_use	通过供应站购买获得	0	
skin02303	引风飒意	0	2.8新皮肤
skin02303_des	亲爱的，风告诉我，今天的阳光与草场都很适合骑马漫步。这个美好的午后，只等你的加入。	0	2.8新皮肤
skin02303_use	购买凭证获得	0	2.8新皮肤
skin02401	里芙-永恒	0	3.7新皮肤
skin02401_des	恒沙、优格、萨菲尔联手研发的特战型战术套装，威力空前，但对使用者要求极高。即便已完全掌控神格神经的里芙也仍需时间与契机适应。套装配备的长枪采用精密配比合金打造，内置计算单元可随心操控，如神话中的圣枪般精准贯穿每一个敌人。	0	3.7新皮肤
skin02401_use	默认	0	3.7新皮肤
skin02402	醉吻薰风	0	3.7新皮肤
skin02402_des	这种轻飘飘的，满足、温暖又轻松的心情，亲爱的，我想更多、更真切地传达给你。	0	3.7新皮肤
skin02402_use	通过供应站购买获得	0	3.7新皮肤
skin03101	妮塔	0	
skin03101_des	出身拾荒群体，凭借自己的能力离开了那块贫瘠之地。\n比任何人都了解零区里面的生活，也比任何人都不愿回去。	0	
skin03101_use	默认	0	
skin03201	妮塔-悸响	0	2.7新角色
skin03201_des	由芙提雅联合研发部开发的战术套装，搭载了特殊的感知共振模组。此模组能够根据妮塔的情绪波动自动调节装甲的输出功率，从而激发她的潜能。经过分析员和妮塔的一系列适应性测试，妮塔终于成功穿上该装甲，让这颗为分析员跃动的心，与“悸响”融为一体。	0	2.7新角色
skin03201_use	默认	0	2.7新角色
skin03202	林间潋滟	0	2.7新皮肤
skin03202_des	分析员，这水潭可是我的秘密基地，快来，咱们一起凉快下！	0	2.7新皮肤
skin03202_use	通过供应站购买获得	0	2.7新皮肤
skin03203	轻罗曼舞	0	3.1新皮肤
skin03203_des	咳咳，只是一点小小的失误，分析员，我们再来一次吧！	0	3.1新皮肤
skin03203_use	通过供应站购买获得	0	3.1新皮肤
skin04101	芙提雅	0	
skin04101_des	世界树公司的前高级研究员，不知为何自愿离开实验室加入海姆达尔部队。\n比起手里的枪，她更厉害的武器是脑袋和嘴。	0	
skin04101_use	默认	0	
skin04102	炽热御护	0	
skin04102_des	立刻疏散！接下来是芙提雅老师的救场时间。	0	
skin04102_use	通过活动获得	0	
skin04103	不灭耀心	0	
skin04103_des	大家快去避难！这里交给最最专业的芙提雅老师来！	0	
skin04103_use	通过甄选好物商店购买获得	0	
skin04104	青叶密裹	0	2.4新皮肤
skin04104_des	分析员会喜欢甜的馅料还是咸的馅料呢？等等，芙提雅老师可不能吃——	0	2.4新皮肤
skin04104_use	通过活动获得	0	2.4新皮肤
skin04105	炽灼迸裂	0	3.0新皮肤
skin04105_des	火场中处处都是潜藏的危险，决不能大意——呜哇！	0	3.0新皮肤
skin04105_use	通过活动获得	0	3.0新皮肤
skin04201	芙提雅-缄默	0	
skin04201_des	芙提雅自研的外骨骼“缄默”，虽然差点因为功耗问题无法通过审查，不过强大的火力最终还是说服了评审员。	0	
skin04201_use	默认	0	
skin04202	行疾脱兔	0	
skin04202_des	轻装上阵，当然是为了极限提速咯。等一下，等一下，我要跟不上了——	0	
skin04202_use	通过供应站购买获得	0	
skin04203	狂曲雅跃	0	
skin04203_des	科技的善恶取决于人！弹药在坏人手里会造成伤害，但在芙提雅老师手里就可以制造快乐哦！	0	
skin04203_use	通过供应站购买获得	0	
skin04301	芙提雅-驰掣	0	
skin04301_des	不仅有速度，还有瞬时爆发的冲击力！芙提雅全力研发，搭载全新“截神反应堆”技术的新式战术套装，其名为——“驰掣”！\n偶尔会加速过头，只是偶尔。	0	
skin04301_use	默认	0	
skin04302	毛绒派对	0	
skin04302_des	经过精密的计算，这套睡衣是所有备选项中的最优解。当然，计算过程中最关键的判定条件是分析员你的喜好~	0	
skin04302_use	通过供应站购买获得	0	
skin04303	草莓甜心	0	2.6新皮肤
skin04303_des	草莓、奶油，还有一切美好的味道。芙提雅老师亲手制作的蛋糕，美味和爱意都是绝对的满分哦！	0	2.6新皮肤
skin04303_use	购买凭证获得	0	2.6新皮肤
skin04304	泳池护卫	0	2.8新皮肤
skin04304_des	让让让让开——哎哟！呜呜，在泳池边上，果然还是不能随便用加速功能啊……	0	2.8新皮肤
skin04304_use	通过供应站购买获得	0	2.8新皮肤
skin04401	芙提雅-炬芯	0	3.6新皮肤
skin04401_des	芙提雅亲手打造的全新战术套装，内置她倾注心血开发的火种系统2.0。获得授权后，它能调用每个接入终端的闲置算力，汇聚成强大的算力中枢，不仅能够对城市资源进行智能调度，实现利用率的最大化，同时还能满足战术套装在战斗中的算力需求。	0	3.6新皮肤
skin04401_use	默认	0	3.6新皮肤
skin04402	国主驾到	0	3.6新皮肤
skin04402_des	分析员，来得正好。今日天朗气清，风光合宜，且让本国主为你挥毫，作幅小画~	0	3.6新皮肤
skin04402_use	通过供应站购买获得	0	3.6新皮肤
skin05101	茉莉安	0	
skin05101_des	出身军火世家的温柔大小姐，喜欢泡红茶，喜欢微笑。\n总是会莫名负伤又不愿轻易接受治疗，也许她有自己的想法吧。\n如今，更加强大自信的她，成为安德烈奥蒂家的家主以及阴极科技的最高董事，奔向她的所爱——分析员。	0	
skin05101_use	默认	0	
skin05201	茉莉安-雨燕	0	
skin05201_des	雨燕系列低可探测性战术外骨骼是阴极科技的最新产品，专为单人行动的狙击手和侦察兵打造。目前仅对外公布，并未正式推出。	0	
skin05201_use	默认	0	
skin05202	一掷千金	0	
skin05202_des	开牌，推牌。坐在了这个桌子边，就说明你都准备好了吧？分析员，你用来赢下我的筹码是什么呢。	0	
skin05202_use	购买凭证获得	0	
skin05203	绯染夜幕	0	
skin05203_des	这是我还没有向分析员展示过的一面，分析员愿意了解我更多不为人知的样子吗？	0	
skin05203_use	通过供应站购买获得	0	
skin05301	茉莉安-幽潮	0	
skin05301_des	成功回收沃坦遗骸后，世界树公司针对附着其上的“醒世之尘”进行研究，并得到新的启发，开发出茉莉安专属战术套装“幽潮”。\n换上这身装备的她，已经解开了心中的枷锁。	0	
skin05301_use	默认	0	
skin05302	灿阳一刻	0	
skin05302_des	换上泳装，尽情地享受阳光与沙滩……分析员，我的表现满足您的要求了吗？	0	
skin05302_use	通过供应站购买获得	0	
