字符串索引	中文简体	1=临时文案  0和不填都=正式文案	备注
Key	zh_CN	disable	Remark
NitaMonolopyLackOfTreeEX	筑梦值不足		2.7妮塔大富翁
NitaMonopolyFlushCountNotEnough	刷新次数不足		2.7妮塔大富翁
NitaMonopolyMoneyNotEnough	小金栗不足		2.7妮塔大富翁
NitaMonopolyTreeLock	筑梦值达到%d后解锁		2.7妮塔大富翁
NitaMonopoly_ui_01	妮塔之邀		2.7妮塔大富翁
NitaMonopoly_ui_02	潜能随心跳迸发的妮塔，身着特制战术套装「悸响」飒爽登场！在限定时间内登录游戏，若队伍中没有妮塔-悸响，就能邀请妮塔-悸响加入队伍！参与后续活动，还能获得激活妮塔-悸响全部武格驱动的道具，和专属定制后勤花楸小队，以及满改造武器悠古节拍！		2.7妮塔大富翁
NitaMonopoly_ui_03	参与活动，就能获得激活妮塔-悸响全部武格驱动的道具，和专属定制后勤花楸小队，还能获得满改造武器悠古节拍！分析员，我们快开工吧！（妮塔-悸响可从怦然密语活动免费获取）		2.7妮塔大富翁
NitaMonopoly_ui_04	参与活动，就能获得激活妮塔-悸响全部武格驱动的道具，和专属定制后勤花楸小队，还能获得满改造武器悠古节拍！分析员，我们快开工吧！（妮塔-悸响可从怦然密语活动免费获取）		2.7妮塔大富翁
NitaMonopoly_ui_05	奖励预览		2.7妮塔大富翁
NitaMonopoly_ui_06	个人剧情		2.7妮塔大富翁
NitaMonopoly_ui_07	前往筑梦		2.7妮塔大富翁
NitaMonopoly_ui_08	{1}后筑梦值上限增加到{2}		2.7妮塔大富翁
NitaMonopoly_ui_09	筑梦值%s/%d		2.7妮塔大富翁
NitaMonopoly_ui_10	已获得全部奖励		2.7妮塔大富翁
NitaMonopoly_ui_11	奇物		2.7妮塔大富翁
NitaMonopoly_ui_12	水果		2.7妮塔大富翁
NitaMonopoly_ui_13	乔木		2.7妮塔大富翁
NitaMonopoly_ui_14	蔬菜		2.7妮塔大富翁
NitaMonopoly_ui_15	鲜花		2.7妮塔大富翁
NitaMonopoly_ui_16	坚果		2.7妮塔大富翁
NitaMonopoly_ui_17	多肉		2.7妮塔大富翁
NitaMonopoly_ui_18	刷新次数增加		2.7妮塔大富翁
NitaMonopoly_ui_19	单局的刷新次数增加%s		2.7妮塔大富翁
NitaMonopoly_ui_20	启动资金中小金栗增加		2.7妮塔大富翁
NitaMonopoly_ui_21	开局妮塔准备的启动资金中的小金栗增加%s		2.7妮塔大富翁
NitaMonopoly_ui_22	启动资金中奇物增加		2.7妮塔大富翁
NitaMonopoly_ui_23	开局妮塔准备的启动资金中的奇物增加%s个		2.7妮塔大富翁
NitaMonopoly_ui_24	增益		2.7妮塔大富翁
TxtFreeItems_Has_Item	已拥有该角色		2.7妮塔大富翁
CurrentMoney	小金栗		2.7妮塔大富翁
MovingIncome	前进收入		2.7妮塔大富翁
NitaMonopoly_plant_1	菲洛索亚红宝石		2.7妮塔大富翁
NitaMonopoly_plant_2	新地州蓝珍珠		2.7妮塔大富翁
NitaMonopoly_plant_3	帕特拉黄勾玉		2.7妮塔大富翁
NitaMonopoly_plant_4	新地州橙水晶		2.7妮塔大富翁
NitaMonopoly_plant_5	朔州云雪棘		2.7妮塔大富翁
NitaMonopoly_plant_6	朔州兔耳青		2.7妮塔大富翁
NitaMonopoly_plant_7	朔州金扇		2.7妮塔大富翁
NitaMonopoly_plant_8	新地州手枫檎		2.7妮塔大富翁
NitaMonopoly_plant_9	朔州青藤瓜		2.7妮塔大富翁
NitaMonopoly_plant_10	罗森兰圆心卷		2.7妮塔大富翁
NitaMonopoly_plant_11	罗森兰长青芥		2.7妮塔大富翁
NitaMonopoly_plant_12	朔州葱明草		2.7妮塔大富翁
NitaMonopoly_plant_13	索伦尼亚刺玫		2.7妮塔大富翁
NitaMonopoly_plant_14	霍尔姆记忆草		2.7妮塔大富翁
NitaMonopoly_plant_15	索伦尼亚彩苞		2.7妮塔大富翁
NitaMonopoly_plant_16	新地州炫影		2.7妮塔大富翁
NitaMonopoly_plant_17	阿尔斯特绿珍珠		2.7妮塔大富翁
NitaMonopoly_plant_18	朔州长生果		2.7妮塔大富翁
NitaMonopoly_plant_19	罗森兰奶油豆		2.7妮塔大富翁
NitaMonopoly_plant_20	枫岛毛栗		2.7妮塔大富翁
NitaMonopoly_plant_21	帕特拉多刺		2.7妮塔大富翁
NitaMonopoly_plant_22	帕特拉石中花		2.7妮塔大富翁
NitaMonopoly_plant_23	拉维亚精灵莲		2.7妮塔大富翁
NitaMonopoly_plant_24	新恒提罗不朽草		2.7妮塔大富翁
NitaMonopoly_plant_25	每拥有1株<span color="#f7be37">水果</>，<span color="#f7be37">前进收入</>增加{1}，该效果可叠加		2.7妮塔大富翁
NitaMonopoly_plant_26	每拥有1株<span color="#f7be37">水果</>，<span color="#f7be37">前进收入</>提升{1}%，该效果可叠加		2.7妮塔大富翁
NitaMonopoly_plant_27	每拥有1株<span color="#f7be37">水果</>，每移动1格，额外获得小金栗库存的{1}%，该效果可叠加		2.7妮塔大富翁
NitaMonopoly_plant_28	种植后，即刻获得1次{1}倍的<span color="#f7be37">前进收入</>		2.7妮塔大富翁
NitaMonopoly_plant_29	每拥有1棵<span color="#f7be37">乔木</>，<span color="#f7be37">小金栗格</>收入增加{1}，该效果可叠加		2.7妮塔大富翁
NitaMonopoly_plant_30	每拥有1棵<span color="#f7be37">乔木</>，<span color="#f7be37">小金栗格</>收入提升{1}%，该效果可叠加		2.7妮塔大富翁
NitaMonopoly_plant_31	每拥有1棵<span color="#f7be37">乔木</>，随机格触发<span color="#f7be37">小金栗格</>的概率增加，该效果可叠加		2.7妮塔大富翁
NitaMonopoly_plant_32	种植后，立即触发1次<span color="#f7be37">小金栗格</>，且获得{1}倍收益		2.7妮塔大富翁
NitaMonopoly_plant_33	每拥有1株<span color="#f7be37">蔬菜</>，<span color="#f7be37">游戏格</>收入增加{1}，该效果可叠加		2.7妮塔大富翁
NitaMonopoly_plant_34	每拥有1株<span color="#f7be37">蔬菜</>，<span color="#f7be37">游戏格</>收入增加{1}%，该效果可叠加		2.7妮塔大富翁
NitaMonopoly_plant_35	每拥有1株<span color="#f7be37">蔬菜</>，随机格触发<span color="#f7be37">游戏格</>的概率增加，该效果可叠加		2.7妮塔大富翁
NitaMonopoly_plant_36	种植后，立即触发1次<span color="#f7be37">游戏格</>，且获得的收益变为{1}倍		2.7妮塔大富翁
NitaMonopoly_plant_37	每拥有1株<span color="#f7be37">鲜花</>，<span color="#f7be37">礼物格</>获得的小金栗提升{1}%，该效果可叠加		2.7妮塔大富翁
NitaMonopoly_plant_38	每拥有1株<span color="#f7be37">鲜花</>，<span color="#f7be37">礼物格</>获得奇物的概率增加，该效果可叠加		2.7妮塔大富翁
NitaMonopoly_plant_39	每拥有1株<span color="#f7be37">鲜花</>，在随机格触发<span color="#f7be37">礼物格</>的概率增加，该效果可叠加		2.7妮塔大富翁
NitaMonopoly_plant_40	种植后，立即触发1次<span color="#f7be37">礼物格</>，且获得的小金栗数量变为{1}倍		2.7妮塔大富翁
NitaMonopoly_plant_41	每拥有1棵<span color="#f7be37">坚果</>植株，<span color="#f7be37">四叶梦境</>中事件格收益增加{1}，该效果可叠加		2.7妮塔大富翁
NitaMonopoly_plant_42	每拥有1棵<span color="#f7be37">坚果</>植株，<span color="#f7be37">四叶梦境</>中事件格收益提升{1}%，该效果可叠加		2.7妮塔大富翁
NitaMonopoly_plant_43	每拥有1棵<span color="#f7be37">坚果</>植株，随机格触发<span color="#f7be37">四叶梦境</>的概率增加，该效果可叠加		2.7妮塔大富翁
NitaMonopoly_plant_44	每拥有1棵<span color="#f7be37">坚果</>植株，<span color="#f7be37">四叶梦境</>中骰子更容易投到较小的数字，该效果可叠加		2.7妮塔大富翁
NitaMonopoly_plant_45	触发<span color="#f7be37">幸运翻倍</>概率增加，该效果可以叠加		2.7妮塔大富翁
NitaMonopoly_plant_46	<span color="#f7be37">幸运翻倍</>的<span color="#f7be37">最小倍数</>增加{1}，该效果可叠加（不会超过最大倍数）		2.7妮塔大富翁
NitaMonopoly_plant_47	<span color="#f7be37">幸运翻倍</>的<span color="#f7be37">最大倍数</>增加{1}，该效果可叠加		2.7妮塔大富翁
