唯一ID	备注	国内开放时间	海外开放时间	V3互动参数{版本号,剧本名}	B美术场景	B逻辑场景	V3互动灯光场景	B触发框信息	对应UI框（1交谈 2换装  3道具  4告白;{a,b,c,d}代表功能，位置，对应的resourceID,文本id）;如果需要有参数包请参考{3,2,744125,"manifestation.manifestation",{13}}13对应loop中的唯一ID	特殊机位镜头ID（默认不填）	BsequenceID	B机位镜头ID	B特殊机位镜头ID（默认不填）	B导演表	角色名字	特殊解锁提示(右侧按钮X做完后Y解锁）	背景音乐	背景循环音效	互动入口绿色等级	是否开启全屏圣光（默认不填，开启填1）	是否鼠标形变（默认不填，开启填1）
Id	Desc	DomesticTime	OverseaTime	V3Param	ArtScene	LogicalScene	LightScene	TriggerBoxs	UiId	UiId_a	SequenceId	CameraPositionId	CameraPositionId_a	DirectorId	CharacterInstanceID	UnlockText	MapMuisc	MapAudio	EntranceGreenLevel	HolyLight_a	MouseDeformation_a
111102	恩雅护士服	[202401011000]	[202403101000]		/Game/Maps/manifestation/girl011a_02_manifestation_scene01.girl011a_02_manifestation_scene01	/Game/Blueprints/Manifestation/SubLevels/girl011a_02_manifestation_scene01.girl011a_02_manifestation_scene01		{"boxs": [{"id": 701,"socketName": "BONE_hari_LOD1_01_001","boxSize":{"x": 3,"y": 3,"z": 3},"offset":{"x": 0,"y": 0,"z": 0},"rotator":{"pitch": 0,"yaw": 0,"roll": 0}},{"id": 702,"socketName": "Bip001-L-Hand","boxSize":{"x": 6,"y": 3,"z": 3},"offset":{"x": 0,"y": 0,"z": 0},"rotator":{"pitch": 0,"yaw": 0,"roll": 0}},{"id": 704,"socketName": "Bip001-L-Foot","boxSize":{"x": 5,"y": 5,"z": 5},"offset":{"x": 0,"y": 0,"z": 0},"rotator":{"pitch": 0,"yaw": 0,"roll": 0}},{"id": 705,"socketName": "Bip001-R-Foot","boxSize":{"x": 2,"y": 2,"z": 2},"offset":{"x": 0,"y": 0,"z": 0},"rotator":{"pitch": 0,"yaw": 0,"roll": 0}},{"id": 4,"socketName": "Bip001-Spine1","boxSize":{"x": 9,"y": 3,"z": 15},"offset":{"x": 0,"y": 0,"z": 0},"rotator":{"pitch": 0,"yaw": 0,"roll": 0}},{"id": 1,"socketName": "Bip001-L-Hand","boxSize":{"x": 6,"y": 3,"z": 3},"offset":{"x": 0,"y": 0,"z": 0},"rotator":{"pitch": 0,"yaw": 0,"roll": 0}},{"id": 708,"socketName": "Bip001-Spine1","boxSize":{"x": 10,"y": 5,"z": 15},"offset":{"x": 0,"y": 0,"z": 0},"rotator":{"pitch": 0,"yaw": 0,"roll": 0}},{"id": 709,"socketName": "Bip001-Spine3","boxSize":{"x": 10,"y": 10,"z": 12},"offset":{"x": 0,"y": 0,"z": 0},"rotator":{"pitch": 0,"yaw": 0,"roll": 0}},{"id": 706,"socketName": "Bip001-L-Thigh","boxSize":{"x": 10,"y": 10,"z": 10},"offset":{"x": 0,"y": 0,"z": 0},"rotator":{"pitch": 0,"yaw": 0,"roll": 0}},{"id": 7011,"socketName": "BONE_hari_LOD1_01_001","boxSize":{"x": 3,"y": 3,"z": 3},"offset":{"x": 0,"y": 0,"z": 0},"rotator":{"pitch": 0,"yaw": 0,"roll": 0}},{"id": 703,"socketName": "Bip001-R-Hand","boxSize":{"x": 6,"y": 3,"z": 3},"offset":{"x": 0,"y": 0,"z": 0},"rotator":{"pitch": 0,"yaw": 0,"roll": 0}}]}	{{1,3,1701258,"manifestation.buttun01"}}	{}	/Game/Cinematics/girl011a_02_manifestation/Sequence/girl011a_02_manifestation_sequence_stand01_Master.girl011a_02_manifestation_sequence_stand01_Master	{1,2,4,5}	{1}	/Game/Blueprints/Character/InteractionShow/Girl011a/Blueprint/BP_DirectorGirl011a.BP_DirectorGirl011a	11110201		BGM|UI|BGM_HDCJ_HuShi		50		1
120202	里芙-新换装-恒约互动场景	[202407110400]	[202407110400]		/Game/Maps/marry/girl002b_02_ma_scene01.girl002b_02_ma_scene01	/Game/Blueprints/Manifestation/SubLevels/girl008b_02_manifestation_scene01.girl008b_02_manifestation_scene01		{"boxs": [{"id": 701,"socketName": "BONE_hari_LOD1_01_001","boxSize":{"x": 3,"y": 3,"z": 3},"offset":{"x": 0,"y": 0,"z": 0},"rotator":{"pitch": 0,"yaw": 0,"roll": 0}},{"id": 702,"socketName": "Bip001-L-Hand","boxSize":{"x": 6,"y": 3,"z": 3},"offset":{"x": 0,"y": 0,"z": 0},"rotator":{"pitch": 0,"yaw": 0,"roll": 0}},{"id": 704,"socketName": "Bip001-L-Foot","boxSize":{"x": 5,"y": 5,"z": 5},"offset":{"x": 0,"y": 0,"z": 0},"rotator":{"pitch": 0,"yaw": 0,"roll": 0}},{"id": 705,"socketName": "Bip001-R-Foot","boxSize":{"x": 5,"y": 5,"z": 5},"offset":{"x": 0,"y": 0,"z": 0},"rotator":{"pitch": 0,"yaw": 0,"roll": 0}},{"id": 4,"socketName": "Bip001-Spine1","boxSize":{"x": 9,"y": 3,"z": 15},"offset":{"x": 0,"y": 0,"z": 0},"rotator":{"pitch": 0,"yaw": 0,"roll": 0}},{"id": 1,"socketName": "Bip001-L-Hand","boxSize":{"x": 6,"y": 3,"z": 3},"offset":{"x": 0,"y": 0,"z": 0},"rotator":{"pitch": 0,"yaw": 0,"roll": 0}},{"id": 708,"socketName": "Bip001-Spine1","boxSize":{"x": 10,"y": 5,"z": 15},"offset":{"x": 0,"y": 0,"z": 0},"rotator":{"pitch": 0,"yaw": 0,"roll": 0}},{"id": 709,"socketName": "Bip001-Spine3","boxSize":{"x": 10,"y": 10,"z": 12},"offset":{"x": 0,"y": 0,"z": 0},"rotator":{"pitch": 0,"yaw": 0,"roll": 0}},{"id": 706,"socketName": "Bip001-L-Thigh","boxSize":{"x": 10,"y": 10,"z": 10},"offset":{"x": 0,"y": 0,"z": 0},"rotator":{"pitch": 0,"yaw": 0,"roll": 0}},{"id": 7011,"socketName": "BONE_hari_LOD1_01_001","boxSize":{"x": 3,"y": 3,"z": 3},"offset":{"x": 0,"y": 0,"z": 0},"rotator":{"pitch": 0,"yaw": 0,"roll": 0}},{"id": 703,"socketName": "Bip001-R-Hand","boxSize":{"x": 6,"y": 3,"z": 3},"offset":{"x": 0,"y": 0,"z": 0},"rotator":{"pitch": 0,"yaw": 0,"roll": 0}}]}	{{1,3,1701258,"manifestation.buttun01"},{3,1,1701263,"manifestation.buttun03",{18}},{4,2,1701261,"manifestation.buttun02",{17}}}	{}	/Game/Cinematics/girl002b_02_manifestation/Sequence/girl002b_02_ma_sequence_stand01_Master.girl002b_02_ma_sequence_stand01_Master	{11,14,15,16}	{11}	/Game/Blueprints/Character/InteractionShow/Girl002b_02/Blueprints/BP_DirectorGirl002b_02.BP_DirectorGirl002b_02	12020201	manifestation.tips01	BGM|UI|DLC09_Oath		50		1
120802	芬妮-新换装-恒约互动场景	[202407251000]	[202407251000]		/Game/Maps/marry/girl008b_02_ma_scene01.girl008b_02_ma_scene01	/Game/Blueprints/Manifestation/SubLevels/girl008b_02_manifestation_scene01.girl008b_02_manifestation_scene01		{"boxs": [{"id": 701,"socketName": "BONE_hari_LOD1_01_001","boxSize":{"x": 3,"y": 3,"z": 3},"offset":{"x": 0,"y": 0,"z": 0},"rotator":{"pitch": 0,"yaw": 0,"roll": 0}},{"id": 702,"socketName": "Bip001-L-Hand","boxSize":{"x": 6,"y": 3,"z": 3},"offset":{"x": 0,"y": 0,"z": 0},"rotator":{"pitch": 0,"yaw": 0,"roll": 0}},{"id": 704,"socketName": "Bip001-L-Foot","boxSize":{"x": 5,"y": 5,"z": 5},"offset":{"x": 0,"y": 0,"z": 0},"rotator":{"pitch": 0,"yaw": 0,"roll": 0}},{"id": 705,"socketName": "Bip001-R-Foot","boxSize":{"x": 5,"y": 5,"z": 5},"offset":{"x": 0,"y": 0,"z": 0},"rotator":{"pitch": 0,"yaw": 0,"roll": 0}},{"id": 4,"socketName": "Bip001-Spine1","boxSize":{"x": 9,"y": 3,"z": 15},"offset":{"x": 0,"y": 0,"z": 0},"rotator":{"pitch": 0,"yaw": 0,"roll": 0}},{"id": 1,"socketName": "Bip001-L-Hand","boxSize":{"x": 6,"y": 3,"z": 3},"offset":{"x": 0,"y": 0,"z": 0},"rotator":{"pitch": 0,"yaw": 0,"roll": 0}},{"id": 708,"socketName": "Bip001-Spine1","boxSize":{"x": 10,"y": 5,"z": 15},"offset":{"x": 0,"y": 0,"z": 0},"rotator":{"pitch": 0,"yaw": 0,"roll": 0}},{"id": 709,"socketName": "Bip001-Spine3","boxSize":{"x": 10,"y": 10,"z": 12},"offset":{"x": 0,"y": 0,"z": 0},"rotator":{"pitch": 0,"yaw": 0,"roll": 0}},{"id": 706,"socketName": "Bip001-L-Thigh","boxSize":{"x": 10,"y": 10,"z": 10},"offset":{"x": 0,"y": 0,"z": 0},"rotator":{"pitch": 0,"yaw": 0,"roll": 0}},{"id": 7011,"socketName": "BONE_hari_LOD1_01_001","boxSize":{"x": 3,"y": 3,"z": 3},"offset":{"x": 0,"y": 0,"z": 0},"rotator":{"pitch": 0,"yaw": 0,"roll": 0}},{"id": 703,"socketName": "Bip001-R-Hand","boxSize":{"x": 6,"y": 3,"z": 3},"offset":{"x": 0,"y": 0,"z": 0},"rotator":{"pitch": 0,"yaw": 0,"roll": 0}}]}	{{1,3,1701258,"manifestation.buttun01"},{3,1,1701263,"manifestation.buttun03",{13}},{4,2,1701261,"manifestation.buttun02",{12}}}	{}	/Game/Cinematics/girl008b_02_manifestation/sequence/girl008b_02_ma_sequence_stand01_cam01.girl008b_02_ma_sequence_stand01_cam01	{7,8,9,10}	{7}	/Game/Blueprints/Character/InteractionShow/Girl008b/Blueprint/BP_DirectorGirl008b.BP_DirectorGirl008b	12080201	manifestation.tips01	BGM|UI|DLC09_Oath		50		1
111502	凯西娅·朝翼-泳装互动场景	[202407251000]	[202407251000]		/Game/Maps/manifestation/girl015a_02_manifestation_scene01.girl015a_02_manifestation_scene01	/Game/Blueprints/Character/InteractionShow/Girl015a_02/SubLevels/girl015a_02_manifestation_scene01.girl015a_02_manifestation_scene01		{"boxs": [{"id": 701,"socketName": "BONE_hari_LOD1_01_001","boxSize":{"x": 3,"y": 3,"z": 3},"offset":{"x": 0,"y": 0,"z": 0},"rotator":{"pitch": 0,"yaw": 0,"roll": 0}},{"id": 702,"socketName": "Bip001-L-Hand","boxSize":{"x": 6,"y": 3,"z": 3},"offset":{"x": 0,"y": 0,"z": 0},"rotator":{"pitch": 0,"yaw": 0,"roll": 0}},{"id": 704,"socketName": "Bip001-L-Foot","boxSize":{"x": 5,"y": 5,"z": 5},"offset":{"x": 0,"y": 0,"z": 0},"rotator":{"pitch": 0,"yaw": 0,"roll": 0}},{"id": 705,"socketName": "Bip001-R-Foot","boxSize":{"x": 5,"y": 5,"z": 5},"offset":{"x": 0,"y": 0,"z": 0},"rotator":{"pitch": 0,"yaw": 0,"roll": 0}},{"id": 4,"socketName": "Bip001-Spine1","boxSize":{"x": 9,"y": 3,"z": 15},"offset":{"x": 0,"y": 0,"z": 0},"rotator":{"pitch": 0,"yaw": 0,"roll": 0}},{"id": 1,"socketName": "Bip001-L-Hand","boxSize":{"x": 6,"y": 3,"z": 3},"offset":{"x": 0,"y": 0,"z": 0},"rotator":{"pitch": 0,"yaw": 0,"roll": 0}},{"id": 708,"socketName": "Bip001-Spine1","boxSize":{"x": 10,"y": 5,"z": 15},"offset":{"x": 0,"y": 0,"z": 0},"rotator":{"pitch": 0,"yaw": 0,"roll": 0}},{"id": 709,"socketName": "Bip001-Spine3","boxSize":{"x": 10,"y": 10,"z": 12},"offset":{"x": 0,"y": 0,"z": 0},"rotator":{"pitch": 0,"yaw": 0,"roll": 0}},{"id": 706,"socketName": "Bip001-L-Thigh","boxSize":{"x": 10,"y": 10,"z": 10},"offset":{"x": 0,"y": 0,"z": 0},"rotator":{"pitch": 0,"yaw": 0,"roll": 0}},{"id": 7011,"socketName": "BONE_hari_LOD1_01_001","boxSize":{"x": 3,"y": 3,"z": 3},"offset":{"x": 0,"y": 0,"z": 0},"rotator":{"pitch": 0,"yaw": 0,"roll": 0}},{"id": 703,"socketName": "Bip001-R-Hand","boxSize":{"x": 6,"y": 3,"z": 3},"offset":{"x": 0,"y": 0,"z": 0},"rotator":{"pitch": 0,"yaw": 0,"roll": 0}}]}	{{1,3,1701258,"manifestation.buttun01"}}	{}	/Game/Cinematics/girl015a_02_manifestation/sequence/girl015a_02_ma_sequence_stand01_Master.girl015a_02_ma_sequence_stand01_Master	{19,20,21,22}	{19}	/Game/Blueprints/Character/InteractionShow/Girl015a_02/Blueprints/BP_DirectorGirl015a_02.BP_DirectorGirl015a_02	11150201		BGM|UI|BGM_HDCJ_YZ		50		1
120502	茉莉安-泳装互动场景	[202407251000]	[202407251000]		/Game/Maps/manifestation/girl005b_02_ma_scene01.girl005b_02_ma_scene01	/Game/Blueprints/Character/InteractionShow/Girl005b_02/SubLevels/girl005b_02_ma_scene01.girl005b_02_ma_scene01		{"boxs": [{"id": 701,"socketName": "BONE_hari_LOD1_01_001","boxSize":{"x": 3,"y": 3,"z": 3},"offset":{"x": 0,"y": 0,"z": 0},"rotator":{"pitch": 0,"yaw": 0,"roll": 0}},{"id": 702,"socketName": "Bip001-L-Hand","boxSize":{"x": 6,"y": 3,"z": 3},"offset":{"x": 0,"y": 0,"z": 0},"rotator":{"pitch": 0,"yaw": 0,"roll": 0}},{"id": 704,"socketName": "Bip001-L-Foot","boxSize":{"x": 5,"y": 5,"z": 5},"offset":{"x": 0,"y": 0,"z": 0},"rotator":{"pitch": 0,"yaw": 0,"roll": 0}},{"id": 705,"socketName": "Bip001-R-Foot","boxSize":{"x": 5,"y": 5,"z": 5},"offset":{"x": 0,"y": 0,"z": 0},"rotator":{"pitch": 0,"yaw": 0,"roll": 0}},{"id": 4,"socketName": "Bip001-Spine1","boxSize":{"x": 9,"y": 3,"z": 15},"offset":{"x": 0,"y": 0,"z": 0},"rotator":{"pitch": 0,"yaw": 0,"roll": 0}},{"id": 1,"socketName": "Bip001-L-Hand","boxSize":{"x": 6,"y": 3,"z": 3},"offset":{"x": 0,"y": 0,"z": 0},"rotator":{"pitch": 0,"yaw": 0,"roll": 0}},{"id": 708,"socketName": "Bip001-Spine1","boxSize":{"x": 10,"y": 5,"z": 15},"offset":{"x": 0,"y": 0,"z": 0},"rotator":{"pitch": 0,"yaw": 0,"roll": 0}},{"id": 709,"socketName": "Bip001-Spine3","boxSize":{"x": 10,"y": 10,"z": 12},"offset":{"x": 0,"y": 0,"z": 0},"rotator":{"pitch": 0,"yaw": 0,"roll": 0}},{"id": 706,"socketName": "Bip001-L-Thigh","boxSize":{"x": 10,"y": 10,"z": 10},"offset":{"x": 0,"y": 0,"z": 0},"rotator":{"pitch": 0,"yaw": 0,"roll": 0}},{"id": 7011,"socketName": "BONE_hari_LOD1_01_001","boxSize":{"x": 3,"y": 3,"z": 3},"offset":{"x": 0,"y": 0,"z": 0},"rotator":{"pitch": 0,"yaw": 0,"roll": 0}},{"id": 703,"socketName": "Bip001-R-Hand","boxSize":{"x": 6,"y": 3,"z": 3},"offset":{"x": 0,"y": 0,"z": 0},"rotator":{"pitch": 0,"yaw": 0,"roll": 0}}]}	{{1,3,1701258,"manifestation.buttun01"}}	{}	/Game/Cinematics/girl005b_02_manifestation/sequence/girl005b_02_ma_sequence_stand01_Master.girl005b_02_ma_sequence_stand01_Master	{23,24,25,26}	{23}	/Game/Blueprints/Character/InteractionShow/Girl005b_02/Blueprints/BP_DirectorGirl005b_02.BP_DirectorGirl005b_02	12050201		BGM|UI|BGM_HDCJ_YZ	3108	50		1
121402	辰星新换装2-恒约互动场景	[202407251000]	[202407251000]		/Game/Maps/marry/girl014b_02_ma_scene01.girl014b_02_ma_scene01	/Game/Blueprints/Character/InteractionShow/Girl014b_02/SubLevels/girl014b_02_manifestation_scene01.girl014b_02_manifestation_scene01		{"boxs": [{"id": 701,"socketName": "BONE_hari_LOD1_01_001","boxSize":{"x": 3,"y": 3,"z": 3},"offset":{"x": 0,"y": 0,"z": 0},"rotator":{"pitch": 0,"yaw": 0,"roll": 0}},{"id": 702,"socketName": "Bip001-L-Hand","boxSize":{"x": 6,"y": 3,"z": 3},"offset":{"x": 0,"y": 0,"z": 0},"rotator":{"pitch": 0,"yaw": 0,"roll": 0}},{"id": 704,"socketName": "Bip001-L-Foot","boxSize":{"x": 5,"y": 5,"z": 5},"offset":{"x": 0,"y": 0,"z": 0},"rotator":{"pitch": 0,"yaw": 0,"roll": 0}},{"id": 705,"socketName": "Bip001-R-Foot","boxSize":{"x": 5,"y": 5,"z": 5},"offset":{"x": 0,"y": 0,"z": 0},"rotator":{"pitch": 0,"yaw": 0,"roll": 0}},{"id": 4,"socketName": "Bip001-Spine1","boxSize":{"x": 9,"y": 3,"z": 15},"offset":{"x": 0,"y": 0,"z": 0},"rotator":{"pitch": 0,"yaw": 0,"roll": 0}},{"id": 1,"socketName": "Bip001-L-Hand","boxSize":{"x": 6,"y": 3,"z": 3},"offset":{"x": 0,"y": 0,"z": 0},"rotator":{"pitch": 0,"yaw": 0,"roll": 0}},{"id": 708,"socketName": "Bip001-Spine1","boxSize":{"x": 10,"y": 5,"z": 15},"offset":{"x": 0,"y": 0,"z": 0},"rotator":{"pitch": 0,"yaw": 0,"roll": 0}},{"id": 709,"socketName": "Bip001-Spine3","boxSize":{"x": 10,"y": 10,"z": 12},"offset":{"x": 0,"y": 0,"z": 0},"rotator":{"pitch": 0,"yaw": 0,"roll": 0}},{"id": 706,"socketName": "Bip001-L-Thigh","boxSize":{"x": 10,"y": 10,"z": 10},"offset":{"x": 0,"y": 0,"z": 0},"rotator":{"pitch": 0,"yaw": 0,"roll": 0}},{"id": 7011,"socketName": "BONE_hari_LOD1_01_001","boxSize":{"x": 3,"y": 3,"z": 3},"offset":{"x": 0,"y": 0,"z": 0},"rotator":{"pitch": 0,"yaw": 0,"roll": 0}},{"id": 703,"socketName": "Bip001-R-Hand","boxSize":{"x": 6,"y": 3,"z": 3},"offset":{"x": 0,"y": 0,"z": 0},"rotator":{"pitch": 0,"yaw": 0,"roll": 0}}]}	{{1,3,1701258,"manifestation.buttun01"},{3,1,1701263,"manifestation.buttun03",{32}},{4,2,1701261,"manifestation.buttun02",{31}}}	{}	/Game/Cinematics/girl014b_02_manifestation/sequence/girl014b_02_ma_sequence_stand01_Master.girl014b_02_ma_sequence_stand01_Master	{27,28,29,30}	{27}	/Game/Blueprints/Character/InteractionShow/Girl014b_02/Blueprints/BP_DirectorGirl014b_02.BP_DirectorGirl014b_02	12140201	manifestation.tips01	BGM|UI|DLC14_Oath		50		1
121002	肴新换装2-恒约互动场景	[202407251000]	[202407251000]		/Game/Maps/marry/girl010b_02_ma_scene01.girl010b_02_ma_scene01	/Game/Blueprints/Character/InteractionShow/Girl010b_02/SubLevels/girl010b_02_manifestation_scene01.girl010b_02_manifestation_scene01		{"boxs": [{"id": 701,"socketName": "BONE_hari_LOD1_01_001","boxSize":{"x": 3,"y": 3,"z": 3},"offset":{"x": 0,"y": 0,"z": 0},"rotator":{"pitch": 0,"yaw": 0,"roll": 0}},{"id": 702,"socketName": "Bip001-L-Hand","boxSize":{"x": 6,"y": 3,"z": 3},"offset":{"x": 0,"y": 0,"z": 0},"rotator":{"pitch": 0,"yaw": 0,"roll": 0}},{"id": 704,"socketName": "Bip001-L-Foot","boxSize":{"x": 5,"y": 5,"z": 5},"offset":{"x": 0,"y": 0,"z": 0},"rotator":{"pitch": 0,"yaw": 0,"roll": 0}},{"id": 705,"socketName": "Bip001-R-Foot","boxSize":{"x": 5,"y": 5,"z": 5},"offset":{"x": 0,"y": 0,"z": 0},"rotator":{"pitch": 0,"yaw": 0,"roll": 0}},{"id": 4,"socketName": "Bip001-Spine1","boxSize":{"x": 9,"y": 3,"z": 15},"offset":{"x": 0,"y": 0,"z": 0},"rotator":{"pitch": 0,"yaw": 0,"roll": 0}},{"id": 1,"socketName": "Bip001-L-Hand","boxSize":{"x": 6,"y": 3,"z": 3},"offset":{"x": 0,"y": 0,"z": 0},"rotator":{"pitch": 0,"yaw": 0,"roll": 0}},{"id": 708,"socketName": "Bip001-Spine1","boxSize":{"x": 10,"y": 5,"z": 15},"offset":{"x": 0,"y": 0,"z": 0},"rotator":{"pitch": 0,"yaw": 0,"roll": 0}},{"id": 709,"socketName": "Bip001-Spine3","boxSize":{"x": 10,"y": 10,"z": 12},"offset":{"x": 0,"y": 0,"z": 0},"rotator":{"pitch": 0,"yaw": 0,"roll": 0}},{"id": 706,"socketName": "Bip001-L-Thigh","boxSize":{"x": 10,"y": 10,"z": 10},"offset":{"x": 0,"y": 0,"z": 0},"rotator":{"pitch": 0,"yaw": 0,"roll": 0}},{"id": 7011,"socketName": "BONE_hari_LOD1_01_001","boxSize":{"x": 3,"y": 3,"z": 3},"offset":{"x": 0,"y": 0,"z": 0},"rotator":{"pitch": 0,"yaw": 0,"roll": 0}},{"id": 703,"socketName": "Bip001-R-Hand","boxSize":{"x": 6,"y": 3,"z": 3},"offset":{"x": 0,"y": 0,"z": 0},"rotator":{"pitch": 0,"yaw": 0,"roll": 0}}]}	{{1,3,1701258,"manifestation.buttun01"},{3,1,1701263,"manifestation.buttun03",{38}},{4,2,1701261,"manifestation.buttun02",{37}}}	{}	/Game/Cinematics/girl010b_02_manifestation/Sequence/girl010b_02_ma_sequence_stand01_Master.girl010b_02_ma_sequence_stand01_Master	{33,34,35,36}	{33}	/Game/Blueprints/Character/InteractionShow/Girl010b_02/Blueprints/BP_DirectorGirl010b_02.BP_DirectorGirl010b_02	12100201	manifestation.tips01	BGM|UI|DLC14_Oath		50		1
110302	妮塔-精灵互动场景	[202407251000]	[202407251000]		/Game/Maps/manifestation/girl003a_02_ma_scene01.girl003a_02_ma_scene01	/Game/Blueprints/Character/InteractionShow/Girl003a_02/SubLevels/girl003a_02_ma_scene01.girl003a_02_ma_scene01		{"boxs": [{"id": 701,"socketName": "BONE_hari_LOD1_01_001","boxSize":{"x": 3,"y": 3,"z": 3},"offset":{"x": 0,"y": 0,"z": 0},"rotator":{"pitch": 0,"yaw": 0,"roll": 0}},{"id": 702,"socketName": "Bip001-L-Hand","boxSize":{"x": 6,"y": 3,"z": 3},"offset":{"x": 0,"y": 0,"z": 0},"rotator":{"pitch": 0,"yaw": 0,"roll": 0}},{"id": 704,"socketName": "Bip001-L-Foot","boxSize":{"x": 5,"y": 5,"z": 5},"offset":{"x": 0,"y": 0,"z": 0},"rotator":{"pitch": 0,"yaw": 0,"roll": 0}},{"id": 705,"socketName": "Bip001-R-Foot","boxSize":{"x": 5,"y": 5,"z": 5},"offset":{"x": 0,"y": 0,"z": 0},"rotator":{"pitch": 0,"yaw": 0,"roll": 0}},{"id": 4,"socketName": "Bip001-Spine1","boxSize":{"x": 9,"y": 3,"z": 15},"offset":{"x": 0,"y": 0,"z": 0},"rotator":{"pitch": 0,"yaw": 0,"roll": 0}},{"id": 1,"socketName": "Bip001-L-Hand","boxSize":{"x": 6,"y": 3,"z": 3},"offset":{"x": 0,"y": 0,"z": 0},"rotator":{"pitch": 0,"yaw": 0,"roll": 0}},{"id": 708,"socketName": "Bip001-Spine1","boxSize":{"x": 10,"y": 5,"z": 15},"offset":{"x": 0,"y": 0,"z": 0},"rotator":{"pitch": 0,"yaw": 0,"roll": 0}},{"id": 709,"socketName": "Bip001-Spine3","boxSize":{"x": 10,"y": 10,"z": 12},"offset":{"x": 0,"y": 0,"z": 0},"rotator":{"pitch": 0,"yaw": 0,"roll": 0}},{"id": 706,"socketName": "Bip001-L-Thigh","boxSize":{"x": 10,"y": 10,"z": 10},"offset":{"x": 0,"y": 0,"z": 0},"rotator":{"pitch": 0,"yaw": 0,"roll": 0}},{"id": 7011,"socketName": "BONE_hari_LOD1_01_001","boxSize":{"x": 3,"y": 3,"z": 3},"offset":{"x": 0,"y": 0,"z": 0},"rotator":{"pitch": 0,"yaw": 0,"roll": 0}},{"id": 703,"socketName": "Bip001-R-Hand","boxSize":{"x": 6,"y": 3,"z": 3},"offset":{"x": 0,"y": 0,"z": 0},"rotator":{"pitch": 0,"yaw": 0,"roll": 0}}]}	{{1,3,1701258,"manifestation.buttun01"}}	{}	/Game/Cinematics/girl003a_02_manifestation/Sequence/girl003a_02_ma_sequence_stand01_Master.girl003a_02_ma_sequence_stand01_Master	{39,40,41,42}	{39}	/Game/Blueprints/Character/InteractionShow/Girl003a_02/Blueprints/BP_DirectorGirl003a_02.BP_DirectorGirl003a_02	11030201		BGM|UI|DLC16_NTHD	3148	50		1
																					
