字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	//备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H主角		看起来这里确实没什么合适的东西。	0	3.4版本星祈心愿宿舍剧情
page1.2	H伊切尔		呜……伊切尔要再去其他地方找找。	0	3.4版本星祈心愿宿舍剧情
page1.3			伊切尔刚跑出去几步，又忽然跑了回来。	0	3.4版本星祈心愿宿舍剧情
page1.4	H伊切尔		分析员，伊切尔想到一个好办法！	0	3.4版本星祈心愿宿舍剧情
page1.5	H主角		什么办法？	0	3.4版本星祈心愿宿舍剧情
page1.6	H伊切尔		我们去找苔丝姐姐帮忙，她什么东西都能变出来。	0	3.4版本星祈心愿宿舍剧情
page1.7	H伊切尔		怎么样，伊切尔是不是很聪明？	0	3.4版本星祈心愿宿舍剧情
page1.8	H主角		（如果是苔丝的话，也许真的有办法？）	0	3.4版本星祈心愿宿舍剧情
page1.9	H主角		好，我给苔丝发个消息。	0	3.4版本星祈心愿宿舍剧情
page1.10			五分钟后……	0	3.4版本星祈心愿宿舍剧情
page1.11	H苔丝		事情的经过我已经了解啦，那么，请欣赏大魔术师的表演吧~	0	3.4版本星祈心愿宿舍剧情
page1.12	H伊切尔		好耶！	0	3.4版本星祈心愿宿舍剧情
page1.13	H苔丝		为了变出伊切尔想要的物品，我需要一名助手。	0	3.4版本星祈心愿宿舍剧情
page1.14	H苔丝		就请亲爱的来协助我吧。	0	3.4版本星祈心愿宿舍剧情
page1.15	H苔丝		来参与一场猜心对局，通过卡牌揭示出宝藏的位置！	0	3.4版本星祈心愿宿舍剧情
page1.16	H伊切尔		分析员，一定要赢！	0	3.4版本星祈心愿宿舍剧情
page1.17	H主角		放心，交给我吧。	0	3.4版本星祈心愿宿舍剧情
page1.18	H苔丝		嘿嘿，卡牌魔术可不一定要赢哦，重要的是心意！	0	3.4版本星祈心愿宿舍剧情
