字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	//备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.0			星祈节前夜	0	3.4版本星祈心愿宿舍剧情
page1.1			我本来计划着今天要制作一颗星星，放在星祈树的顶端。	0	3.4版本星祈心愿宿舍剧情
page1.2			但一大早安卡希雅就给我发来了消息，要我去大厅里找她。	0	3.4版本星祈心愿宿舍剧情
page1.3	H安卡希雅		哟，分析员，你可算来了。	0	3.4版本星祈心愿宿舍剧情
page1.4	H主角		安卡希雅，芙提雅，猫汐尔，你们都在啊。	0	3.4版本星祈心愿宿舍剧情
page1.5			这三个人一起出现时，总有一种说不出的和谐感。	0	3.4版本星祈心愿宿舍剧情
page1.6	H安卡希雅		她俩可是新星开拓的首席程序员和文案……咳，前文案。	0	3.4版本星祈心愿宿舍剧情
page1.7	H猫汐尔		不用强调这个喵。	0	3.4版本星祈心愿宿舍剧情
page1.8	H主角		所以你们找我来是要做什么？	0	3.4版本星祈心愿宿舍剧情
page1.9	H芙提雅		我们准备了新星开拓·星祈节特别活动，诚邀分析员前来体验！	0	3.4版本星祈心愿宿舍剧情
page1.10	H芙提雅		虽然因为工期原因，暂时没有全新场景……	0	3.4版本星祈心愿宿舍剧情
page1.11	H安卡希雅		但是！起码任务道具和奖励是制作完毕了。	0	3.4版本星祈心愿宿舍剧情
page1.12	H猫汐尔		就是这样喵。	0	3.4版本星祈心愿宿舍剧情
page1.13	H主角		听懂了，总之我现在是要去游戏里找到任务道具对吧？	0	3.4版本星祈心愿宿舍剧情
page1.14	H安卡希雅		不愧是分析员，完全正确。	0	3.4版本星祈心愿宿舍剧情
page1.15	H安卡希雅		我相信你能很快通关的，出发吧！	0	3.4版本星祈心愿宿舍剧情
