字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	//备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H主角		现在礼物应该都找齐了吧。	0	3.4版本星祈心愿宿舍剧情
page1.2	H主角		我看看……嗯？不对，还少了一个。	0	3.4版本星祈心愿宿舍剧情
page1.3	H卜卜		那个……少了的应该是我的礼物。	0	3.4版本星祈心愿宿舍剧情
page1.4	H卜卜		我刚想起来，本来应该在早上的任务结束以后把礼物放在大厅里的，结果……	0	3.4版本星祈心愿宿舍剧情
page1.5	H主角		你不小心把礼物忘在任务地点了？	0	3.4版本星祈心愿宿舍剧情
page1.6	H卜卜		都怪我，我当时只想着早点回来见分析员……	0	3.4版本星祈心愿宿舍剧情
page1.7	H主角		没关系，我们一起去找回来吧。	0	3.4版本星祈心愿宿舍剧情
page1.8	H主角		卡罗琳，出勤申请就拜托你了。	0	3.4版本星祈心愿宿舍剧情
page1.9	H卡罗琳		明白，路上小心。	0	3.4版本星祈心愿宿舍剧情
