字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	//备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1			在我将星星挂上星祈树的同时，身后也传来了密集的脚步声。	0	3.4版本星祈心愿宿舍剧情
page1.2			回头看去，少女们已经全员到达。	0	3.4版本星祈心愿宿舍剧情
page1.3			顿时，过去七天里的点点滴滴重新出现在我的眼前。	0	3.4版本星祈心愿宿舍剧情
page1.4			第一天，与里芙一起买回了星祈树。	0	3.4版本星祈心愿宿舍剧情
page1.5			第二天，与妮塔、凯茜娅和奈莉德一起带回了彩球。	0	3.4版本星祈心愿宿舍剧情
page1.6			第三天，在琴诺、晴和苔丝的帮助下，和伊切尔一起找到了毛绒玩具。	0	3.4版本星祈心愿宿舍剧情
page1.7			第四天，我找到了肴、恩雅、米娅和卜卜藏起来的礼物。	0	3.4版本星祈心愿宿舍剧情
page1.8			第五天，向茉莉安、克罗瑞娜和辰星提出了设计彩带的建议。	0	3.4版本星祈心愿宿舍剧情
page1.9			第六天，则是找到了芬妮、瑟瑞斯和薇蒂雅准备的礼物。	0	3.4版本星祈心愿宿舍剧情
page1.10			还有今天，通过了安卡希雅、芙提雅和猫汐尔制作的关卡，拿到了星星。	0	3.4版本星祈心愿宿舍剧情
page1.11			经过七天后，我们的努力终于汇聚成了眼前精美的星祈树。	0	3.4版本星祈心愿宿舍剧情
page1.12			现在，是时候许下愿望了。	0	3.4版本星祈心愿宿舍剧情
page1.13			我等待着她们一一说出愿望，却发现大家都只是笑着看向我。	0	3.4版本星祈心愿宿舍剧情
page1.14	H里芙		我相信，大家的愿望都是一样的。	0	3.4版本星祈心愿宿舍剧情
page1.15	H里芙		那就是，想要和你一直一直在一起。	0	3.4版本星祈心愿宿舍剧情
page1.16			我看向少女们，她们则抱以肯定的眼神，一步步朝我走来。	0	3.4版本星祈心愿宿舍剧情
page1.17	H里芙		准备好了吗，亲爱的？	0	3.4版本星祈心愿宿舍剧情
page1.18	H里芙		看起来，今夜会相当漫长……	0	3.4版本星祈心愿宿舍剧情
