字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	//备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H伊切尔		盯……	0	3.4版本星祈心愿宿舍剧情
page1.2	H琴诺		分，分析员儿……伊切尔这是在找什么？	0	3.4版本星祈心愿宿舍剧情
page1.3	H主角		她想找找有什么能当星祈树装饰品的东西。	0	3.4版本星祈心愿宿舍剧情
page1.4	H琴诺		我想想……	0	3.4版本星祈心愿宿舍剧情
page1.5	H琴诺		那个，之前我给分析员调制饮品的时候，发现了一种配方。	0	3.4版本星祈心愿宿舍剧情
page1.6	H琴诺		配出饮品的时候，会出现很好看的烟雾和火花。	0	3.4版本星祈心愿宿舍剧情
page1.7	H琴诺		这个可以用来装饰吗？	0	3.4版本星祈心愿宿舍剧情
page1.8	H主角		不……听起来有点危险，我觉得最好还是不要了。	0	3.4版本星祈心愿宿舍剧情
page1.9	H主角		我们再去找找其他东西吧。	0	3.4版本星祈心愿宿舍剧情
