字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	//备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1			来到基地大厅，一眼便看到了正在树旁张望的妮塔。	0	3.4版本星祈心愿宿舍剧情
page1.2	H妮塔		分析员，你来啦！	0	3.4版本星祈心愿宿舍剧情
page1.3	H妮塔		你昨天和我们说了布置星祈树的事，所以我一早就来这儿等你了。	0	3.4版本星祈心愿宿舍剧情
page1.4	H妮塔		想看看有什么我能帮上忙的事情，嘿嘿~	0	3.4版本星祈心愿宿舍剧情
page1.5	H主角		那妮塔觉得，在星祈树上布置点什么好呢？	0	3.4版本星祈心愿宿舍剧情
page1.6	H妮塔		装饰物的话，花朵、亮片……或者金币？	0	3.4版本星祈心愿宿舍剧情
page1.7			妮塔认真地思索了许久……	0	3.4版本星祈心愿宿舍剧情
page1.8	H妮塔		不行，总感觉都不太合适，我果然不擅长考虑这种事情。	0	3.4版本星祈心愿宿舍剧情
page1.9	H主角		没关系的，这又不是商品，按你的喜好来就好。	0	3.4版本星祈心愿宿舍剧情
page1.10	H妮塔		可是这个总归是要让大家都看到的嘛，还是需要好看一些。	0	3.4版本星祈心愿宿舍剧情
page1.11	H凯茜娅		既然如此，先布置一些彩球怎么样？	0	3.4版本星祈心愿宿舍剧情
page1.12	H凯茜娅		小时候，家里的星祈树上都会挂上几个彩球。	0	3.4版本星祈心愿宿舍剧情
page1.13	H妮塔		听起来不错哎……	0	3.4版本星祈心愿宿舍剧情
page1.14	H妮塔		不对，凯茜娅你什么时候出现的？！	0	3.4版本星祈心愿宿舍剧情
page1.15	H凯茜娅		只要有人在和亲爱的独处，我就会感觉到哦。	0	3.4版本星祈心愿宿舍剧情
page1.16	H奈莉德		并非独处。	0	3.4版本星祈心愿宿舍剧情
page1.17	H妮塔		哇！奈莉德怎么也在！	0	3.4版本星祈心愿宿舍剧情
page1.18	H奈莉德		……先说明一下，我是听到分析员的声音之后找过来的，没有提前躲在这里。	0	3.4版本星祈心愿宿舍剧情
page1.19	H主角		奈莉德对于布置有什么想法吗？	0	3.4版本星祈心愿宿舍剧情
page1.20	H奈莉德		彩球的想法不错。	0	3.4版本星祈心愿宿舍剧情
page1.21	H主角		既然这样，我们一起去一趟资源部吧。	0	3.4版本星祈心愿宿舍剧情
page1.22	H妮塔		等等，需要彩球的话……对了，上次任务那里！	0	3.4版本星祈心愿宿舍剧情
page1.23	H妮塔		分析员，你们跟我来吧，我知道一个能找到彩球的好地方！	0	3.4版本星祈心愿宿舍剧情
