字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	//备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H卡罗琳		早，分析员。	0	3.4版本星祈心愿宿舍剧情
page1.2	H主角		早，小情报官。	0	3.4版本星祈心愿宿舍剧情
page1.3	H主角		今天基地里好安静……你看到其他人去哪了吗？	0	3.4版本星祈心愿宿舍剧情
page1.4	H卡罗琳		是这样的，她们让我转告你，来参加一次寻宝游戏。	0	3.4版本星祈心愿宿舍剧情
page1.5	H主角		寻宝游戏？	0	3.4版本星祈心愿宿舍剧情
page1.6	H卡罗琳		是的，她们似乎把礼物藏在了基地大厅里。	0	3.4版本星祈心愿宿舍剧情
page1.7	H卡罗琳		找到这些礼物，就可以用来布置星祈树了啦~	0	3.4版本星祈心愿宿舍剧情
page1.8	H主角		卡罗琳，你现在好像角色扮演游戏里的任务发布人……	0	3.4版本星祈心愿宿舍剧情
page1.9	H卡罗琳		咳咳！这是她们让我这么说的，我也没办法啊！	0	3.4版本星祈心愿宿舍剧情
page1.10	H卡罗琳		总之，你赶紧去找吧！	0	3.4版本星祈心愿宿舍剧情
