字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	//备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H苔丝		不愧是亲爱的，这样的话……接下来，就是奇迹时刻！	0	3.4版本星祈心愿宿舍剧情
page1.2	H伊切尔		好耶！	0	3.4版本星祈心愿宿舍剧情
page1.3	H苔丝		伊切尔，我已经把宝物变出来了，快去吧台后面看看吧！	0	3.4版本星祈心愿宿舍剧情
page1.4	H伊切尔		谢谢苔丝姐姐！	0	3.4版本星祈心愿宿舍剧情
page1.5			伊切尔跑过去后，很快发出了欢呼。	0	3.4版本星祈心愿宿舍剧情
page1.6	H主角		你给她准备了什么？	0	3.4版本星祈心愿宿舍剧情
page1.7	H苔丝		这个嘛，我之前就买了一些毛绒玩具，正好可以布置在树下。	0	3.4版本星祈心愿宿舍剧情
page1.8	H主角		好主意。苔丝真是可靠。	0	3.4版本星祈心愿宿舍剧情
page1.9	H苔丝		哎嘿嘿，亲爱的再多夸我几句吧。	0	3.4版本星祈心愿宿舍剧情
page1.10	H主角		苔丝今天也很可爱。	0	3.4版本星祈心愿宿舍剧情
page1.11	H苔丝		再再多夸几句吧~	0	3.4版本星祈心愿宿舍剧情
page1.12			在欢声笑语中，度过了一个愉快的下午……	0	3.4版本星祈心愿宿舍剧情
