字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	//备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H姬辰星		茉莉安说的的确有道理。	0	3.4版本星祈心愿宿舍剧情
page1.2	H姬辰星		但在这件事情上，辰星实在不能让步。	0	3.4版本星祈心愿宿舍剧情
page1.3	H克罗瑞娜		我也是同样的想法。	0	3.4版本星祈心愿宿舍剧情
page1.4	H茉莉安		既然如此，那很遗憾……	0	3.4版本星祈心愿宿舍剧情
page1.5	H茉莉安		看来，我们只能赌上家族的名誉各自为战了。	0	3.4版本星祈心愿宿舍剧情
page1.6	H主角		……	0	3.4版本星祈心愿宿舍剧情
page1.7			没想到我刚进入大厅，就目睹了令我震惊的一幕。	0	3.4版本星祈心愿宿舍剧情
page1.8			平日里最为重视礼数的三人，正在激烈地争吵着。	0	3.4版本星祈心愿宿舍剧情
page1.9			这种时候，我自然不能坐视不管。	0	3.4版本星祈心愿宿舍剧情
page1.10			（镜头拉近）	0	3.4版本星祈心愿宿舍剧情
page1.11	H茉莉安		……所以说，我仍然坚持星祈树的彩带选用罗森兰款式。	0	3.4版本星祈心愿宿舍剧情
page1.12	H茉莉安		而且，需要是安德烈奥蒂家族特供的定制版。	0	3.4版本星祈心愿宿舍剧情
page1.13	H茉莉安		大陆上星祈节氛围最浓厚的便是罗森兰，这点想必两位都不反对吧？	0	3.4版本星祈心愿宿舍剧情
page1.14	H克罗瑞娜		话虽如此，但相比罗森兰的阿尔斯特风格，菲洛索亚风格要更现代一些。	0	3.4版本星祈心愿宿舍剧情
page1.15	H克罗瑞娜		吉诺拉家族每年都会从学院订购最新款的星祈树，保证兼具古典人文与新潮思想。	0	3.4版本星祈心愿宿舍剧情
page1.16	H姬辰星		我首先要修正一下两位的刻板印象，朔州并不是只过明灯节。	0	3.4版本星祈心愿宿舍剧情
page1.17	H姬辰星		对于星祈节和星祈树的布置，我们也很有心得。	0	3.4版本星祈心愿宿舍剧情
page1.18	H姬辰星		姬家惯用的朔州款式相当合适，我相信郎君会喜欢的。	0	3.4版本星祈心愿宿舍剧情
page1.19	H主角		……搞半天你们是在讨论星祈树的事情啊。	0	3.4版本星祈心愿宿舍剧情
page1.20	H姬辰星		郎君，你来了。	0	3.4版本星祈心愿宿舍剧情
page1.21	H主角		看你们争论得这么厉害，我还以为出什么事情了。	0	3.4版本星祈心愿宿舍剧情
page1.22	H茉莉安		这的确是重要的事情，应该说是很重要的事情。	0	3.4版本星祈心愿宿舍剧情
page1.23	H茉莉安		果然，最终还是由分析员决定比较好，因此我们也正准备去找你。	0	3.4版本星祈心愿宿舍剧情
page1.24	H茉莉安		分析员，你觉得选哪种风格比较合适？	0	3.4版本星祈心愿宿舍剧情
page1.25			三人齐齐看向我。	0	3.4版本星祈心愿宿舍剧情
page1.26			嗯……	0	3.4版本星祈心愿宿舍剧情
page1.27			客观来说，我实际上也不清楚三人说的风格分别是什么样子。	0	3.4版本星祈心愿宿舍剧情
page1.28			就算随机选一个，凭借她们的审美也一定能拿出足够漂亮的成品。	0	3.4版本星祈心愿宿舍剧情
page1.29			但眼前的三人都是我的挚爱，给出一个不负责任的回答显然不符合我的习惯。	0	3.4版本星祈心愿宿舍剧情
page1.30			大脑飞速思考后，我给出了答案。	0	3.4版本星祈心愿宿舍剧情
page1.31	H主角		当然是全都要。	0	3.4版本星祈心愿宿舍剧情
page1.32	H主角		比如，用朔州的布料，加上阿尔斯特的剪裁方式，再搭配上菲洛索亚的图案和装饰物，如何？	0	3.4版本星祈心愿宿舍剧情
page1.33	H姬辰星		这样看起来不会觉得有违和感吗？	0	3.4版本星祈心愿宿舍剧情
page1.34	H主角		我相信大家的审美和手艺，总之先试试吧！	0	3.4版本星祈心愿宿舍剧情
page1.35	H姬辰星		那么，我先去把布料取来。	0	3.4版本星祈心愿宿舍剧情
page1.36	H克罗瑞娜		我也去找一下纹路的样式。	0	3.4版本星祈心愿宿舍剧情
page1.37			辰星和克罗瑞娜先后离开，茉莉安则微笑着看向了我。	0	3.4版本星祈心愿宿舍剧情
page1.38	H茉莉安		分析员果然是用这种方式解决了呢。	0	3.4版本星祈心愿宿舍剧情
page1.39	H主角		这是自然，大家在我心中的分量都是相同的，实在没办法做出取舍。	0	3.4版本星祈心愿宿舍剧情
page1.40	H主角		在她们回来之前，我们一起去做点什么，打发一下时间吧。	0	3.4版本星祈心愿宿舍剧情
