字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	//备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H安卡希雅		五套牌组居然……居然都被……	0	3.5版本多诺巅峰对决剧情
page1.2	H主角		嗯，发放的奖励还算不错。	0	3.5版本多诺巅峰对决剧情
page1.3	H主角		但我想再向安卡希雅讨一些奖励呢。	0	3.5版本多诺巅峰对决剧情
page1.4	H安卡希雅		安卡希雅从巅峰狠狠跌到谷底了哦，只能向亲爱的献上跌下谷底破碎的自己了。	0	3.5版本多诺巅峰对决剧情
page1.5	H主角		我将欣然接受。	0	3.5版本多诺巅峰对决剧情
page1.6	H主角		其实安卡希雅玩儿得很开心吧？	0	3.5版本多诺巅峰对决剧情
page1.7	旁白		安卡希雅俏皮地吐了个舌头。	0	3.5版本多诺巅峰对决剧情
page1.8	H安卡希雅		亲爱的果然什么都知道。	0	3.5版本多诺巅峰对决剧情
page1.9	H安卡希雅		我喜欢收集多诺卡组，喜欢绞尽脑汁设计战术，喜欢通过对决站上顶峰。	0	3.5版本多诺巅峰对决剧情
page1.10	H安卡希雅		我怀念那些为多诺卡熬的夜，但我不喜欢那时孤独玩多诺卡的日子。	0	3.5版本多诺巅峰对决剧情
page1.11	H安卡希雅		但现在不一样了。	0	3.5版本多诺巅峰对决剧情
page1.12	H安卡希雅		真好，亲爱的可以一直陪我玩多诺卡。	0	3.5版本多诺巅峰对决剧情
page1.13	H安卡希雅		真好，亲爱的也喜欢多诺卡。	0	3.5版本多诺巅峰对决剧情
