字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	//备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H主角		怎么样，要不要试一试？	0	3.5版本多诺巅峰对决剧情
page1.2	H茉莉安		如果是和亲爱的一起的话，我非常乐意~	0	3.5版本多诺巅峰对决剧情
page1.3	H主角		茉莉安喜欢玩游戏吗？	0	3.5版本多诺巅峰对决剧情
page1.4	H茉莉安		喜欢倒说不上，只是我很乐意尝试和亲爱的一起体验新东西。	0	3.5版本多诺巅峰对决剧情
page1.5	H茉莉安		游戏中的计算与权衡，博弈和对垒都让我觉得兴奋呢~	0	3.5版本多诺巅峰对决剧情
page1.6	H主角		这么一说，这款游戏确实很适合茉莉安。	0	3.5版本多诺巅峰对决剧情
page1.7	H茉莉安		说起来，我玩过的所有游戏，都是和亲爱的一起呢。	0	3.5版本多诺巅峰对决剧情
page1.8	H茉莉安		不管是在奥丽拉水上乐园比赛、还是在温泉中心的心动水弹，亲爱的都在身边呢。	0	3.5版本多诺巅峰对决剧情
page1.9	H茉莉安		呵呵~这次，也是和亲爱的一起呢。	0	3.5版本多诺巅峰对决剧情
