字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	//备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H安卡希雅		亲爱的，先别动。	0	3.5版本多诺巅峰对决剧情
page1.2	旁白		安卡希雅面色一凛，踮起脚尖、煞有介事地双手扶着我的脸，眼神直直地盯着我。	0	3.5版本多诺巅峰对决剧情
page1.3	H主角		到底要干什么？	0	3.5版本多诺巅峰对决剧情
page1.4	H安卡希雅		要确认入坑进度呀。	0	3.5版本多诺巅峰对决剧情
page1.5	H安卡希雅		如果一开始就没能成功把亲爱的注意力拉进来的话，那岂不是全都白干了。	0	3.5版本多诺巅峰对决剧情
page1.6	H安卡希雅		哦呵呵呵呵！从亲爱的眼中，我已经能看到对多诺卡炽热的喜爱了！	0	3.5版本多诺巅峰对决剧情
page1.7	H主角		（所以是怎么看出来的啊！）	0	3.5版本多诺巅峰对决剧情
page1.8	H安卡希雅		确认入坑进度良好，继续推进入坑！	0	3.5版本多诺巅峰对决剧情
page1.9	旁白		看到她耍宝的模样，我忍不住笑出声，随后在她的额头上轻弹了一下。	0	3.5版本多诺巅峰对决剧情
page1.10	H安卡希雅		嗷呜，欺负人。	0	3.5版本多诺巅峰对决剧情
page1.11	H主角		还不快快认真教学？	0	3.5版本多诺巅峰对决剧情
page1.12	H安卡希雅		亲爱的，真心急~	0	3.5版本多诺巅峰对决剧情
page1.13	H安卡希雅		接下来就让安卡希雅郑重地介绍多诺对决前最重要的事情，<orange>多诺卡探索</>。	0	3.5版本多诺巅峰对决剧情
page1.14	H安卡希雅		和一开始的体验不一样，接下来所有的对决，都要使用自己的多诺卡。	0	3.5版本多诺巅峰对决剧情
page1.15	H安卡希雅		而每一张多诺卡，都需要亲爱的亲自去探索获取。	0	3.5版本多诺巅峰对决剧情
page1.16	H主角		那就，出发？	0	3.5版本多诺巅峰对决剧情
page1.17	H安卡希雅		Gogogo，出发咯！	0	3.5版本多诺巅峰对决剧情
