字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	//备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	旁白		咣！	0	3.5版本多诺巅峰对决剧情
page1.2	旁白		估计安卡希雅又给了培养多诺卡的机器一记回旋踢。	0	3.5版本多诺巅峰对决剧情
page1.3	H主角		你不会是在修理这台机器吧……	0	3.5版本多诺巅峰对决剧情
page1.4	H安卡希雅		亲爱的很懂嘛，没错，这是一种古法机械复原术，是修理机械最简单快速的办法。	0	3.5版本多诺巅峰对决剧情
page1.5	H安卡希雅		我的礼品盒一直卡在里面，我只能用上这个禁忌的方法了。	0	3.5版本多诺巅峰对决剧情
page1.6	旁白		就在安卡希雅刚和我解释完之后，机器发出不和谐的链条拉扯音。	0	3.5版本多诺巅峰对决剧情
page1.7	旁白		在喷出了一团似有还无的薄烟之后，一个小小的礼品盒掉落在地上。	0	3.5版本多诺巅峰对决剧情
page1.8	H主角		所以这算是修好了？	0	3.5版本多诺巅峰对决剧情
page1.9	H安卡希雅		急救算是成功了，不过还得联系卡罗琳帮我对它进行系统性的治疗。	0	3.5版本多诺巅峰对决剧情
page1.10	H主角		所以，这个东西这是？	0	3.5版本多诺巅峰对决剧情
page1.11	H安卡希雅		锵锵，这就是我为了亲爱的提供的独家礼品——多诺卡培养奖励！	0	3.5版本多诺巅峰对决剧情
page1.12	H安卡希雅		每当亲爱的为多诺卡提升潜能、星级，让其符合一定的标准后，都可以获得相应的培养奖励。	0	3.5版本多诺巅峰对决剧情
page1.13	H主角		我拿到的也是这个吗？	0	3.5版本多诺巅峰对决剧情
page1.14	旁白		我指了指安卡希雅手中的小礼盒。	0	3.5版本多诺巅峰对决剧情
page1.15	H安卡希雅		哦，那不是。这是我为了仪式感，仅作表演和展示的道具而已。	0	3.5版本多诺巅峰对决剧情
