字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	//备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H主角		你怎么又睡了？	0	3.5版本多诺巅峰对决剧情
page1.2	H肴		我的生活宗旨就是，该轻松时要轻松，该努力的时候也会拼尽全力。	0	3.5版本多诺巅峰对决剧情
page1.3	H主角		所以现在是轻松时刻？	0	3.5版本多诺巅峰对决剧情
page1.4	H肴		没错。	0	3.5版本多诺巅峰对决剧情
page1.5	H主角		你好像一点没拼。	0	3.5版本多诺巅峰对决剧情
page1.6	H肴		别看是摆了的样子，其实是拼过没招了。	0	3.5版本多诺巅峰对决剧情
page1.7	H肴		安卡希雅说好了要给我一套逃课打法，说是可以绕过机制，直通BOSS关。	0	3.5版本多诺巅峰对决剧情
page1.8	H主角		结果呢？	0	3.5版本多诺巅峰对决剧情
page1.9	H肴		结果是，要想赢得对局，还是要老老实实获取卡牌，认认真真升级卡牌。	0	3.5版本多诺巅峰对决剧情
page1.10	H主角		你就这么接受了？	0	3.5版本多诺巅峰对决剧情
page1.11	H肴		接受了，因为逃课打法是有效的。	0	3.5版本多诺巅峰对决剧情
page1.12	H肴		比如，我现在在这里睡觉，一睁眼就能看到郎君。	0	3.5版本多诺巅峰对决剧情
page1.14	H肴		比如，我有机会随时随地向郎君发出共度良宵的邀约。	0	3.5版本多诺巅峰对决剧情
page1.15	H肴		所以，郎君今夜是否愿意来我房间，与我共赏皎月？	0	3.5版本多诺巅峰对决剧情
page1.16	H主角		你的逃课打法，原来是这么用的……	0	3.5版本多诺巅峰对决剧情
