字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	//备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H主角		安卡希雅，没想到你还专门准备了一间——	0	3.5版本多诺巅峰对决剧情
page1.2	H米娅		鹰视聚焦王牌。	0	3.5版本多诺巅峰对决剧情
page1.3	H瑟瑞斯		心绪运筹棋盘！	0	3.5版本多诺巅峰对决剧情
page1.4	H肴		势运皆由你心。	0	3.5版本多诺巅峰对决剧情
page1.5	H茉莉安		指尖搅弄战局~	0	3.5版本多诺巅峰对决剧情
page1.6	H安卡希雅		我，安卡希雅，以旧日归来之人、苏醒者、恒约伴侣及游戏掌控者的身份在此为亲爱的举办“多诺卡入坑仪式”！	0	3.5版本多诺巅峰对决剧情
page1.7	H安卡希雅		欢迎进入《多诺-巅峰对决》的发烧友世界！	0	3.5版本多诺巅峰对决剧情
page1.8	H主角		又搞了这么大阵仗……	0	3.5版本多诺巅峰对决剧情
page1.9	H安卡希雅		这是旧时代里很重要的仪式感。	0	3.5版本多诺巅峰对决剧情
page1.10	H安卡希雅		就像打电玩要准备好泡面薯片；洗澡前要下载好喜欢的新番；拉亲爱的入坑多诺卡，也要有专门的仪式。	0	3.5版本多诺巅峰对决剧情
page1.11	H安卡希雅		好不容易有这次机会，必须要隆重一些，所以我就把仪式感拉满了。	0	3.5版本多诺巅峰对决剧情
page1.12	H安卡希雅		你看，这整间屋子、包括所有的机器，都是我跟公司专门申请的。	0	3.5版本多诺巅峰对决剧情
page1.13	旁白		少女自豪地向我介绍着旧日的卡牌游戏，脸上的神情不是留恋，而满是想要分享的幸福。	0	3.5版本多诺巅峰对决剧情
page1.14	H主角		不过我没想到，你还请来这么多“入坑见证人”，你到底是怎么说服她们做那些动作的……	0	3.5版本多诺巅峰对决剧情
page1.15	H米娅		哇呼~是安卡希雅专门拜托米娅过来的呢~	0	3.5版本多诺巅峰对决剧情
page1.16	H米娅		我终于知道了！原来不止安卡希雅，其他天启者也会一边念出帅气台词，一边摆出pose呢~	0	3.5版本多诺巅峰对决剧情
page1.17	H米娅		分析员，这次有为认真表演的米娅心动了吗？	0	3.5版本多诺巅峰对决剧情
page1.18	H主角		当然，米娅的每一次全力以赴，都让我心动不已。	0	3.5版本多诺巅峰对决剧情
page1.19	H瑟瑞斯		分析员，瑟瑞斯的动作……好看吗？	0	3.5版本多诺巅峰对决剧情
page1.20	H主角		嗯，虽然动作很……但瑟瑞斯表达得很生动。	0	3.5版本多诺巅峰对决剧情
page1.21	H瑟瑞斯		我练习了很久，应该是没有跳错的！嗯！	0	3.5版本多诺巅峰对决剧情
page1.22	H主角		倒也没必要这么认真地记这种东西，不过瑟瑞斯开心就好。	0	3.5版本多诺巅峰对决剧情
page1.23	H肴		啊呼——为什么这种东西还要提前排练那么久啊。	0	3.5版本多诺巅峰对决剧情
page1.24	H肴		郎君~我好累~陪我去那边的沙发瘫一会儿吧。	0	3.5版本多诺巅峰对决剧情
page1.25	H茉莉安		呵呵~今天我在这里，就不会让其他人带走亲爱的哦。	0	3.5版本多诺巅峰对决剧情
page1.26	H安卡希雅		多诺卡对决风云变幻，所以最后的结果怎样可还是个未知数哦。	0	3.5版本多诺巅峰对决剧情
page1.27	H主角		多诺-巅峰对决？有点意思。	0	3.5版本多诺巅峰对决剧情
page1.28	H安卡希雅		接下来，就正式开启安卡希雅细致到位的多诺卡教学了。	0	3.5版本多诺巅峰对决剧情
