字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	//备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H安卡希雅		好像不太对劲吧……	0	3.5版本多诺巅峰对决剧情
page1.2	H主角		怎么了？	0	3.5版本多诺巅峰对决剧情
page1.3			安卡希雅示意我看看刚才得到的多诺卡。	0	3.5版本多诺巅峰对决剧情
page1.4			我这才注意到，那里躺着一张普通到不起眼的卡牌，会一不小心被当成升级材料使用掉的那种。	0	3.5版本多诺巅峰对决剧情
page1.5	H安卡希雅		是不是分配错了，即使作为新手村的通关奖励，也很寒酸。	0	3.5版本多诺巅峰对决剧情
page1.6	H安卡希雅		我给亲爱的换一张吧，至少得是一张高阶卡，才配得上起你在对决里的表现。	0	3.5版本多诺巅峰对决剧情
page1.7	H主角		等等……这张卡好像有点不太一样。	0	3.5版本多诺巅峰对决剧情
page1.8	H安卡希雅		唔……确实。这个连携效果好像没在其他的多诺卡上出现过。	0	3.5版本多诺巅峰对决剧情
page1.9	H主角		我有一个想法。	0	3.5版本多诺巅峰对决剧情
page1.10	H主角		潜能、星级，再加上全部属性的高数值，这些都是制作一张优秀多诺卡的必要成分。	0	3.5版本多诺巅峰对决剧情
page1.11	H主角		但是，如果在这个制作途中加入一些不一样的东西……	0	3.5版本多诺巅峰对决剧情
page1.12	H安卡希雅		比如，亲爱的对这张卡片的额外关照——	0	3.5版本多诺巅峰对决剧情
page1.13	H安卡希雅		开始期待一张完美的多诺卡出现了。	0	3.5版本多诺巅峰对决剧情
