字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	//备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H安卡希雅		亲爱的，你已经很清楚卡牌在对决中的重要性了吧。	0	3.5版本多诺巅峰对决剧情
page1.2	H安卡希雅		想要拿到更多更厉害的卡，可不是一件轻松的事呢。	0	3.5版本多诺巅峰对决剧情
page1.3	H主角		听起来，你经历过很多不为人知的苦啊？	0	3.5版本多诺巅峰对决剧情
page1.4	H安卡希雅		哎，说起来都是痛和泪。	0	3.5版本多诺巅峰对决剧情
page1.5	H安卡希雅		很多旧版的卡牌对战游戏里，卡牌都是非常难收集的。	0	3.5版本多诺巅峰对决剧情
page1.6	H安卡希雅		有的牌组甚至会被绑定在实体商品上，这导致我和我的钱包都曾遭受重创……	0	3.5版本多诺巅峰对决剧情
page1.7	H主角		怎么了？	0	3.5版本多诺巅峰对决剧情
page1.8	H安卡希雅		为了集满一套喜欢的卡牌，我吃了三个月的干脆面。	0	3.5版本多诺巅峰对决剧情
page1.9	H安卡希雅		有一套我很喜欢的特殊卡牌，绑定在了干脆面上！	0	3.5版本多诺巅峰对决剧情
page1.10	H主角		佩服你的毅力……	0	3.5版本多诺巅峰对决剧情
page1.11	H安卡希雅		不过放心，多诺卡没有这种规则的。	0	3.5版本多诺巅峰对决剧情
page1.12	H安卡希雅		只要进入<orange>多诺卡探索</>的更深处，就有机会获得更多、更强的多诺卡了。	0	3.5版本多诺巅峰对决剧情
page1.13	H安卡希雅		不过也会遇到更难缠的对手哦。	0	3.5版本多诺巅峰对决剧情
page1.14	H主角		看来只要奋力搏一搏，就能让普卡变神卡了。	0	3.5版本多诺巅峰对决剧情
page1.15	H安卡希雅		没错。	0	3.5版本多诺巅峰对决剧情
