字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	//备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H安卡希雅		终于到这里了，是时候把那个信物交给亲爱的了。	0	3.5版本多诺巅峰对决剧情
page1.2	旁白		安卡希雅神秘兮兮地引着我，走到卡牌室角落的一处机器，看起来像一个老式的扭蛋机。	0	3.5版本多诺巅峰对决剧情
page1.3	旁白		随即她掏出了自己的终端，用闪光灯对着机器的屏幕不规律地闪了几下光。	0	3.5版本多诺巅峰对决剧情
page1.4	旁白		机器在轻轻的嘀声后，展开了界面。	0	3.5版本多诺巅峰对决剧情
page1.5	H主角		这是？	0	3.5版本多诺巅峰对决剧情
page1.6	H安卡希雅		嘿嘿，我的专用解锁动作，只告诉亲爱的一个人。	0	3.5版本多诺巅峰对决剧情
page1.7	H主角		确实是很符合你……	0	3.5版本多诺巅峰对决剧情
page1.8	H安卡希雅		看，这个就是玩多诺卡时，人手都会有一份的卡册。	0	3.5版本多诺巅峰对决剧情
page1.9	H安卡希雅		卡册承载着一个人玩多诺卡记忆，每一次收集多诺卡的喜悦、每一次赢下对战的爽快。	0	3.5版本多诺巅峰对决剧情
page1.10	H安卡希雅		这本全新的卡册目前还是空的。	0	3.5版本多诺巅峰对决剧情
page1.11	H安卡希雅		可以陪我一起，慢慢把它填满吗？	0	3.5版本多诺巅峰对决剧情
page1.12	H主角		当然可以。	0	3.5版本多诺巅峰对决剧情
page1.13	H安卡希雅		亲爱的，一定要喜欢多诺卡啊。	0	3.5版本多诺巅峰对决剧情
