字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	//备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H安卡希雅		亲爱的，你已经对多诺有了深厚的羁绊！	0	3.5版本多诺巅峰对决剧情
page1.2	H安卡希雅		让我们开始进入正式的对决吧！	0	3.5版本多诺巅峰对决剧情
page1.3	旁白		安卡希雅双手平举，郑重地捧着一把“空气大剑”，等着我的配合。	0	3.5版本多诺巅峰对决剧情
page1.4	旁白		我们早已深刻了解彼此，我自然明白她的意思。	0	3.5版本多诺巅峰对决剧情
page1.5	旁白		我将手放在胸前，半跪在地，郑重地回应了她的“仪式”。	0	3.5版本多诺巅峰对决剧情
page1.6	H主角		为了命定的恒约之人，我早就做好了战斗的觉悟。	0	3.5版本多诺巅峰对决剧情
page1.7	旁白		安卡希雅满足地笑着，随后就又扑在了我的身上，蹭来蹭去。	0	3.5版本多诺巅峰对决剧情
page1.8	旁白		再次抬起头时，她头顶软软的发丝布满静电而全部飞起来，活像是炸毛的小动物。	0	3.5版本多诺巅峰对决剧情
page1.9	旁白		闹闹腾腾但是温馨的瞬间，也让我再次想起那些事。	0	3.5版本多诺巅峰对决剧情
page1.10	旁白		她和我一起喝老式奶茶时，弯弯眼角露出的甜蜜。	0	3.5版本多诺巅峰对决剧情
page1.11	旁白		我们并排而坐，在街机店奋力地拍着按键时，她瞥向我的瞬间。	0	3.5版本多诺巅峰对决剧情
page1.12			在柔软的暖光照射的漫画屋里，我们一起嗦泡面时，她的神情……	0	3.5版本多诺巅峰对决剧情
page1.13	旁白		原来和她在一起的每一刻，都在不断地给我的世界带来新的东西。	0	3.5版本多诺巅峰对决剧情
page1.14	旁白		而她也一直在期待我会满意、喜欢这一切……	0	3.5版本多诺巅峰对决剧情
page1.15	H安卡希雅		亲爱的……亲爱的？想什么呢？	0	3.5版本多诺巅峰对决剧情
page1.16	H主角		在想，我喜欢多诺卡，但更喜欢和你一起玩多诺卡。	0	3.5版本多诺巅峰对决剧情
