字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	//备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	H米娅		唔……哼……	0	3.5版本多诺巅峰对决剧情
page1.2	旁白		米娅发出了软糯的哼唧声，让我忍不住一把揉了揉她毛茸茸的头顶。	0	3.5版本多诺巅峰对决剧情
page1.3	H安卡希雅		谁让你在卡牌上阵阶段就超时……当然会被判定输掉。	0	3.5版本多诺巅峰对决剧情
page1.4	旁白		安卡希雅一如既往，不留情面。	0	3.5版本多诺巅峰对决剧情
page1.5	H主角		米娅当时在犹豫什么？	0	3.5版本多诺巅峰对决剧情
page1.6	H米娅		左面的卡和右面的卡，所以到底应该选哪张嘛……	0	3.5版本多诺巅峰对决剧情
page1.7	H主角		米娅觉得哪张更强呢？	0	3.5版本多诺巅峰对决剧情
page1.8	H米娅		从数值上看，其中一张有些数值高得离谱，有些数值又低得令人咂舌；而另一张则是非常平均的优秀。	0	3.5版本多诺巅峰对决剧情
page1.9	H米娅		但它们又都可以和其他卡组成不同的强力连携效果……	0	3.5版本多诺巅峰对决剧情
page1.10	H米娅		两张卡都很优秀啊，米娅根本就选不出来嘛。	0	3.5版本多诺巅峰对决剧情
page1.11	H米娅		如果是分析员，一定能很顺利地做出选择吧！	0	3.5版本多诺巅峰对决剧情
