字符串索引	说话人	Wwise事件名	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	//备注
Key	Speaker	WwiseEventID	zh_CN	disable	Remark
page1.1	旁白		进入多诺卡室之后，可以看到瑟瑞斯不断在终端上记录着什么，这让我十分好奇。	0	3.5版本多诺巅峰对决剧情
page1.2	旁白		我悄悄绕到瑟瑞斯的身后，打算看看她在终端上记了什么。	0	3.5版本多诺巅峰对决剧情
page1.3	H瑟瑞斯		（分析员在对局中遇到了很棘手的问题，但他都没有皱眉哎。）	0	3.5版本多诺巅峰对决剧情
page1.4	H瑟瑞斯		（他好像拿到了很差的卡片呢，原来他也不是一直运气爆棚的呀。）	0	3.5版本多诺巅峰对决剧情
page1.5	H瑟瑞斯		（原来他在分配上阵多诺卡的位置时，也要考虑一段时间呢……）	0	3.5版本多诺巅峰对决剧情
page1.6	H主角		分析员，原来也会在，选择上阵卡片时，摇摆不定——	0	3.5版本多诺巅峰对决剧情
page1.7	H瑟瑞斯		啊！	0	3.5版本多诺巅峰对决剧情
page1.8	旁白		一直在努力记录的瑟瑞斯并没有注意到我。	0	3.5版本多诺巅峰对决剧情
page1.9	旁白		当我随着她咕哝声一起念出她记录的东西时，她才发现我在身后。	0	3.5版本多诺巅峰对决剧情
page1.10	H主角		瑟瑞斯还是这么细致、认真呀。	0	3.5版本多诺巅峰对决剧情
page1.11	H瑟瑞斯		嘿嘿，因为想要和分析员一起有不同的体验，想记下分析员每一个不同的点点滴滴。	0	3.5版本多诺巅峰对决剧情
page1.12	H瑟瑞斯		不过今天最大的收获，是知道分析员也不是一直幸运爆棚的呢。	0	3.5版本多诺巅峰对决剧情
page1.13	H主角		一直好运是有点难，但我的好运气一定都会和你们分享。	0	3.5版本多诺巅峰对决剧情
page1.14	H瑟瑞斯		那这样，瑟瑞斯就有了更多的好运气。那分析员运气不够的时候，瑟瑞斯的运气就给你用！	0	3.5版本多诺巅峰对决剧情
page1.15	H瑟瑞斯		这样我们就都会一直运气爆棚啦！	0	3.5版本多诺巅峰对决剧情
