字符串索引	中文简体	中文繁体	日语	韩语	英语	法语	西班牙语	德语	泰语	印尼语	1=临时文案  0和不填都=正式文案	备注
Key	zh_CN	zh_TW	ja_JP	ko_KR	en_US	fr_FR	es_ES	de_DE	th_TH	id_ID	disable	Remark
1001_Desc	击破后可获得100积分	擊破後可獲得100積分	撃破すると100ポイント獲得可能	파괴 시 100점 획득	Break to obtain 100 points						1000	
1002_Desc	击破后可获得500积分	擊破後可獲得500積分	撃破すると500ポイント獲得可能	파괴 시 500점 획득	Break to obtain 500 points						1000	
1003_Desc	击破后破坏周围所有的灯笼	擊破後破壞周圍所有的燈籠	撃破すると周りのランプを全て破壊	파괴 시 주변의 모든 등불을 파괴할 수 있다.	After breaking, all surrounding lanterns will be destroyed.						1000	
1004_Desc	击破后可获得子弹	擊破後可獲得子彈	撃破すると弾丸を獲得可能	파괴 시 탄약 획득 가능	Break to obtain bullets						1000	
1005_Desc	击破后扣除1000分	擊破後扣除1000分	撃破すると1000ポイント差し引く	파괴 시 1000점 감점	After breaking, 1,000 points will be deducted						1000	
1001_Name	普通灯笼	普通燈籠	普通のランプ	등불(일반)	Normal Lantern						1000	
1002_Name	精致灯笼	精緻燈籠	手作りランプ	등불(고급)	Exquisite Lantern						1000	
1003_Name	迸发灯笼	迸發燈籠	迸るランプ	등불(폭발)	Explosive Lantern						1000	
1004_Name	惩罚灯笼	懲罰燈籠	懲罰のランプ	등불(징벌)	Punishing Lantern						1000	
1005_Name	补给灯笼	補給燈籠	補給のランプ	등불(보급)	Supply Lantern						1000	
1001_title	灯靶猎戏：完成5轮射击挑战，尽可能获得更高积分	燈靶獵戲:完成5輪射擊挑戰，盡可能獲得更高積分	「ランプ射的」射撃チャレンジを5回クリアして、ハイスコアを目指す	등불 헌터: 5회의 사격 도전으로 최대한 높은 점수를 획득해 보세요.	Target Practice: Score as many points as you can in 5 rounds						1000	
1002_title	历史最高	歷史最高	史上最高	최고 기록	Best						1000	
1003_title	积分倍率	積分倍率	ポイント倍率	점수 배율	Point Multiplier						1000	
