字符串索引	中文简体	中文繁体	日语	韩语	英语	法语	西班牙语	德语	泰语	印尼语	1=临时文案  0和不填都=正式文案	备注
Key	zh_CN	zh_TW	ja_JP	ko_KR	en_US	fr_FR	es_ES	de_DE	th_TH	id_ID	disable	Remark
roguetask1	完成%d个事件	完成%d個事件	イベントを%d個クリアする	사건 완료 %d개	Complete %d Incident(s)						0	
roguetask1.desc	一轮进度内，完成%d个事件	一輪進度內，完成%d個事件	一回の進捗中、イベントを合計%d個クリアする	단일 라운드 진도에서 사건 %d개 완료하기	Complete a total of %d Incident(s) within one round of progress						0	
roguetask2	战斗胜利%d次	戰鬥勝利%d次	戦闘に%d回勝利する	전투 승리 %d회	Earn combat victories %d time(s)						0	
roguetask2.desc	一轮进度内，战斗胜利%d次	一輪進度內，戰鬥勝利%d次	一回の進捗中、戦闘に合計%d回勝利する	단일 라운드 진도에서 전투 %d회 승리하기	Earn %d combat victories within one round of progress						0	
roguetask3	决胜天楼之巅	決勝天樓之巔	スカイタワーの頂上決勝	정상에서의 결전	Victory at the Towers						0	
roguetask3.desc	一轮进度内，通关“决胜危战”1次	一輪進度內，通關“決勝危戰”1次	一回の進捗中、「決勝の戦い」を1回クリアする	단일 라운드 진도에서 '최후의 결전' 1회 클리어하기	Clear "Critical Battle" 1 time within one round of progress						0	
roguetask4	增益满满	增益滿滿	バフ山盛り	버프 만땅	Brimming with Buffs						0	
roguetask4.desc	一轮进度内，获得%d个增益	一輪進度內，獲得%d個增益	一回の進捗中、バフを合計%d個獲得する	단일 라운드 진도에서 버프 %d개 획득하기	Obtain %d buff(s) within one round of progress						0	
roguetask5	羽翼丰满	羽翼豐滿	大量の羽	풍성한 깃털	Full-Fledged						0	
roguetask5.desc	一轮进度内，获得%d个“青蓝之羽”	一輪進度內，獲得%d個“青藍之羽”	一回の進捗中、「蒼藍の羽」を合計%d個獲得する	단일 라운드 진도에서 '청록색 깃털' %d개 획득하기	Obtain %d "Azure Feather(s)" within one round of progress						0	
roguetask6	胜利之躯	勝利之軀	勝利の躯	승리의 육체	Victorious Body						0	
roguetask6.desc	一轮进度内，击败%d名敌人	一輪進度內，擊敗%d名敵人	一回の進捗中、敵を合計%d体撃破する	단일 라운드 진도에서 타깃 %d개 격파하기	Defeat %d enemies within one round of progress						0	
roguetask7	耐性特佳	耐性特佳	優秀な耐性	굳건한 인내심	Exceptional Patience						0	
roguetask7.desc	一轮进度内，消耗%d点行动力	一輪進度內，消耗%d點行動力	一回の進捗中、行動力を合計%d消費する	단일 라운드 진도에서 행동력 %dpt 소모하기	Consume %d Action point(s) within one round of progress						0	
roguetask8	精挑细选	精挑細選	厳選	엄선	Careful Selection						0	
roguetask8.desc	一轮进度内，在“青鸟祝颂”中购买%d次商品	一輪進度內，在“青鳥祝頌”中購買%d次商品	一回の進捗中、「青鳥の祝福」でアイテムを%d回購入する	단일 라운드 진도 중, '청새의 축복'에서 상품 %d회 구매하기	Purchase items %d time(s) in "Qingniao's Blessing"						0	
roguetask9	选择好手	選擇好手	神抽選	선택의 달인	Excellent Choice						0	
roguetask9.desc	一轮进度内，完成%d次“天降奇遇”	一輪進度內，完成%d次“天降奇遇”	一度のゲーム内に「天降奇遇」を%d回完成する	단일 라운드 진도에서 '기묘한 강림' %d회 완료하기	Complete "Impromptu Adventure" %d time(s) within one round of progress						0	
roguetask10	战术整备	戰術整備	戦術整備	전술 재정비	Tactical Prep						0	
roguetask10.desc	一轮进度内，完成%d次“休憩整备”	一輪進度內，完成%d次“休憩整備”	一回の進捗中、「休憩整備」を%d回完成する	단일 라운드 진도에서 '재정비 타임' %d회 완료하기	Complete "Restful Preparation" %d time(s) within one round of progress						0	
roguetask11	商店常客	商店常客	常連客	단골 손님	Shop Regular						0	
roguetask11.desc	一轮进度内，完成%d次“青鸟祝颂”	一輪進度內，完成%d次“青鳥祝頌”	一回の進捗中、「青鳥の祝福」を%d回完成する	단일 라운드 진도에서 '청새의 축복' %d회 완료하기	Complete "Qingniao's Blessing" %d time(s) within one round of progress						0	
roguetask12	请求帮助	請求幫助	支援要請	도움 요청	Call for Help						0	
roguetask12.desc	一轮进度内，队伍中有支援队员的情况下战斗胜利%d次	一輪進度內，隊伍中有支援隊員的情況下戰鬥勝利%d次	一回の進捗中、支援隊員がいる場合で%d回戦闘に勝利	단일 라운드 진도에서 지원 팀원을 편성한 파티로 전투 %d회 승리하기	Earn %d combat victories with support operatives on the squad within one round of progress						0	
random1	你和队员走到高楼平台边缘，这里有一座桥通往对面，桥面被人损毁，但旁边恰好有一辆无人运输机。地图显示较远的地方有另一座桥可以去往对面，你决定……	你和隊員走到高樓平台邊緣，這裡有一座橋通往對面，橋面被人損毀，但旁邊恰好有一輛無人運輸機。地圖顯示較遠的地方有另一座橋可以去到對面，你決定……	隊員と高台の端まで行くと、向こうへ繋がる橋があった。橋の表面は誰かに壊されていたが、そばにちょうど無人輸送機がある。地図によると、少し離れた場所にもう一つ向こうへ行ける橋があるようだ。どうしますか？	고층 건물 플랫폼 가장자리로 걸어간 당신과 팀원은 건너편으로 통하는 다리를 발견한다. 다리의 외부가 인위적으로 훼손되었지만, 마침 주변에서 무인 운송 차량을 발견한다. 지도상으로 꽤 멀리 떨어진 곳에도 다리를 발견한다. 당신의 결정은…	You and the other operatives walk to the edge of the high-rise platform. The bridge leading to the other side has been damaged, but there happens to be an unmanned transporter nearby. According to the map, there is another bridge farther away. You decide to...						0	
random1desc1	搭乘无人运输机，这台机器发生故障，在空中摇晃着下坠。好在以你的身手，安全落地	搭乘無人運輸機，這臺機器發生故障，在空中搖晃著下墜。好在以你的身手得以安全落地	無人輸送機に搭乗すると、故障が起きて、揺れながら墜落している。幸い機敏な動きで安全に着地出来た。	무인 운송 차량 탑승 후, 기기가 고장난 탓에 공중에서 흔들리면서 추락한다. 다행히 민첩한 몸놀림으로 안전하게 착지한다.	After taking the unmanned transporter, the machine malfunctions, and you fall to the ground. Thankfully, your dexterity allows you to land safely.						0	
random1desc2	硬着头皮小心翼翼地从损毁的桥面通过，虽然出了一头冷汗，但总算有惊无险地通过了	硬著頭皮小心翼翼地從損毀的橋面通過，雖然出了一身冷汗，但總算有驚無險地通過了	壊れた橋を慎重に通ろうとして、冷や汗をかいたが、なんとか渡った。	위험을 무릅쓰고 조심스럽게 훼손된 다리를 건넌다. 식은땀이 등을 타고 흘러내렸지만, 별 탈 없이 다리를 건넌다.	You bite the bullet and cautiously cross the bridge deck. Even though your body breaks out in a cold sweat, you finally make it without incident.						0	
random1desc3	前往另一座桥，周围安静极了，突然桥对面有子弹向你射来，显然你中了埋伏	前往另一座橋，周圍安靜極了，突然從橋對面有子彈朝你射來，顯然你中了埋伏	もう一つの橋に行くと、とても静かな場所だった。しかしどうやら待ち伏せされ、いきなり橋の向こうから弾丸が飛んできた。	또 다른 다리 주변은 무척이나 고요했다. 순간, 다리 건너편에서 총알이 날아왔다. 젠장, 매복이다!	You head to the other bridge. Your surroundings are quiet until, suddenly, bullets are shot at you from the opposite side of the bridge. It is clear that you've been ambushed.						0	
random1switch1	获得增益“%s”：%s	獲得增益“%s”：%s	バフ「%s」を獲得する：%s。	버프 '%s' 획득: %s	Obtained buff "%s": %s						0	
random1switch2	安全通过，无事发生	安全通過，無事發生	無事に通過	안전 통과, 특이사항 무	You pass safely and nothing happens						0	
random1switch3	进入遭遇作战	進入遭遇作戰	遭遇戦に入る。	조우 작전 진입	Enter combat encounter						0	
random2	前方看起来十分热闹，你前去了解情况。原来等到人群陆续散场，泰古通达的工作人员终于有时间放松下来享受节日，以玄铠为首的员工邀请你一起参加他们的集会	前方看起來十分熱鬧，你前去了解情況。原來等到人群陸續散場，泰古通達的工作人員終於有時間放鬆下來享受節日，以玄鎧為首的員工邀請你一起參加他們的集會	前はとても騒がしい様だが、その状況を調査しに向かうと、人混みが少しずつ少なくなっていくにつれ、スタッフたちはようやく一息つき、リラックスしてお祭りを楽しむことができる。玄鎧を始め、スタッフたちはあなたをパーティーに誘う。	전방에 뭔가 시끌벅적해 보인다. 알아본 결과, 타이구 물류회사의 직원들은 인파가 줄어든 지금에야 한숨 돌리면서 축제를 즐길 예정이라고 한다. 현개와 그의 직원들은 모임에 당신을 초대한다.	The atmosphere seems quite lively up ahead, and you check to see what's going on. Since the crowds have left, the Taigu-Connect staff finally has time to enjoy the festival. With Xuankai at the helm, the staff invites you to join in on the fun.						0	
random2desc1	放松心情参加集会	放鬆心情參加集會	リラックスしてパーティーに参加する。	편안한 마음으로 모임을 즐긴다.	Take it easy and join the gathering.						0	
random2desc2	参加集会上的“猜灯迷”游戏，多次尝试下，顺利猜对谜底	參加集會上的“猜燈迷”遊戲，在多次嘗試下，終於猜對謎底	パーティーで「灯のなぞなぞ」に参加し、何回も挑戦した結果、なぞなぞに正解した。	모임의 '등불 퀴즈' 게임에 참여한다. 몇 번의 시도 끝에 퀴즈의 정답을 맞힌다.	You try the "Lantern Riddles" game at the gathering. After several tries, you guess the correct answer.						0	
random2desc3	参加集会上的小游戏“超级搬运工大力”，拿到了第一名	參加集會上的小遊戲“超級搬運工大力”，拿到了第一名	パーティーミニゲーム「スーパー運び屋力士」に参加し、1位を取る。	모임의 미니 게임 '천하장사 배달부'를 플레이하고, 우승을 거머쥔다.	You play a game called "Super Courier" at the gathering and win first place.						0	
random2switch1	消耗%d青蓝之羽，所有队员生命值回复%d%%	消耗%d青藍之羽，所有隊員生命值回復%d%%	蒼藍の羽を%d個消費し、隊員のHPを%d%%回復する。	청록색 깃털 %d개 소모로 모든 팀원 HP %d%% 회복	Consumed %d Azure Feather(s), all operatives recover %d%% of HP						0	
random2switch2	消耗%d青蓝之羽，获得增益“%s”：%s	消耗%d青藍之羽，獲得增益“%s”：%s	蒼藍の羽を%d個消費し、バフ「%s」を獲得する：%s。	청록색 깃털 %d개 소모로 버프 '%s' 획득: %s	Consumed %d Azure Feather(s), obtained buff "%s": %s						0	
random2switch3	获得%d青蓝之羽	獲得%d青藍之羽	蒼藍の羽を%d個獲得する。	청록색 깃털 %d개 획득	Obtained %d Azure Feather(s)						0	
random3	你和队员走到会场活动区，人群已散场，只有零星几个人还在徘徊……你总觉得有什么人在盯着你	你和隊員走到會場活動區，人群已散場，只有零星幾個人還在徘徊……你總覺得有什麼人在盯著你	隊員と一緒に会場のイベントエリアに行くと、人混みはもうなくなっており、会場を彷徨っているのはほんの数人だけだった……なんだか、誰かに見つめられているような気する。	팀원들과 함께 이벤트 행사장 구역으로 걸어간다. 사람들은 대부분 자리를 떠난 상황이었고, 몇몇 사람들만 행사장을 배회하고 있었다… 하지만 어쩐지 누군가의 시선이 느껴진다.	You and the other operatives walk through the venue into the event area. The crowds have dispersed, leaving only a few people strolling around... You can't shake the feeling that someone is watching you.						0	
random3desc1	到处逛逛，好运气的拿到了免费发放的小礼品	到處逛逛，好運的拿到了免費發放的小禮品	周りをぶらついていると、運よく配布しているプレゼントをもらった。	이곳저곳 둘러보던 중, 운 좋게 무료 기념품 선물을 받는다.	As you are wandering around, you're lucky enough to get a small gift for free.						0	
random3desc2	狭路相逢，遇到你曾经的敌人，随着燃灯仪式结束，他们已不想再维持表面的友好	狹路相逢，遇到你曾經的敵人，隨著燃燈儀式結束，他們已不想再維持表面的友好	世界は小さい、かつての敵に遭遇した、点灯儀式の終了とともに、こちらに敵意を露わにしてきた。	원수는 외나무다리에서 만난다는 말이 있다. 연등 의식을 끝으로 상대도 가식적인 친분을 더 이상 유지하고 싶지는 않은 듯하다.	You run into a former enemy, and there's no turning back now. With the lighting ceremony coming to an end, they no longer want to play nice.						0	
random3switch1	获得增益“%s”：%s	獲得增益“%s”：%s	バフ「%s」を獲得する：%s。	버프 '%s' 획득: %s	Obtained buff "%s": %s						0	
random3switch2	进入遭遇作战	進入遭遇作戰	遭遇戦に入る。	조우 작전 진입	Enter combat encounter						0	
random4	你和队员饥肠辘辘，还好这里有一个仍在营业的小吃摊，那些色香味俱全的创意美食，看得你口舌生津……	你和隊員飢腸轆轆，還好這裡有一個仍在營業的小吃攤，那些色香味俱全的創意美食，看得你垂涎三尺……	隊員とお腹を空かせていると、まだ営業中の屋台を見かけた。味も匂いも見た目も申し分ない美食を見て、思わずよだれを垂らした。	쫄쫄 굶고 있던 일행은 마침 영업 중인 노점상을 발견한다. 비주얼과 맛을 골고루 갖춘 이색 요리에 군침이 돈다…	You and the other operatives are hungry. Fortunately, there is a food stall here that is still open, and just looking at the innovative, delectable dishes makes your mouth water...						0	
random4desc1	勇敢挑战，选择老板提供的有偿试吃的新品，吃完后感觉身体很难受	勇敢挑戰，選擇老闆提供的有償試吃的新品，吃完後感覺身體不舒服	恐れず挑戦し、店主のサービスでくれた新商品を食べると、なんだか体の具合が悪くなった。	과감하게 사장님이 제공한 신제품을 유료 시식한다. 먹고 나니 어쩐지 몸이 불편해진다.	After bravely sampling a new product offered to you for free by the owner, you feel imbued with energy.						0	
