字符串索引	中文简体	中文繁体	日语	韩语	英语	法语	西班牙语	德语	泰语	印尼语	1=临时文案  0和不填都=正式文案	备注
Key	zh_CN	zh_TW	ja_JP	ko_KR	en_US	fr_FR	es_ES	de_DE	th_TH	id_ID	disable	Remark
testTitle1	基础档案	基礎檔案	基本ファイル	기초 파일	Basic File						0	
testTitle2	履历背景	履歷背景	履歴背景	이력	Background Info						0	
testContent1	全名：安卡希雅\n通称：安卡希雅\n生日：12月20日\n年龄：17岁零360个月\n身高：155厘米\n经历：经过瓦尔基里游戏（或其它方式）的选拔被认为参数合格，而人为施用巴德尔抑制剂的选拔者\n来历不明的休眠苏醒者，除了冷冻休眠了30年以外，一切资料信息均未得到本人承认。\n从极强的单兵战斗力和一些行为习惯看，前特种兵身份应该也是真的。\n曾经的她留恋着“旧时代”，如今分析员的爱意引领她走出往昔，携手迈向属于两人的未来。	全名：安卡希雅\n通稱：安卡希雅\n生日：12月20日\n年齡：17歲零360個月\n身高：155公分\n經歷：經過瓦爾基里遊戲（或其它方式）的選拔被認為參數合格，而人為施打巴德爾抑制劑的選拔者。\n來歷不明的休眠甦醒者，除了冷凍休眠了30年以外，一切關於她的資料均未得到本人承認。\n從極強的單兵戰鬥力和一些行為模式來看，前特種兵身分應該也是真的。\n曾經的她留戀著“舊時代”，如今分析員的愛意引領她走出往昔，攜手邁向屬於兩人的未來。	フルネーム：アカシア\n通称：アカシア\n誕生日：12月20日\n年齢：17歳と360か月\n身長：155cm\n経歴：経歴：ヴァルキリーゲーム（またはその他の方法）による選抜試験でパラメータが合格したとされ、人工的にバルダー抑制剤を投与された選抜者。\n30年間の冬眠から目覚めた神秘的な人物。冬眠期間以外、すべての個人情報は本人が認めていない。極めて高い作戦遂行能力と独特の習慣から、元特殊部隊員であることはほぼ確実視されている。\nかつては「旧時代」への未練を強く抱いていたが、今は分析員の想いに導かれ、二人の未来へと歩み始めている。	본명: 아카시아\n통칭: 아카시아\n생일: 12월 20일\n나이: 17세 만 360개월\n키: 155cm\n이력: 발키리 게임(또는 기타 방식)을 거쳐 데이터가 적합하다고 판단돼 발드르 억제제를 주입한 선발자. 정체불명의 동면 소생자로 30년간 동면한 것을 제외하고는 그녀에 대한 어떠한 정보도 알 수 없다.\n막강한 전력과 일부 행동하는 습관으로 미루어 보면 이전에 특전사 신분은 확실한 듯하다.\n한때 그녀는 '구시대'에 미련이 있었지만, 이제 분석가의 사랑이 그녀를 과거에서 끌어내 둘만의 미래로 나아가게 된다.	Full Name: Acacia\nKnown As: Acacia\nDate of Birth: 12/20\nAge: 17 years and 360 months\nHeight: 5'1\nBackground: Underwent the qualification process of the Valkyrie Games (or other venues) and qualified to be a candidate for the Baldr Inhibitor.\nAwakened after a 30-year-long cryosleep, she has an unknown past. Aside from the cryosleep itself, the individual has not validated any other information.\nJudging by her exceptional individual combat capabilities and behavioral patterns, it is probable that she is ex-special forces.\nOnce, she clung to a bygone era, but the Adjutant's love has guided her from the past toward a future that belongs to them both.						0	
testContent2	结束了长达30年的“人工冬眠”的安卡希雅，表情却仍旧如未曾苏醒一般冰冷。\n安卡希雅的言行举止总是与现代社会格格不入，对各种中古二次元产品的狂热，堪称御宅文化的非物质文化遗产继承人。搜集这些古董不仅仅是兴趣爱好，更是以此来缅怀她的旧日时光和老友。\n在被分析员唤醒后，安卡希雅在世界树的帮助下成功控制住了成年病，并且作为最快获得神格的天启者，成为了海姆达尔部队的一员。	結束了長達30年的“人工冬眠”的安卡希雅，表情卻仍舊如未曾甦醒一般冰冷。\n安卡希雅的言行舉止總是與現代社會格格不入，對各種中古二次元產品的狂熱，堪稱御宅文化的非物質文化遺產繼承人。蒐集這些古董不僅僅是興趣愛好，更是以此來緬懷她的昔日時光和老友。\n在被分析員喚醒後，安卡希雅在世界樹的幫助下成功控制住了成年病，並且作為最快獲得神格的天啟者，成為了海姆達爾部隊的一員。	30年間の「人工冬眠」をようやく終えたアカシアの表情は、まだ目覚めていないかのように冷たいまま。\nアカシアは、常に現代社会から浮いた存在で、オタク文化という無形文化遺産の継承者と呼べるほど、あらゆる古いアニメ漫画製品に熱狂している。これらの古いものをかき集めるのは、趣味としてだけでなく、古き良き時代や旧友をしのぶためでもあるのだ。\n分析員に呼び起こされた後、アカシアはユグドラシル社の力を借りてティーン症候群の制御に成功し、最も早く神格を得ることができた覚醒者として、ヘイムダル部隊の一員となった。	30년에 달하는 긴 '인공 동면'을 끝낸 아카시아의 표정은 아직 깨어나지 않은 듯 여전히 차가워 보인다.\n아카시아의 언행은 현대 사회의 느낌과 사뭇 다르다. 또한 중고 서브컬처 상품에 대한 그녀의 관심은 오타쿠 문화의 무형 문화유산 계승자로 봐도 무방할 정도다. 골동품을 수집하는 건 그녀의 취미자 관심사기도 하지만, 그녀의 옛 시절, 그리고 벗을 추억하는 목적이기도 하다.\n분석가가 그녀를 깨운 후, 아카시아는 위그드라실 도움으로 성인병을 성공적으로 제어할 수 있었고, 가장 빠르게 만트라를 각성한 계시자로 헤임달 부대의 일원이 된다.	Even after awakening from an "induced hibernation" of 30 years, the expressions on Acacia's face seem to still remain frozen.\nThe way Acacia speaks does not fit modern society very well. She's obsessed with second-hand anime products, it wouldn't be wrong to deem her the guardian of the otaku nonmaterial culture. Her collecting of these antiques not only satisfies her interests but is also a way for her to remember her past and friends.\nAfter being awakened by the Adjutant, with the help of Yggdrasil Enterprises, Acacia successfully suppressed the effects of Juvenile Crystalosis and became the quickest Manifestations to gain Deiwos. She then joined and became a member of the Heimdall Force.						0	
testContent3	依据安卡希雅沉睡舱内数据而特殊定制的外骨骼，旧日的战斗数据大幅提升了适配性，但因为本人的一些原因很少使用。	依據安卡希雅沉睡艙內數據而特殊訂製的外骨骼，昔日的戰鬥數據大幅提升了適應性，但因為本人的一些原因很少使用。	アカシアの休眠ポッド内のデータに基づいて特注した戦術装備。昔の戦闘データが適合性を大幅に向上させたが、本人の都合でほとんど使われなかった。	아카시아의 동면실 데이터로 특수 제작한 전술 슈트. 과거의 전투 데이터를 참고해 호환성을 크게 향상시켰지만, 본인의 사정으로 거의 사용하지 않는다.	A custom exosuit made from the data collected from Acacia's hibernation pod. Her previous combat data has greatly increased the compatibility, but it is rarely used due to personal reasons.						0	
testContent4	全名：里芙·贝斯特拉\n通称：星期三\n生日：3月21日\n年龄：20岁\n身高：170厘米\n经历：在降临事件发生时直接或极近距离接触过泰坦本体的接触者\n人们通常称呼她为“星期三”，海姆达尔部队队员，前瓦尔基里游戏明星选手。向泰坦复仇曾是她剩余人生的全部目的。如今，她已决心和分析员携手踏上新的路途。	全名：里芙·貝斯特拉\n通稱：星期三\n生日：3月21日\n年齡：20歲\n身高：170公分\n經歷：在降臨事件發生時直接或極近距離接觸過泰坦本體的接觸者。\n人們通常稱呼她為“星期三”，海姆達爾部隊士兵，前瓦爾基里遊戲明星選手。向泰坦復仇是她餘生的唯一目標。如今，她已決心和分析員攜手踏上新的道路。	フルネーム：リフ・ベストラ\n通称：ウェンズデー\n誕生日：3月21日\n年齢：20歳\n身長：170cm\n経歴：降臨事件の発生時に直接または至近距離でタイタン本体に接触した接触者である。\nヘイムダル部隊の兵士で、元ヴァルキリーゲームの注目選手。人々からは「ウェンズデー」と呼ばれることが多い。タイタンに挑むことは、彼女にとって残りの人生のすべてだったが、今は分析員とともに新たな一歩を踏み出そうとしている。	본명: 리브 베스트라\n통칭: 웬스데이\n생일: 3월 21일\n나이: 20세\n키: 170cm\n이력: 강림 사건 발생 시, 타이탄을 직접 혹은 근접적으로 접촉했던 접촉자.\n사람들은 그녀를 '웬스데이'라고 부른다. 헤임달 부대 대원으로, 전 발키리 게임의 우승자며 타이탄에게 도전하는 게 여생의 유일한 목표였지만, 이제 그녀는 분석가와 함께 새로운 길을 향하기로 결심했다.	Full Name: Lyfe Bestla\nKnown As: Wednesday\nDate of Birth: 3/21\nAge: 20\nHeight: 5'7\nBackground: Made direct contact with a Titan during The Descent.\nOften referred to as "Wednesday." Frontline Heimdall Force Operative, former Valkyrie Games star. Revenge against the Titans used to be her one and only goal. These days, she is determined to embark on a new path with the Adjutant.						0	
testContent5	2057年10月4日，里芙创造了前无古人的瓦尔基里游戏三连冠光辉记录，然而“泰坦”突然降临，夺走了里芙的右眼和至亲，瞬间打破了她的幸福人生。\n在医院恢复期间，里芙意外得到了日后被称作神格天启的力量。自此，向泰坦复仇成为了她剩余人生中唯一的执念。在与分析员的相处中，她逐渐放下了这一执念。	2057年10月4日，里芙創造了前無古人的瓦爾基里遊戲三連冠光輝記錄，然而“泰坦”突然降臨，奪走了里芙的右眼和至親，瞬間打破了她的幸福人生。\n在醫院恢復期間，里芙意外得到了日後被稱作神格天啟的力量。自此，向“泰坦”復仇成為了她餘生中唯一的執念。在與分析員的相處中，她逐漸放下了這一執念。	2057年10月4日、リフがヴァルキリー3連覇という空前絶後の記録を作ったその時、「タイタン」が突然現れ、リフの右目と近親者を奪い、彼女の幸せな人生を一瞬にして打ち砕いた。\n入院中のリフは偶然、後に「アポカリプス」と呼ばれることになる力を手に入れた。それ以来、「タイタン」への復讐だけが彼女の唯一の執念となったが、分析員と接するうちに、彼女はその執念を徐々に手放していった。	2057년 10월 4일, 리브는 발키리 게임에서 전례 없던 3연승이라는 눈부신 기록을 세운다. 그런던 중 갑작스럽게 강림한 '타이탄'이 리브의 오른쪽 눈과 가족을 빼앗아 가고, 그녀의 행복한 삶은 무참히 짓밟혀 버린다.\n병원에서 회복하는 동안 리브는 우연히 만트라 계시를 받게 된다. 이후, 오직 '타이탄'에게 복수하는 것만이 리브의 여생에 유일한 목표가 된다. 하지만 분석가와 지내면서 그녀는 이러한 집착을 조금씩 떨쳐내게 된다.	2057/10/4, Lyfe became the first person to champion the Valkyrie Games three seasons in a row, however, that was also when the Titans descended and took away her right eye and her parents. Her wonderful life was shattered in an instant.\nDuring her recovery at the hospital, she developed what later became known as the "powers of Manifestation." From that moment on, her sole purpose in life was to seek revenge on the Titans. However, as she spent time close to the Adjutant, she gradually let go of her hate.						0	
testContent6	特殊低温外骨骼“狂猎”，2058年3月根据里芙天启状况紧急开发的专用外骨骼，能始终保持体表低温，缓解天启和神格神经生长带来的痛苦。	特殊低溫外骨骼“狂獵”，2058年3月根據里芙天啟狀況緊急研發的專用外骨骼，能始終保持體表低溫，緩解天啟和神格神經生長帶來的痛苦。	特殊な低温型戦術装備「ワイルドハント」は、リフのアポカリプス状態に対応するため、2058年3月に緊急開発された専用装備である。\n装着することで体表を低温に保ち、神格神経の成長に伴う痛みを軽減する効果を持つ。	특수 얼음 전술 슈트 '와일드 헌터'. 2058년 3월, 리브의 계시 상황에 따라 긴급 개발된 전용 전술 슈트로 신체의 표면을 저온으로 유지시켜 계시와 만트라 신경 성장에 따른 고통을 완화시킬 수 있다.	Wild Hunt, an exclusive unique low-temperature exosuit expedited in March of 2058 and tailored to Lyfe's Manifestation status. It can maintain body temperature at a low and suitable range while relieving pain from the growth of Theotropic Nerves with the Manifestation.						0	
testContent7	全名：妮塔\n通称：妮塔\n生日：5月5日\n年龄：19岁\n身高：180厘米\n经历：经过瓦尔基里游戏（或其它方式）的选拔被认为参数合格，而人为施用巴德尔抑制剂的选拔者\n出身拾荒群体，凭借自己的能力离开了那块贫瘠之地。\n比任何人都了解零区里面的生活，也比任何人都不愿回去。	全名：妮塔\n通稱：妮塔\n生日：5月5日\n年齡：19歲\n身高：180公分\n經歷：經過瓦爾基里遊戲（或其它方式）的選拔被認為參數合格，而人為施打巴德爾抑制劑的選拔者。\n出身拾荒群體，憑藉自己的能力離開了那塊貧瘠之地。\n比任何人都瞭解零區裡面的生活，也比任何人都不願回去。	フルネーム：ニタ\n通称：ニタ\n誕生日：5月5日\n年齢：19歳\n身長：180cm\n経歴：ヴァルキリーゲーム（またはその他の方法）による選抜で、パラメータが合格したものとされ、人工的にバルダー抑制剤を投与された選抜者。\nスカベンジャー出身で、自力であの不毛の地から出た。\n誰よりもエリアゼロでの生活を知っているが故に、誰よりもあそこに戻りたくない。	본명: 니타\n통칭: 니타\n생일: 5월 5일\n나이: 19세\n키: 180cm\n이력: 발키리 게임(또는 기타 방식)을 거쳐 데이터가 적합하다고 판단돼 발드르 억제제를 주입한 선발자.\n피난민 출신으로, 스스로의 힘으로 열악한 환경을 벗어난다.\n 제로 구역 삶에 대해 어느 누구보다 잘 알고 있으며, 당시 삶으로 돌아가는 걸 별로 원치 않아 한다.	Full Name: Nita\nKnown As: Nita\nDate of Birth: 5/5\nAge: 19\nHeight: 5'11\nBackground: Underwent the qualification process of the Valkyrie Games (or other venues) and qualified to be a candidate for the Baldr Inhibitor.\nBorn into a scavenger gang, she escaped the arid wastelands solely through her own might.\nUnderstands life in Containment Zone Aleph better than anyone else, and hates going back just as much.						0	
