字符串索引	中文简体	中文繁体	日语	韩语	英语	法语	西班牙语	德语	泰语	印尼语	1=临时文案  0和不填都=正式文案	备注
Key	zh_CN	zh_TW	ja_JP	ko_KR	en_US	fr_FR	es_ES	de_DE	th_TH	id_ID	disable	Remark
low	低	低	低	낮음	Low						0	
middle	中	中	中	중간	Medium						0	
high	高	高	高	높음	High						0	
extra_high	极高	極高	極めて高い	매우 높음	Extreme						0	
open	开启	開啟	オン	켜기	On						0	
close	关闭	關閉	オフ	끄기	Off						0	
normal	普通	普通	ノーマル	일반	Normal						0	
advanced	高级	高級	詳細設定	고급	Advanced						0	
definition	画面清晰度	畫面清晰度	画面解像度	그래픽 해상도	Display Definition Quality						0	
effect	视觉效果	視覺效果	視覚効果	시각 효과	Visual Effects						0	
shadow	阴影质量	陰影品質	シャドウ品質	음영	Shadow Quality						0	
jag	抗锯齿	抗鋸齒	アンチエイリアス	안티 앨리어싱	Anti-Aliasing						0	
resolution	分辨率	分辨率	解像度	해상도	Resolution						0	
fps	帧率上限	影格率上限	フレームレート上限	프레임	Frame Rate						0	
mirror	实时反射	即時反射	照り返し	실시간 리플렉션	Reflection Realism						0	
post	后期效果	後期效果	後処理効果	포스트 프로세싱	Post-Processing						0	
glow	辉光	輝光	グロー	밝기	Glow						0	
wrap	扭曲	扭曲	歪み	왜곡	Distortion						0	
depath	景深	景深	被写界深度	피사체 심도	Depth of Field						0	
blur	动态模糊	動態模糊	モーションブラー	모션 블러	Motion Blur						0	
two	2倍	2倍	2倍	2배	2x						0	
four	4倍	4倍	4倍	4배	4x						0	
eight	8倍	8倍	8倍	8배	8x						0	
fps1	30	30	30	30	30						0	
fps2	45	45	45	45	45						0	
fps3	60	60	60	60	60						0	
fps4	90	90	90	90	90						0	
fps5	120	120	120	120	120						0	
img_quality	图像质量	畫質	画質	그래픽 품질	Image Quality						0	
language_select	语音语言选择	語音語言選擇	ボイスの言語	언어 선택	Language						0	
zh_CN	简体中文	简体中文	简体中文	简体中文	简体中文						0	
ja_JP	繁體中文	繁體中文	繁體中文	繁體中文	繁體中文						0	
zh_TW	日本語	日本語	日本語	日本語	日本語						0	
ko_KR	한국어	한국어	한국어	한국어	한국어						0	
en_US	English	English	English	English	English						0	
de_DE	Deutsch	Deutsch	Deutsch	Deutsch	Deutsch						0	
es_ES	Español	Español	Español	Español	Español						0	
fr_FR	Français	Français	Français	Français	Français						0	
th_TH	ไทย	ไทย	ไทย	ไทย	ไทย						0	
id_ID	Bahasa Indonesia	Bahasa Indonesia	Bahasa Indonesia	Bahasa Indonesia	Bahasa Indonesia						0	
1003050	中文-普通话	中文配音	中国語	중국어-표준어	Mandarin Chinese						0	
1003039	日语	日文配音	日本語	일본어	Japanese						0	
1003038	英语	英語配音	英語	영어	English						0	
1003040	韩语	韓語	韓国語	한국어	Korean						0	
font_size	提示字大小	提示字體大小	ヒント文字のサイズ	알림 폰트 크기	Font Size						0	
general	正常	正常	普通	정상	Common						0	
small	小	小	小さめ	소	Small						0	
operation_setting	操作设置	操作設定	操作設定	조작 설정	Controls						0	
frame_setting	画面设置	畫面設定	画面設定	그래픽 설정	Graphics						0	
sounds_setting	声音设置	聲音設定	サウンド設定	사운드 설정	Audio						0	
other_setting	其他设置	其他設定	その他の設定	기타 설정	Other						0	
sensitivity_setting	灵敏度设置	靈敏度設定	感度設定	감도 설정	Sensitivity						0	
basis_setting	基础设置	基本設定	基本設定	기본 설정	Basic						0	
push_setting	推送设置	通知設定	プッシュ通知設定	알림 설정	Notifications						0	
gameplay_setting	游戏性设置	遊戲性設定	ゲーム設定	플레이 설정	Gameplay						0	
mouse_setting	鼠标设置	滑鼠設定	マウス設定	마우스 설정	Mouse						0	
operation_setting_en	OPERATION SETTING	OPERATION SETTING	OPERATION SETTING	OPERATION SETTING	Controls						0	
frame_setting_en	GRAPHICS SETTING	GRAPHICS SETTING	GRAPHICS SETTING	GRAPHICS SETTING	Graphics						0	
sounds_setting_en	SOUND SETTING	SOUND SETTING	SOUND SETTING	SOUND SETTING	Sound						0	
other_setting_en	OTHER SETTING	OTHER SETTING	OTHER SETTING	OTHER SETTING	Other						0	
sound_role	语音	語音	ボイス	음성	Voice						0	
music_game	音乐	音樂	BGM	배경음	Music						0	
sounds_game	音效	音效	効果音	효과음	SFX						0	
pc_slide	鼠标灵敏度	滑鼠靈敏度	マウス感度	마우스 감도	Mouse Sensitivity						0	
slide	转向灵敏度	轉向靈敏度	ステアリング感度	회전 감도	View Sensitivity						0	
aim_fire	瞄准开火	瞄準開火	ADS	조준 발사	Aim and Fire						0	
aim	瞄准灵敏度	瞄準靈敏度	ADS感度	조준 감도	Aim Sensitivity						0	
fire	开火	開火	射撃	발사	Open Fire						0	
skill	技能	技能	スキル	스킬	Skills						0	
acc	加速度	加速度	加速度	가속도	Acceleration						0	
awm_aim_slide	狙击开镜灵敏度	狙擊開鏡靈敏度	狙撃サイト感度	저격 ADS 감도	Sniper Scope Sensitivity						0	
custom	自定义	自訂	カスタム	사용자 설정	Custom						0	
