字符串索引	中文简体	中文繁体	日语	韩语	英语	法语	西班牙语	德语	泰语	印尼语	1=临时文案  0和不填都=正式文案	备注
Key	zh_CN	zh_TW	ja_JP	ko_KR	en_US	fr_FR	es_ES	de_DE	th_TH	id_ID	disable	Remark
Attack	攻击力	攻擊力	攻撃力	공격력	ATK						0	
WeaponAttack	武器伤害	武器傷害	武器ダメージ	무기 대미지	Weapon DMG						0	
DamageCoefficient	武器适配率	武器適配率	武器適合率	무기 매칭률	Compatibility						0	
SkillCoefficient	技能强度增幅	技能強度增幅	スキル威力増幅	스킬 강도	Skill DMG Amplifier						0	
FireSpeed	射速	射速	射撃速度	사격 속도	Rate of Fire						0	
BowFireSpeed	弓可长按进行蓄力，随蓄力时间增加，射击的最终伤害、爆发能量获取、造成的物品破坏力，均会逐渐增加至2倍（蓄力0.4秒达到满蓄力）\n达成满蓄力后，该次射击必定暴击\n闪避后，下一次蓄力时间减少60%	弓可長按進行蓄力，隨蓄力時間增加，射擊的最終傷害、爆發能量獲取、造成的物品破壞力，均會逐漸增加至2倍（蓄力0.4秒達到滿蓄力）\n達成滿蓄力後，該次射擊必定暴擊\n閃避後，下一次蓄力時間減少60%	アーチェリーは長押しでチャージでき、その間、射撃の最終ダメージ・爆発EP獲得量・オブジェクト破壊力が徐々に上昇し、最大2倍になる（0.5秒で最大チャージ）。\n最大チャージ時の射撃は確定で会心の一撃となる。\n回避後、次のチャージ時間-60%。	활을 길게 눌러서 차지할 수 있으며, 차지 시간에 따라 사격 최종 대미지, 부스터 획득, 물체 파괴력이 모두 최대 2배까지 점진적으로 증가한다(차지 0.4초 도달 시 최대 차지).\n최대 차지에 도달하면 해당 사격은 100% 확률로 크리티컬을 일으킨다.\n회피 후에는 다음 차지 시간이 60% 단축된다.	With a bow, hold down to charge the shot. At max charge (hold for 0.4 sec), shots deal twice as much Final DMG and Destructible Object DMG, and recover twice as much U-Energy.\nMax charge shots have 100% CRIT Rate.\nAfter dodging, time required for the next charge decreases by 60%.						0	
MaGunFireSpeed	格林机枪开始射击需要0.6秒进行预热，完成预热后格林机枪射速稳定不再受射速变化影响，且射击命中必定暴击：\n每有1%射速提升，射击伤害提升1%	格林機槍開始射擊需要0.6秒進行預熱，完成預熱後格林機槍射速穩定不再受射速變化影響，且射擊命中必定暴擊：\n每有1%射速提升，射擊傷害提升1%	ガトリングガンは安定した射撃速度を保つため、射撃開始前に0.6秒の予熱時間が必要。予熱完了後の射撃は必ず会心の一撃になる。\n射撃速度+1%ごとに、射撃ダメージ+1%。	개틀링 건은 사격하는 데 0.6초간의 예열이 필요하다. 예열이 완료된 후, 개틀링 건의 사격 속도가 안정되어 더 이상 사격 속도의 영향을 받지 않으며, 사격이 명중할 시 반드시 크리티컬을 발동한다.\n사격 속도가 1% 상승할 때마다 사격 대미지가 1% 증가한다.	The Gatling gun requires a 0.6-sec spin-up time before shooting bullets, after which all shot hits will deal CRIT. It will maintain a stable firing rate, with any Rate of Fire boosts instead converted to Ballistic DMG boosts:\nFor every 1% increase in Rate of Fire, increases Ballistic DMG by 1%.						0	
BreathlessValue	气绝伤害值	氣絕傷害值	気絶ダメージ量	질식 대미지 수치	Suffocation DMG						0	
HitCharacterEnergyRecover	命中能量回复值	命中能量回復值	命中時EP回復量	명중 시 에너지 회복 수치	Hit Energy Regen						0	
