字符串索引	中文简体	中文繁体	日语	韩语	英语	法语	西班牙语	德语	泰语	印尼语	1=临时文案  0和不填都=正式文案	备注
Key	zh_CN	zh_TW	ja_JP	ko_KR	en_US	fr_FR	es_ES	de_DE	th_TH	id_ID	disable	Remark
character	角色	角色	隊員	캐릭터	Operative						0	
supporter	后勤	後勤	後方支援	지원	Logistics						0	
weapon	武器	武器	武器	무기	Weapons						0	
supplies	补给	補給	補給	보급	Supplies						0	
weapon_part	配件	配件	パーツ	부품	Parts						0	
item	道具	道具	アイテム	아이템	Items						0	
item2	道具	道具	アイテム	아이템	Item						0	物品的单数表达
monster	怪物	怪物	敵	타깃	Monster						0	
explore	探索	探索	探索	탐사	Exploration						0	
SkillCoefficient	技能强度增幅	技能強度增幅	スキル威力増幅	스킬 강도	Skill DMG Amplifier						0	
character_skin	角色时装	角色時裝	隊員衣装	캐릭터 스킨	Operative Outfit						0	
piece	碎片	碎片	欠片	조각	Shard						0	
item_level	等级	等級	Lv.	레벨	Lv.						0	
hero	英雄22	英雄22	英雄22	영웅22	Hero 22						0	
test	英雄22156	英雄22156	英雄22156	영웅22156	Hero 22156						0	
boss	怪物首领名称	怪物首領名稱	敵ボス名前	타깃 보스 명칭	Monster Leader's Name						0	
roleup	等级	等級	Lv.	레벨	Lv.						0	
ReloadSpeed	换弹速度	換彈速度	装填スピード	재장전 속도	Reload SPD						0	
roleup_levelup	升级	升級	レベルアップ	레벨업	Upgrade						0	
roleup_break	天启	天啟	アポカリプス	계시	Manifestation						0	
roleup_skill	神格神经	神格神經	神格神経	만트라 신경	Neuronics						0	
weapon_stu	武器	武器	武器	무기	Weapon						0	
support_stu	技能	技能	スキル	스킬	Skills						0	
other	后勤	後勤	後方支援	지원	Logistics						0	
attack	攻击	攻擊	攻撃	공격	Attack						0	
health	最大生命	最大生命	最大HP	최대 HP	Max HP						0	
def	防御	防禦	防御	방어	Defense						0	
forc	暴击	暴擊	会心の一撃	크리티컬	CRIT						0	
shield	护盾	護盾	シールド	실드	Shield						0	
deShieldDamageScaler	破盾加成	破盾加成	破盾ボーナス	실드 파괴 보너스	Shieldbreak Bonus						0	
propdefence	元素防御	元素防禦	元素防御	원소 방어	Elemental Resistance						0	
defence	防御	防禦	防御	방어	Defense						0	
weaknessdamage	弱点效果	弱點效果	弱点効果	약점 효과	Weakspot DMG						0	
criticalvalue	暴击率	暴擊率	会心率	크리티컬 확률	CRIT Rate						0	
superpowersresistance	特异抗性	特異抗性	特異耐性	혼돈 내성	Chaos Resistance						0	
criticaldamage	暴击伤害	暴擊傷害	会心ダメージ	크리티컬 대미지	CRIT DMG						0	
firespeed	射速	射速	射撃速度	사격 속도	Rate of Fire						0	
bulletnum	弹容	彈容	装弾数	탄창 용량	Ammo Capacity						0	
bullet_tyep	弹药类型	彈藥類型	弾丸タイプ	탄약 유형	Ammo Type						0	
bullet_tyep_1	常规子弹	常規子彈	通常弾丸	일반 탄약	Standard Bullets						0	
infinite	无限	無限	無限	무한	Unlimited						0	
bulletcost	单次子弹数量	單次子彈數量	単発弾丸数	탄창 당 탄약 수량	Bullets per Shot						0	
reloadspeedcoefficient	换弹速率（百分比）	換彈速率（百分比）	装填スピードレート(百分率)	재장전 가속도(비율)	Reload SPD Rate (%)						0	
distattenuationcoefficientA	距离衰减系数A（百分比）	距離衰減係數A（百分比）	距離減衰係数A(百分率)	거리 쇠퇴 계수 A(비율)	Range DMG Weakening A (%)						0	
characterenergy	爆发能量	爆發能量	爆発EP	부스터	U-Energy						0	
characterenergyefficiency	爆发能量获取率	爆發能量獲取率	爆発EP取得率	부스터 획득률	U-Energy Recovery						0	
hitcharacterenergyrecover	命中能量回复值（百分比）	命中能量回復值（百分比）	命中時EP回復量(百分率)	명중 시 에너지 회복 수치(비율)	Hit Energy Recovery (%)						0	
entitybulletresistance	动能抗性	動能抗性	動力耐性	KP 내성	Kinetic Resistance						0	
bombresistance	爆炸抗性	爆炸抗性	爆発耐性	폭발 내성	Blast Resistance						0	
fireresistance	高热抗性	高熱抗性	高熱耐性	화염 내성	Thermal Resistance						0	
iceresistance	低温抗性	低溫抗性	低温耐性	얼음 내성	Frost Resistance						0	
thunderresistance	电击抗性	電擊抗性	電撃耐性	번개 내성	Electrical Resistance						0	
lightresistance	光抗	光抗	光耐性	빛 내성	Light Resistance						0	
damagetype	武器适配率	武器適配率	武器適合率	무기 매칭률	Compatibility						0	
firingrangeultimatelimit	射程	射程	射程	사거리	Range						0	
darkresistance	暗抗	暗抗	闇耐性	어둠 내성	Dark Resistance						0	
rate	防御率	防禦率	防御率	방어율	DEF Rate						0	
role_break_b	B等级	B等級	Bランク	B급	B-Rank						0	
role_break_a	A等级	A等級	Aランク	A급	A-Rank						0	
role_break_s	S等级	S等級	Sランク	S급	S-Rank						0	
role_break_ss	SS等级	SS等級	SSランク	SS급	SS-Rank						0	
role_break_sss	SSS等级	SSS等級	SSSランク	SSS급	SSS-Rank						0	
arms_lv	等级	等級	Lv.	레벨	Lv.						0	
arms_lv2	等级	等級	Lv.	레벨	Lv.						0	
arms_sh	攻击	攻擊	攻撃	공격	Attack						0	
bag_btn_text	出售	出售	回収	판매	Sell						0	
weapon_part_1	枪口	槍口	銃口	총구	Muzzle						0	
weapon_part_1_2	弩臂	弩臂	クロスボウの本体	석궁	Crossbow Limb						0	
weapon_part_1_3	枪口/弩臂	槍口/弩臂	銃口/クロスボウの本体	총구/석궁	Muzzle/Crossbow Limb						0	
weapon_part_2	镜桥	鏡橋	ミラーブリッジ	스코프	Sight						0	
weapon_part_3	枪托配件	槍托配件	銃床パーツ	개머리판 부품	Stock						0	
weapon_part_4	供弹	供彈	給弾	탄창	Magazine						0	
weapon_part_4_2	箭筒	箭筒	矢筒	화살통	Quiver						0	
weapon_part_4_3	供弹/箭筒/弹鼓	供彈/箭筒/彈鼓	給弾/矢筒/ドラム型弾倉	탄창/화살통/드럼 탄창	Magazine/Quiver/Drum Magazine						0	
weapon_part_5	挂件	掛飾	ストラップ	액세서리	Trinket						0	
weapon_part_6	扳机	扳機	トリガー	방아쇠	Trigger						0	
weapon_part_7	握把	握把	グリップ	손잡이	Grip						0	
weapon_part_8	瞄准器	瞄準器	スコープ	스코프	Sight						0	
weapon_part_9	稳定器	穩定器	スタビライザー	안정기	Stabilizer						0	
weapon_part_10	弹鼓	彈鼓	ドラム型弾倉	드럼 탄창	Drum Magazine						0	
weapon_part_11	挂件	掛飾	ストラップ	액세서리	Trinket						0	
weapon_part_12	握把	握把	グリップ	손잡이	Grip						0	
weapon_part_13	剑颚	劍顎	鍔	검악	Balance Collar						0	
weapon_part_14	剑首	劍首	柄頭	검수	Pommel						0	
Quality1	品质1	品質1	ランク1	등급1	Tier I						0	
Quality2	品质2	品質2	ランク2	등급2	Tier II						0	
Quality3	品质3	品質3	ランク3	등급3	Tier III						0	
Quality4	品质4	品質4	ランク4	등급4	Tier IV						0	
Quality5	品质5	品質5	ランク5	등급5	Tier V						0	
Break1	突破1	突破1	突破1	돌파1	Ascension I						0	
Break2	突破2	突破2	突破2	돌파2	Ascension II						0	
Break3	突破3	突破3	突破3	돌파3	Ascension III						0	
Break4	突破4	突破4	突破4	돌파4	Ascension IV						0	
Break5	突破5	突破5	突破5	돌파5	Ascension V						0	
SortLevel	按等级排序	按等級排序	Lv順	레벨순으로 정렬	Level						0	
SortQuality	按品质排序	按品質排序	ランク順	등급순으로 정렬	Tier						0	
SortBreak	按突破排序	按突破排序	突破段階順	돌파순으로 정렬	Ascension						0	
equipment	装备	裝備	装備	장착	Equip						0	
replace	替换	替換	変更	교체	Switch						0	
disboard	卸下	卸下	外す	해제	Remove						0	
upgrade	升级	升級	レベルアップ	레벨업	Upgrade						0	
break	突破	突破	突破	돌파	Ascension						0	
armordamagescaler	破甲加成	破甲加成	破甲ボーナス	기갑 관통 보너스	Armor PEN Bonus						0	
skillsuit	件套	件套	セット	세트	Set						0	
technology	情报后勤	情報後勤	情報担当	정보 지원	Intelligence						0	
medicalcare	医疗后勤	醫療後勤	医療担当	의료 지원	Medical						0	
equip	整备后勤	整備後勤	整備担当	정비 지원	Materiel						0	
silver	通用银	通用銀	シルバギボス	실버 코인	SilverBuck						0	
silver_use	通用银	通用銀	シルバギボス	실버 코인	SilverBuck						0	
silver_des	普遍使用的新世代货币，地位与现在的现金相同，能在正常社会中购买几乎所有服务	普遍使用的新世代貨幣，地位與現在的現金相同，能在正常社會中購買幾乎所有服務	広く使われている新世代の通貨。現在の現金と同じ位置づけで、社会ではほとんど全てのサービスを購入することができる。	현대인들이 가장 보편적으로 사용하는 화폐. 현금과 같은 신용도를 지니고 있어 거의 모든 서비스를 구입할 수 있다.	Common currency in this new era, SilverBuck has taken on the role that cash once played. It can be exchanged for most goods and services in society — the standard ones at least.						0	
gold	数据金	數據金	デジギボス	디지털 코인	DigiCash						0	
money	比特金	比特金	ビットゲルマ	비트 코인	BitGold						0	
vigor	感知	感知	センス	감지	Presence						0	
vigor_des	对于周遭事物以及神明的感知力，维持天启状态和超人身体能力的必须条件，可以通过注射巴德尔抑制剂人为提升，但副作用是……	對於周遭事物以及神明的感知力，維持天啟狀態和超人身體能力的必須條件，可以透過注射巴德爾抑制劑人為提升，但副作用是……	周囲の物事や神に対する感知力で、アポカリプス状態と超人的な身体能力を維持するための必須条件。バルダー抑制剤の注射によって人工的に強化できるが、その副作用は……	주변 사물 및 신에 대한 감지력. 계시 상태와 초인적인 신체 능력을 유지하기 위한 필수 조건이다. 발드르 억제제를 투여해 인위적으로 증가시킬 수 있다. 하지만 이에 상응하는 부작용도 감안해야 한다.	That which governs the perception of one's surroundings — both of reality and the gods. It is a necessary component for maintaining the Manifestation state and superhuman physical abilities. It can also be artificially enhanced by injecting a Baldr inhibitor, but the side effects...						0	
exchange_tip	是否将%d%s兑换成%d%s	是否將%d %s兌換成%d %s	%d%sを%d%sに交換しますか	%d %s → %d %s. 교환하시겠습니까?	Convert %d %s into %d %s?						0	
