字符串索引	中文简体	中文繁体	日语	韩语	英语	法语	西班牙语	德语	泰语	印尼语	1=临时文案  0和不填都=正式文案	备注
Key	zh_CN	zh_TW	ja_JP	ko_KR	en_US	fr_FR	es_ES	de_DE	th_TH	id_ID	disable	Remark
ModUnlockLevel	{1}级解锁	{1}級解鎖	Lv.{1}で開放	Lv.{1}에 오픈	Lv. {1}						0	未解锁模组提示
ModUnlockBuy	购买解锁	購買解鎖	購入後開放	구매 시 오픈	Purchase						0	未解锁模组提示
ModUnlockBuySuccess	成功解锁战备	成功解鎖戰備	開放に成功しました	장비 해제 성공	Gear unlocked						0	购买成功
ModUnlockBuyFail	航海家金币不足	航海家金幣不足	航海士コイン不足	항해사 금화가 부족합니다.	Insufficient Voyager Coins						0	购买失败
ModCash	航海家金币	航海家金幣	航海士コイン	항해사 금화	Voyager Coin						0	玩法代币
ModCash_use	航海家金币	航海家金幣	航海士コイン	항해사 금화	Voyager Coin						0	道具潜规则拼接字符key
ModCash_des	安卡希雅藏在航行中的小彩蛋，用于兑换解锁更多的联航战备	安卡希雅藏在航行中的小彩蛋，用於兌換解鎖更多的聯航戰備	アカシアが航海中に隠したサプライズ報酬。\n船団ユニットの交換に使用可能。	아카시아가 항해 중에 숨겨둔 작은 이스터 에그. 항해 장비를 교환하고 해제하는 데 사용된다.	A small voyage surprise hidden by Acacia. Can be used to unlock fleet gear.						0	道具潜规则拼接字符key
ModCashDescription	安卡希雅藏在航行中的小彩蛋，用于兑换解锁更多的联航战备	安卡希雅藏在航行中的小彩蛋，用於兌換解鎖更多的聯航戰備	アカシアが航海中に隠したサプライズ報酬。\n船団ユニットの交換に使用可能。	아카시아가 항해 중에 숨겨둔 작은 이스터 에그. 항해 장비를 교환하고 해제하는 데 사용된다.	A small surprise hidden on the voyage by Acacia. Can be used to unlock voyage gear.						0	Cash字符key
ModSystemDescription	配置联航战备时，根据选择战备的不同，可获得不同的战斗、火力、工程特质点数，当特质点数达到一定数值时，可获得额外正面效果	配置聯航戰備時，根據選擇戰備的不同，可獲得不同的戰鬥、火力、工程特質點數，當特質點數達到一定數值時，可獲得額外正面效果	船団ユニットは「戦闘」「火力」「工学」の3つに分類されている。装備したユニットに応じてポイントが蓄積され、一定値に達すると追加のバフを獲得できる。	항해 장비를 구성할 때 선택한 전비에 따라 서로 다른 전투, 화력, 공학 등 특성 점수를 획득할 수 있습니다. 특성 포인트가 일정 수치에 도달하면 추가 버프를 획득할 수 있습니다.	Equipping different gear will accumulate its corresponding Fighter, Firepower, and Engineer Trait Points. When points for a Trait reach a threshold, extra buffs are granted.						0	
ModSystemCancel	调整战备配置将取消正在应用的推荐配置：【%s】\n是否继续？	調整戰備配置將取消正在應用的推薦配置：【%s】\n是否繼續？	ユニット配置を調整すると、現在適用中の推奨配置【%s】が解除されます。\n続行しますか？	장비 구성을 조정하면 현재 적용 중인 추천 구성 [%s]이(가) 취소됩니다.\n계속하시겠습니까?	Adjusting your gear will cancel the current auto-configuration: %s\nContinue?						0	取消正在应用系统配置
ModAllClear	一键卸载将会卸载当前装备的所有战备，是否继续？	一鍵卸載將會卸下當前裝備的所有戰備，是否繼續？	クイックアンロードすると、\n現在装備中の全ユニットを外します。\nよろしいですか？	일괄 제거하면 현재 장착된 모든 장비가 제거됩니다. 계속하시겠습니까?	This will remove all currently equipped gear. Continue?						0	一键卸载二次确认
ModSystemCostNotEnough	装配战备已达负载上限	裝配戰備已達負載上限	ユニット装備が負荷上限に達しました	장착한 장비가 부하 한도에 도달했습니다.	Gear load maximum reached						0	剩余Cost不足以装配选中模组
ModSystemAutoEquipLevel	联航等级提升，已自动更新战备配置	聯航等級提升，已自動更新戰備配置	船団レベルアップ！ユニット配置を更新しました。	항해 레벨이 상승하여 장비 구성이 자동으로 업데이트되었습니다.	Voyage Level increased. Gear configuration automatically updated.						0	因升级而自动更新模组配置
ModSystemAutoEquipBuy	检测到购买新的联航战备，已自动更新战备配置	檢測到購買新的聯航戰備，已自動更新戰備配置	船団ユニットの購入を検出。配置を更新しました。	새로 구매한 항해 장비가 감지되었으며, 장비 구성이 자동으로 업데이트되었습니다.	New gear purchased. Gear configuration automatically updated.						0	因购买而自动更新模组配置
ModSystemAutoBuyAndEquip	航海家金币充足，已自动购买合适战备并更新配置	航海家金币充足，已自動購買合適戰備並更新配置	航海士コインが十分なため、ユニットを自動購入し、配置を更新しました	충분한 양의 항해사 금화를 보유하고 있으므로 자동으로 적절한 장비를 구매하고 배치를 업데이트했습니다.	Voyager Coins sufficient. Suitable gear auto-purchased and equipped.						0	3.6激浪联航-因金币足够自动购买并自动更新
ModSelectedEmpty	没有符合当前筛选结果的联航战备，请尝试切换筛选条件	沒有符合當前篩選結果的聯航戰備，請嘗試切換篩選條件	フィルタ条件に合うユニットがありません。条件を変更してください。	현재 필터 결과에 맞는 항해 장비가 없습니다. 필터 조건을 변경해 보세요.	No gear matches current filter. Try a different one.						0	筛选列表为空的提示
ModLevelUnlock	联航等级{1}级解锁	聯航等級{1}級解鎖	船団Lv.{1}必要	항해 레벨 Lv.{1}에 오픈	Requires Voyage Lv. {1}						0	尝试装备的模组未等级解锁
ModBuyUnlock	购买后解锁该战备	購買後解鎖該戰備	購入後に開放	구매 후 해당 장비 해제	Unlock after purchase						0	尝试装备的模组未购买解锁
ModMutex	已装配%s系橙色战备，无法同时装配%s系橙色战备	已裝配%s系橙色戰備，無法同時裝配%s系橙色戰備	%s系のオレンジランクユニット装備中のため、装備できません。	%s 계열 오렌지 등급 장비가 장착되었습니다. %s 계열 오렌지 등급 장비를 동시에 장착할 수 없습니다.	Orange-tier %s gear is already equipped. Cannot equip Orange-tier %s gear at the same time.						0	触发模组互斥
ModUsed	已成功切换至【%s】	已成功切換至【%s】	【%s】に切り替えました	[%s](으)로 전환되었습니다.	Switched to %s						0	切换模组方案
ModUnEquip	当前未装配战备	當前未裝配戰備	ユニット未装備	현재 장비를 장착하지 않았습니다.	Gear not equipped						0	当前未装备模组提示
ModTag1	防御强化	防禦強化	防御強化	방어 강화	Defense						0	模组Tag
ModTag2	伤害强化	傷害強化	ダメージ強化	대미지 강화	DMG						0	模组Tag
ModTag3	射击强化	射擊強化	射撃強化	사격 강화	Ballistic						0	模组Tag
ModTag4	技能强化	技能強化	スキル強化	스킬 강화	Skill						0	模组Tag
ModTag5	火炮伤害	火炮傷害	大砲ダメージ	캐논 대미지	Cannon DMG						0	模组Tag
ModTag6	火炮续航	火炮續航	大砲耐久性	캐논 지구력	Cannon Time						0	模组Tag
ModTag7	船体维护	船體維護	船体修理	선체 점검	Ship Repair						0	模组Tag
ModTag8	机炮强化	機炮強化	機関砲強化	터렛 강화	Auto Turret						0	模组Tag
ModTag9	反载强化	反載強化	対物強化	부하 방지 강화	Anti-Ship						0	模组Tag
ModTag10	控制强化	控制強化	制御強化	통제 강화	Control						0	模组Tag
ImportantAward	20级解锁名片：极光冰海	20級解鎖名片：極光冰海	Lv.20で名刺獲得	Lv.20에 명함-오로라 바다 해제	Namecard: Aurora Icy Sea unlocks at Lv. 20						0	3.6模组BP奖励
ImportantAward_Claimed	已领取	已領取	受取済み	수령 완료	Claimed						0	模组BP奖励
Diff3EmptyRecordTips	暂无远航记录，请参与远航模式后再来查看吧	暫無遠航記錄，請參與遠航模式後再來查看吧	遠航記録がありません、遠航モードに参加してから再度ご確認ください	원항 기록이 없습니다. 원항 모드에 참여한 후 다시 확인해 주세요.	No records available. Participate in Long Voyage mode first.						0	没有远航模式记录时的点击提示
ModName1	火炮手	火炮手	ガンナー	캐논	Gunner						0	火力职业1
