字符串索引	中文简体	中文繁体	日语	韩语	英语	法语	西班牙语	德语	泰语	印尼语	1=临时文案  0和不填都=正式文案	备注
Key	zh_CN	zh_TW	ja_JP	ko_KR	en_US	fr_FR	es_ES	de_DE	th_TH	id_ID	disable	Remark
muzzle001	混悬液·消音器	懸浮液·消音器	サスペンジョン・サイレンサー	서스펜션-소음기	Cough Syrup - Silencer						0	
muzzle001_des	辐射王国增强套件工厂出品，简单耐用的小口径冲锋枪消音器	輻射王國增強套組工廠出品，簡單耐用的小口徑衝鋒槍消音器	放射王国エンハンスメントキットファクトリーの製品。シンプルで耐久性に優れた小口径サブマシンガン用サウンドサプレッサー。	레디에이션 킹덤의 강화 세트 공장에서 제조. 간단하고 내구성이 높은 소구경 기관단총 소음기.	Product of Fallout Kingdom Inc. A simple and effective silencer for small-caliber SMGs.						0	
scope001	混悬液·瞄准镜	懸浮液·瞄準鏡	サスペンジョン・スコープ	서스펜션-스코프	Cough Syrup - Scope						0	
scope001_des	辐射王国增强套件工厂出品，具备一定辅助运算能力的冲锋枪用电子瞄准镜	輻射王國增強套組工廠出品，具備一定輔助運算能力的衝鋒槍用電子瞄準鏡	放射王国エンハンスメントキットファクトリーの製品。一定程度の補助演算機能付きのサブマシンガン用電子照準器。	레디에이션 킹덤의 강화 세트 공장에서 제조. 보조 계산 기능을 갖춘 기관단총 전자 스코프.	Product of Fallout Kingdom Inc. This high-tech SMG scope features a computer processor for aiming calculations.						0	
magazine001	混悬液·弹匣	懸浮液·彈匣	サスペンジョン・マガジン	서스펜션-탄창	Cough Syrup - Magazine						0	
magazine001_des	辐射王国增强套件工厂出品，使用旧零件改修而成，成本低廉的冲锋枪快拔弹匣	輻射王國增強套組工廠出品，使用舊零件改修而成，成本低廉的衝鋒槍快拔彈匣	放射王国エンハンスメントキットファクトリーの製品。旧パーツを利用して製作されたため、コストが安いサブマシンガン用クイックドロー弾倉。	레디에이션 킹덤의 강화 세트 공장에서 제조. 구식 부품 개조로 원가가 저렴한 쾌속 장전용 기관단총 탄창.	Product of Fallout Kingdom Inc. This cheap and easily replaceable magazine is part of the overall economical design of the SMG it's fitted for.						0	
grip001	混悬液·电筒	懸浮液·手電筒	サスペンジョン・トーチ	서스펜션-전술 조명	Cough Syrup - Flashlight						0	
grip001_des	辐射王国增强套件工厂出品，重点强调防摔防撞功能的冲锋枪用战术手电	輻射王國增強套組工廠出品，重點強調防摔防撞功能的衝鋒槍用戰術手電筒	放射王国エンハンスメントキットファクトリーの製品。落下や衝撃保護性能を重視したサブマシンガン用戦術懐中電灯。	레디에이션 킹덤의 강화 세트 공장에서 제조. 충격 방지 보호 기능이 탑재되어 있는 기관단총 전술 조명.	Product of Fallout Kingdom Inc. It's a tactical flashlight for SMGs. Gives operators maximum visibility when engaging in combat.						0	
muzzle002	蓝移·枪口件	藍移·槍口件	ブルーシフト・銃口パーツ	블루 시프트-총구 부품	Blueshift - Muzzle						0	
