字符串索引	中文简体	中文繁体	日语	韩语	英语	法语	西班牙语	德语	泰语	印尼语	1=临时文案  0和不填都=正式文案	备注
Key	zh_CN	zh_TW	ja_JP	ko_KR	en_US	fr_FR	es_ES	de_DE	th_TH	id_ID	disable	Remark
1	以泰坦之名……感谢您。	以泰坦之名……感謝您。	タイタンの名の下に……あなたに感謝します。	타이탄의 이름으로… 감사합니다.	The Titan's gratitude knows no bounds.						0	
2	请您也解救吾等同胞吧！	請您也解救吾等同胞吧！	どうか同胞たちを助けてください！	저희 형제들도 구원해 주세요!	Help them... help our brethren!						0	
3	这是亵渎！	這是褻瀆！	冒涜だ！	이건 모독이야!	Heresy!						0	
4	这些机器，果然是违背了神的旨意……	這些機器，果然是違背了神的旨意……	このロボット……やはり神の意志に背いた……	이 로봇들은 신의 뜻을 위배한 것이 분명해…	How can machines revolt against the Titan's will?!						0	
5	吾等的敌人！	吾等的敵人！	我らの敵！	우리의 적이 분명해!	The fallen!						0	
6	哈哈，谢啦！	哈哈，謝啦！	はは、ありがとう！	하하하, 고마워!	Heh, thanks!						0	
7	我的兄弟们也麻烦你……	我的兄弟們也麻煩你……	仲間たちのことも頼む……	우리 동료들도 부탁 좀 할게…	My guys could use a hand too...						0	
8	看着点！	看著點！	気をつけろ！	조심해!	Easy!						0	
9	这些机器都疯了不成？	這些機器都瘋了不成？	このロボット、狂ったのか？	로봇들이 전부 미쳐버린 건가?	The hell's wrong with these things?						0	
10	我忙不过来了！	我忙不過來了！	手が回らない！	정신없어!	Kinda busy over here!						0	
11	装箱中，请避让	裝箱中，請閃避	荷物を包んでいます。離れてください。	포장 중입니다. 비켜주세요.	Manipulating object, please stand back.						0	
12	保密级别验证中	保密級別驗證中	セキュリティレベル認証中です。	보안 등급을 확인 중입니다.	Verifying security clearance...						0	
13	跑马无眼，小心前方	機器人不長眼，小心前方	前方に注意してください。	전방을 주의해 주세요!	Onwards! Look out!						0	
14	开水，开水，让一让，小心开水	熱水，熱水，請借過，小心熱水	熱湯です！熱湯です！危険ですのでご注意ください！	뜨거운 물입니다! 뜨거운 물입니다! 위험하니 주의해 주세요!	It's hot, it's hot! Coming through!						0	
