字符串索引	中文简体	中文繁体	日语	韩语	英语	法语	西班牙语	德语	泰语	印尼语	1=临时文案  0和不填都=正式文案	备注
Key	zh_CN	zh_TW	ja_JP	ko_KR	en_US	fr_FR	es_ES	de_DE	th_TH	id_ID	disable	Remark
scene	互动情景·轻愈	互動情景·輕癒	ふれあいモード・癒す心	상호작용 장면·치유	Interactable Scene: Tender Cure						0	
scene_use	通过供应站购买获得	透過供應站購買獲得	配給所で購入して獲得	공급 센터 구매 스킨	Obtained through purchase in Quartermaster.						0	
scene_des	睁开些许沉重的眼睑，黄昏的淡淡暖光包裹着一个熟悉的身影，她慢慢靠近，轻轻耳语，接下来的时间都属于彼此。	睜開些許沉重的眼瞼，黃昏的淡淡暖光包裹著一個熟悉的身影，她慢慢靠近，輕輕耳語，接下來的時間都屬於彼此。	重い瞼を開けて、薄暗い黄色い光に包まれる人影を目にした。彼女はゆっくりと近づき、耳元で囁いた。ここからは、2人の時間だ。	무거운 눈꺼풀을 뜨니 따듯한 황혼의 빛이 익숙한 곳을 감싸고 있었다. 그녀는 천천히 다가오더니 부드럽게 속삭였고, 남은 시간은 서로를 위한 것이라고 했다.	As you slowly open your eyes, a familiar figure approaches. Rimmed by a halo of dusk, she leans over and whispers in your ear: "No rush, we have the rest of the day to ourselves~"						0	
scene01	互动情景·爱凝恒约	互動情景·愛凝恆約	ふれあいモード・愛の誓約	상호작용 장면·사랑의 맹세	Interactable Scene: Covenant of Frost						0	
scene01_use	通过供应站购买获得	透過供應站購買獲得	配給所で購入して獲得	공급 센터 구매 스킨	Obtained through purchase in Quartermaster.						0	
scene01_des	窗边的她似乎还有些拘谨，这是她第一次的盛装，也是她唯一且永恒的誓言，无需多言，她眼里全是长久积累的默契和无可替代的爱意。	窗邊的她似乎還有些拘謹，這是她第一次的盛裝，也是她唯一且永恆的誓言，無需多言，她眼裡全是長久積累的默契和無可替代的愛意。	窓辺の彼女はまだ少し緊張している。彼女にとってはこれが初めてのドレスであり、唯一の永遠の誓いである。彼女の目は、長い間積み重ねてきた理解とかけがえのない愛に満ちていた。	창가에 있는 그녀는 긴장한 기색이 역력하다. 이건 그녀의 첫 번째 화려한 옷차림이자 영원한 서약이기도 하다. 지금 그녀의 눈에는 오랫동안 쌓아온 신뢰와 대체 불가능한 사랑으로 가득 차 있다.	She is by the window, seemingly with a hint of shyness. This is her first dress so lavish, her first vow so eternal. But there is no need for many words — her eyes convey a profound reservoir of unspoken understanding and irreplaceable love.						0	
scene02	互动情景·恋绽恒约	互動情景·戀綻恆約	ふれあいモード・恋の誓約	상호작용 장면·설렘의 언약	Interactable Scene: Covenant of Bloom						0	
scene02_use	通过供应站购买获得	透過供應站購買獲得	配給所で購入して獲得	공급 센터 구매 스킨	Obtained through purchase in Quartermaster.						0	
scene02_des	略显庄严的氛围被她那一抹橙红划破，她一遍又一遍地要求夸奖和表达爱意，丝毫不掩饰积压已久的情感，她爱得坦荡，恋得热烈。	略顯莊嚴的氛圍被她那一抹橙紅劃破，她一遍又一遍地要求誇獎和表達愛意，絲毫不掩飾積壓已久的情感，她愛得坦蕩，戀得熱烈。	少し荘厳な雰囲気が橙色によって引き裂かれた。彼女は賞賛と愛の表現を何度も求め、長い間溜め込んでいた感情を隠すことなく、堂々と、熱烈に愛していた。	오렌지 레드 컬러가 엄숙한 분위기를 무색하게 한다. 그녀는 거듭 칭찬과 애정 표현을 요구했고 쌓인 감정을 조금도 숨기지 않았다. 그녀는 당당하고 열정적으로 사랑한다.	Her touch of orange and red brings energetic radiance to the slightly ceremonial atmosphere. She asks again and again for praise and love, with no attempt to hide her long-accumulated feelings. Her passion is fueled by a sincere heart.						0	
scene03	互动情景·绚洋	互動情景·絢洋	ふれあいモード・晴れる海	상호작용 장면·화려한 바다	Interactable Scene: Sea of Allure						0	
scene03_use	通过供应站购买获得	透過供應站購買獲得	配給所で購入して獲得	공급 센터 구매 스킨	Obtained through purchase in Quartermaster.						0	
