字符串索引	中文简体	中文繁体	日语	韩语	英语	法语	西班牙语	德语	泰语	印尼语	1=临时文案  0和不填都=正式文案	备注
Key	zh_CN	zh_TW	ja_JP	ko_KR	en_US	fr_FR	es_ES	de_DE	th_TH	id_ID	disable	Remark
RewardGeted	重复领取奖励	重複領取獎勵	既に受け取りました	보상 중복 수령	Already claimed						0	
NotFinished	请完成当前所有任务	請完成當前所有任務	現在のすべてのミッションをクリアしてください	현재의 모든 미션을 완료해 주세요.	Please complete all current missions						0	
type1	日常	日常	デイリー	일일	Daily						0	
type2	定期	定期	定期	정기	Seasonal						0	
type3	目标	目標	目標	목표	Target						0	
icon1	日常	日常	デイリー	일일	Daily						0	
icon2	周常	週常	ウィークリー	주간	Weekly						0	
icon3	定期	定期	定期	정기	Seasonal						0	
icon4	常驻	常駐	常設	상시	Permanent						0	
icon5	活动	活動	イベント	이벤트	Event						0	
icon6	限时	限時	期間限定	한정	Limited-Time						0	
GoTo	前往	前往	向かう	바로가기	Go						0	
Receive	领取	領取	受取	수령	Claim						0	
Received	已领取	已領取	受取済み	수령 완료	Claimed						0	
NotOpen	请先完成当前阶段所有任务	請先完成當前階段所有任務	すべてのミッションをクリアしてください	현재 진행 중인 미션을 먼저 완료해 주세요.	Please complete all missions for current phase first						0	
GetReward	请先领取当前阶段的总奖励	請先領取當前階段的總獎勵	現在のステージの総報酬を受け取ってください	현재 진행 중인 보상을 먼저 수령해 주세요.	Please claim your rewards from the current phase first						0	
PreNotFinished	请先完成前置任务	請先完成前置任務	前提ミッションをクリアしてください	이전 미션을 먼저 완료해 주세요.	Prerequisite mission incomplete						0	
LockNoOpen	当前任务还未开放	當前任務還未開放	未開放のミッションです	현재 미션이 잠겨있습니다.	Mission not yet available						0	
CompleteStrap	当前主线任务已全部完成	當前主線任務已全部完成	今のメインミッションは全部クリアしました	현재 모든 메인 미션을 완료하였습니다.	All main story tasks completed						0	
Story01	降临于人间	降臨於人間	人の世に降臨	강림에 따른 재앙	Man Lost to Time						0	
Story02	引发灾祸之物	引發災禍之物	災禍をもたらすモノ	재앙의 불씨	Underground Descension						0	
Story03	虚假的光	虛假的光	偽の光	허위적인 빛	Strange Light						0	
Story04	雪中巨影	雪中巨影	キオーンの中の巨影	눈 속의 그림자	Giant Shadow in the Snow						0	
Story05	虔诚末路	虔誠末路	敬虔な末路	신앙의 말로	A Righteous End						0	
Story06	隐喻苏醒	隱喻甦醒	蘇生を暗喩	은유적 회생	A Three-Person Trip						0	
Story07	草蛇灰	草蛇灰	かすかな手がかり	초사회선	Sky Tower's Fuse						0	
Story08	个体与群落	個體與群落	個体と集団	개체와 집단	The God of War and Cats						0	
Story09	被掏空的树	被掏空的樹	空洞のデンドロン	텅 빈 나무	Hollowed Tree						0	
Story10	洞开的门	洞開的門	大きく開いたドア	개방된 문	Door Wide Open						0	
Story11	转向未知	轉向未知	未知へ	미지를 향해	Turn To the Unknown						0	
Story12	歌唱于九界	歌唱於九界	九界で歌う	구계의 노래	Songs of the Nine Realms						0	
Story13	不可直呼其名	不可直呼其名	呼び捨て禁止	부를 수 없는 이름	Forbidden Name						0	
Name1	路过的分析员	路過的分析員	通りすがりの分析員	비기닝 스텝	Passing-By Adjutant						0	
Describe1	完成任意关卡%d次	完成任意關卡%d次	任意のステージを合計%d回クリア	임의의 스테이지 %d회 완료하기	Complete any stage %d time(s)						0	
Name2	过度劳累后	過度勞累後	無理をした後	과로 후	After the Grind						0	
Describe2	消耗感知%d点	消耗感知%d點	センスを%d点消費	감지 %dpt 소모하기	Consume %d Presence						0	
Name3	必须有谁来做	必須有誰來做	誰かがやらなければ	반드시 해야 할 일	Well, Someone Has to Do It						0	
Describe3	击败敌人%d个	擊敗敵人%d個	敵を%d体撃破	타깃 %d개 처치하기	Defeat %d enemies						0	
Name4	传说诞生之时	傳說誕生之時	レジェンドが生まれる時	전설의 탄생	A Legend Is Born						0	
Describe4	击败精英目标%d个	擊敗精英目標%d個	エリート敵を%d体撃破	엘리트 타깃 %d개 처치하기	Defeat %d Elite enemies						0	
Name5	成长快乐	成長快樂	育てる喜び	디벨롭	A Happy Upbringing						0	
Describe5	将任意队员升级%d次	將任意隊員升級%d次	任意の隊員を%d回レベルアップさせる	임의의 팀원 %d회 레벨업하기	Upgrade any operative %d time(s)						0	
Name6	火之高兴	火之高興	火の喜び	스트랭스	Joy of Fire						0	
Describe6	将任意武器升级%d次	將任意武器升級%d次	任意の武器を%d回レベルアップさせる	임의의 무기 %d회 레벨업하기	Upgrade any weapon %d time(s)						0	
Name7	散尽还复来	散盡還復來	使い果たしても	재기	Gone and Back						0	
Describe7	使用通用银%d	使用通用銀%d	シルバギボスを%d枚消費	실버 코인 %d 사용하기	Use %d SilverBuck						0	
Name8	仓鼠初长成	倉鼠初長成	はじめのいーっぽ！	첫 걸음	A Hamster's Maturation						0	
Describe8	完成常规行动:富饶之壶%d次	完成常規行動:富饒之壺%d次	ルーチン作戦-豊穣の壺を%d回クリア	일반 전투: 풍요로운 주전자 %d회 완료하기	Complete Operation: Pot of Plenty %d time(s)						0	
Describe8_1	完成常规行动:百足之市%d次	完成常規行動:百足之市%d次	ルーチン作戦-ムカデの市を%d回クリア	일반 전투: 암시장 %d회 완료하기	Complete Operation: Black Market %d time(s)						0	
Describe8_2	完成常规行动%d次	完成常規行動%d次	ルーチン作戦を%d回クリア	일반 전투 %d회 완료하기	Complete Operations %d time(s)						0	
Describe8_2_1	完成常规行动:止战之人%d次	完成常規行動:止戰之人%d次	ルーチン作戦-戦争を止める人を%d回クリア	일반 전투: 피스 메이커 %d회 완료하기	Complete Operation: Peacemaker %d time(s)						0	
Describe8_2_2	完成常规行动:重铸之炎%d次	完成常規行動:重鑄之炎%d次	ルーチン作戦-再生の炎を%d回クリア	일반 전투: 재련의 화염 %d회 완료하기	Complete Operation: Reforging Flames %d time(s)						0	
Describe8_2_3	完成常规行动:永冬之境%d次	完成常規行動:永冬之境%d次	ルーチン作戦-常冬の国を%d回クリア	일반 전투: 프로즌 엠파이어 %d회 완료하기	Complete Operation: Realm of Eternal Winter %d time(s)						0	
Describe8_2_4	完成常规行动:无限之城%d次	完成常規行動:無限之城%d次	ルーチン作戦-無限城を%d回クリア	일반 전투: 무한 도시 %d회 완료하기	Complete Operation: Infinite City %d time(s)						0	
Describe8_2_1_1	完成【普通】常规行动:止战之人%d次	完成【普通】常規行動:止戰之人%d次	ルーチン作戦【ノーマル】-戦争を止める人を%d回クリア	일반 전투 [일반]: 피스 메이커 %d회 완료하기	Complete Operation on Normal Mode: Peacemaker %d time(s)						0	
Describe8_2_1_2	完成【普通】常规行动:重铸之炎%d次	完成【普通】常規行動:重鑄之炎%d次	ルーチン作戦【ノーマル】-再生の炎を%d回クリア	일반 전투 [일반]: 재련의 화염 %d회 완료하기	Complete Operation on Normal Mode: Reforging Flames %d time(s)						0	
Describe8_2_1_3	完成【普通】常规行动:永冬之境%d次	完成【普通】常規行動:永冬之境%d次	ルーチン作戦【ノーマル】-常冬の国を%d回クリア	일반 전투 [일반]: 프로즌 엠파이어 %d회 완료하기	Complete Operation on Normal Mode: Realm of Eternal Winter %d time(s)						0	
Describe8_2_1_4	完成【普通】常规行动:无限之城%d次	完成【普通】常規行動:無限之城%d次	ルーチン作戦【ノーマル】-無限城を%d回クリア	일반 전투 [일반]: 무한 도시 %d회 완료하기	Complete Operation on Normal Mode: Infinite City %d time(s)						0	
