字符串索引	中文简体	中文繁体	日语	韩语	英语	法语	西班牙语	德语	泰语	印尼语	1=临时文案  0和不填都=正式文案	备注
Key	zh_CN	zh_TW	ja_JP	ko_KR	en_US	fr_FR	es_ES	de_DE	th_TH	id_ID	disable	Remark
SetMAXFPS	设置帧数	設定影格數	フレームレート設定	프레임 수 설정	FPS						1000	
NPCID	NPC ID	NPC ID	NPC ID	NPC ID	NPC ID						1000	
NPCNum	NPC数量	NPC數量	NPCの数	NPC 수량	NPC Numbers						1000	
NPCLevel	NPC等级	NPC等級	NPCのレベル	NPC 레벨	NPC Level						1000	
NPCSkill1	NPC技能１	NPC技能１	NPCスキル1	NPC 스킬1	NPC Skill 1						1000	
NPCSkill2	NPC技能２	NPC技能２	NPCスキル2	NPC 스킬2	NPC Skill 2						1000	
SpecialProperties	特殊属性	特殊屬性	特殊属性	특수 속성	Special Attribute						1000	
OpenAppointGuide	指定索引	指定索引	指定インデックス	지정 인덱스	Specified Guide						1000	
Boss_Level_Id	BossID	BossID	BossID	보스 ID	Boss ID						1000	
Boss_Level_Integral	分数	分數	点数	점수	Points						1000	
Role_UseNum	指定数量	指定數量	指定数量	지정 수량	Specified Number						1000	
Tower_Time	期数ID（0:恢复）	期數ID（0:恢復）	期数ID（0:リカバリー）	기수 ID(0: 회복)	Round ID (0: Restore)						1000	
Tower_Type	1:普通关 2:周期关	1:普通關2:週期關	1:ノーマルステージ 2:周期ステージ	1: 일반 스테이지 2: 주기 스테이지	1. Normal Stage 2. Cycle Stage						1000	
Tower_Layer	层（0:全解锁）	層（0:全解鎖）	層（0:全開放）	층(0: 전체 오픈)	Section (0: Fully unlocked)						1000	
Boss_Level_Time	期数ID（0:恢复）	期數ID（0:恢復）	期数ID（0:リカバリー）	기수 ID(0: 회복)	Round ID (0: Restore)						1000	
Boss_Level_Diff	难度	難度	難易度	난이도	Difficulty						1000	
OnlineLevel_Id	关卡ID（0:恢复）	關卡ID（0:恢復）	ステージID（0:リカバリー）	스테이지 ID(0: 회복)	Stage ID (0: Restore)						1000	
Online_Id	期数ID（0:恢复）	期數ID（0:恢復）	期数ID（0:リカバリー）	기수 ID(0: 회복)	Round ID (0: Restore)						1000	
Online_Value	精神协作值（0:清空）	精神協作值（0:清空）	精神連携値（0:リカバリー）	가상 협력 수치(0: 리셋)	Neural Connection (0: Clear all)						1000	
PoolID	蛋池ID	蛋池ID	ガチャID	에그풀 ID	Prize pool ID						1000	
nTime	设置抽卡次数	設定抽卡次數	引く回数を設定	가챠 횟수 설정	Set draw count						1000	
