字符串索引	中文简体	中文繁体	日语	韩语	英语	法语	西班牙语	德语	泰语	印尼语	1=临时文案  0和不填都=正式文案	备注
Key	zh_CN	zh_TW	ja_JP	ko_KR	en_US	fr_FR	es_ES	de_DE	th_TH	id_ID	disable	Remark
vircapture_base01	下班	下班	退勤	제거	Undeploy						0	
vircapture_base02	cost已达上限	cost已達上限	Costが上限に達しました	Cost가 최대치에 도달했습니다.	Cost limit exceeded						0	
vircapture_base03	编队数量上限：%s	編隊數量上限：%s	チーム編成上限：%s	파티 인원 최대치: %s	Party Unit Limit: %s						0	
vircapture_base04	每队Cost上限：%s	每隊cost上限：%s	チームCost上限：%s	각 팀 Cost 상한: %s	Party Cost Limit: %s						0	
vircapture_base05	开拓进程	開拓進程	開拓進度	개척 진도	Trailblaze Progress						0	
vircapture_base06	开拓奖励列表	開拓獎勵列表	開拓報酬一覧	개척 보상 목록	Trailblaze Rewards						0	
vircapture_base07	当前开拓进度				Trailblaze Progress						1	
vircapture_base08	是否消耗【再来一次】快速为当前区域补货？	是否消耗【再來一次】快速為當前區域補貨？	【もう一回】を消費して、当該エリアの人員をすぐ補充しますか？	[재시도]를 소모하여 현재 구역에 보급하시겠습니까?	Consume One More Time to replenish the current area now?						0	
vircapture_base09	星球环境似乎对天启者影响很大，队员的战斗能力将大幅降低	星球環境似乎對天啟者影響很大，隊員的戰鬥能力將大幅降低	惑星内の環境は覚醒者に大きな影響を与え、隊員の戦闘能力が大幅にダウンする。	스타 환경이 계시자에게 큰 영향을 미치는 것으로 보여 팀원들의 전투력이 크게 하락할 것으로 보입니다.	Planet environment substantially decreases the combat effectiveness of Manifestations.						1	
vircapture_base10	伙伴等级：%s	夥伴等級：%s	仲間レベル：%s	파트너 레벨: %s	Unit Level: %s						0	
vircapture_base11	【再来一次】数量不足	【再來一次】數量不足	【もう一回】の回数が足りません	[재시도] 수량 부족	Insufficient One More Time						0	
vircapture_base12	编队数量已达上限	編隊數量已達上限	チーム編成の上限に達しました	파티 수량이 이미 최대치에 도달했습니다	Party unit limit reached						0	
vircapture_base13	提升开拓等级后解锁	提升開拓等級後解鎖	開拓レベルを上げて解放	개척 레벨 증가 후 오픈	Unlock after increasing Trailblaze Level						0	
vircapture_base14	受星球环境影响，敌人和伙伴战斗能力大幅增强	受星球環境影響，敵人和夥伴戰鬥能力大幅增強	敵と仲間の戦闘能力は、惑星の環境によって大きく向上する	스타 환경으로 인해 타깃과 파트너의 전투 능력이 대폭 향상한다	Planet environment substantially increases the combat effectiveness of enemies and your units.						0	
vircapture_base15	开拓等级达到%s后可领取	開拓等級達到%s後可領取	開拓レベルが%sに達すれば獲得できる	개척 레벨 Lv.%s 달성 후 획득	Can claim after reaching Trailblaze Lv. %s						0	
vircapture_base16	解雇	解僱	解任	제거	Release						0	
vircapture_base17	编队中伙伴不可解雇	編隊中夥伴不可解僱	編成中の仲間を解任することはできません	편성 중에는 파트너를 제거할 수 없습니다	Cannot release units a party						0	
vircapture_base18	开拓等级达到%s级后解锁	開拓等級達到%s級後解鎖	開拓レベルがLv%sに達すると開放	개척 레벨 Lv.%s 달성 후 오픈	Unlock after reaching Trailblaze Lv. %s						0	
vircapture_base19	本次行动尚未完成，是否提前结算？	本次行動尚未完成，是否提前結算？	この作戦はまだ完了していません。諦めますか？	아직 전투 중입니다. 사전에 결산을 진행하시겠습니까?	Mission isn't complete. End now and calculate results anyway?						0	
vircapture_base20	下一阶	下一階	次の段階	다음 단계	Next Level						0	
vircapture_base21	右键新建：新建文件夹！	右鍵新建：新建文件夾！	右クリック：新規フォルダを作成！	우측 버튼 클릭 시 신규 파일 생성	Right-click to create a new folder!						0	
vircapture_base22	收编名额不够了，请先解雇部分伙伴	收編名額不夠了，請先解僱部分夥伴！	仲間の収容数が上限に達しています。一部の仲間を解任してください	편성 수가 부족합니다. 먼저 일부 파트너를 제거해 주세요.	No room for new units. Please release some units first.						0	
vircapture_base23	超强目标已出现！！！	超強目標已出現！！！	スーパーターゲット出現！	강력 타깃 출현!!!	Epic target appeared!!!						0	
vircapture_base24	升阶成功	升階成功	LvUP成功	레벨업 완료	Upgrade successful						0	
vircapture_base25	本日【%s】可劝降次数已达上限	本日【%s】可勸降次數已達上限	本日【%s】説得可能回数が上限に達した	금일 투항 가능 횟수 [%s] 최대치 도달	Daily capture limit for %s reached						0	
vircapture_base26	本日劝降可获得经验已达上限	本日勸降可獲得經驗已達上限	本日の獲得できる説得EXPが上限に達した	금일 투항으로 획득 가능한 EXP 최대치 도달	Daily capture EXP limit reached						0	
vircapture_TrialEnd	距离试炼结束	距離試煉結束	試練終了まで：	테스트 종료까지	Trial ends in 						0	
vircapture_TrialStart	距离试炼开启	距離試煉開啟	試練開放まで：	테스트 시작까지	Trial starts in 						0	
vircapture_TrialTips	本轮试炼已结束，麻烦下次赶早！	這輪試煉已結束，麻煩下次趕早！	今回の試練は終了しました。今度は早めに来てください！	본 테스트는 이미 종료되었습니다. 다음번에 다시 체험해 주시기 바랍니다.	This trial period has ended. Come earlier next time!						0	
vircapture_BossLock	超强目标候场中	超強目標候場中	スーパーターゲット待機中	강력 타깃 대기 중	Epic target awaiting						0	
vircapture_BossLockTips	伙伴岛解锁【遗迹区】后，超强目标正式登场！	夥伴島解鎖【遺跡區】後，超強目標正式登場！	仲間島の【遺跡エリア】が開放されると、スーパーターゲットが正式に登場！	파트너 섬에서 [유적 구역]을 오픈하면 강력 타깃이 정식으로 등장하게 됩니다!	Epic targets will emerge after unlocking the Ruins Area on Buddy Island!						0	
vircapture_BossLockTips2	探险岛解锁【岩谷区】后，超强目标正式登场！	探險島解鎖【岩谷區】後，超強目標正式登場！	探検島の【岩谷エリア】が開放されると、スーパーターゲットが正式に登場！	탐험 섬에서 [암굴 구역]을 해제하면 강력한 타깃이 등장하게 됩니다!	Epic targets will emerge after unlocking the [Rock Valley Area] on Explorer Island!						0	
vircapture_BossLockTips3	是否快速前往伙伴岛遗迹区与尖尖耳对话，了解探险岛解锁线索？	是否快速前往夥伴島遺跡區與尖尖耳對話，了解探險島解鎖線索？	いますぐ仲間島遺跡エリアに向かい、ウサミミと会話して探検島の解放に関する手がかりを聞きますか？	파트너 섬 유적지로 이동해서 뾰족귀와 대화하고 탐험 섬 해제 단서를 알아보시겠습니까?	Teleport to the Buddy Island Ruins Area and talk to Sharpear for Explorer Island clues now?						0	
vircapture_BossLockTips4	在开拓等级低于%s级期间，每次获得开拓经验均有1.5倍的加成效果。	在開拓等級低於%s級期間，每次獲得開拓經驗均有1.5倍的加成效果。	開拓レベルがLv.%s以下の場合、開拓EXPが1.5倍になります。	개척 레벨이 %s 이하일 경우, 개척 경험치를 얻을 때마다 1.5배의 보너스 효과가 있습니다.	When below Trailblaze Lv. %s, enjoy a 50%% bonus whenever obtaining Trailblaze EXP.						0	
vircapture_TPLockTips	伙伴岛【遗迹区】尚未解锁	夥伴島【遺跡區】尚未解鎖	仲間島の【遺跡エリア】は未解放です	파트너 섬 [유적지]가 아직 해제되지 않았습니다.	Buddy Island - [Ruins Area] Still Locked						0	
vircapture_ADTitle	不删档测试开启，玩到就是赚到！	不刪檔測試開啟，玩到就是賺到！	データが引き継がれるテスト開放、早速やってみましょう！	데이터 초기화가 없는 테스트 건으로 플레이만으로 이득을 취하실 수 있습니다.	The open beta is live! Play now!						0	
vircapture_ADContent	不一样的地图（虽然很小），更强大的伙伴（虽然不多），全新的冒险！期待你的加入！	不一樣的地圖（雖然很小），更強大的夥伴（雖然不多），全新的冒險！期待你的加入！	新しい地図（小さいけど）、更に強い仲間（多くはないけど）、新しい冒険が待っています！	차별화된 지도, 차별화된 파트너, 완전히 새로운 모험! 많은 참여 바랍니다!	Explore a new (but small) map, team up with powerful units (though few in number), and embark on a fresh adventure! Join the fun!						0	
vircapture_ADContent2	【新星开拓】这可是安卡希雅打造的全新力作！独树一帜的探索劝降玩法！分析员可以自由地探索游戏世界，劝降收编各色目标组建自己的队伍。还有钓鱼的等更多趣味内容等待着分析员哦！	【新星開拓】可是安卡希雅打造的全新力作！獨樹一幟的探索勸降玩法！分析員可以自由地探索遊戲世界，勸降收編各色目標組建自己的隊伍。還有釣魚等更多趣味內容等待著分析員哦！	【惑星開拓】\nアカシア渾身の一作！ユニークな探索・説得モードで、ゲーム世界を自由に駆け回れ。さまざまなターゲットを仲間にし、最強チームを築き上げよう。釣りなどのサブ要素も満載だよ！	[신성 개척] 아카시아의 최신작, 독특한 탐사 투항 콘텐츠! 분석가님은 자유롭게 게임 세계를 탐사하며 다양한 타깃을 투항시켜 자신의 팀을 만들 수 있습니다. 또한 낚시 등 흥미로운 콘텐츠도 기다리고 있습니다!	Star Master: A brand-new masterpiece by Acacia! Explore the world, capture and recruit units to build your team, and try out fun features like fishing and more!						0	新星开拓常驻活动页介绍
vircapture_ADTitle2	分析员专属测试服，体验最新版本内容	分析員專屬測試服，體驗最新版本內容	分析員専用のテストサーバー、最新の内容をいち早く体験！	분석가 전용 테스트 서버. 최신 버전의 콘텐츠를 체험해 보세요.	Adjutant-Exclusive Test Server: Experience the Latest Version						0	新星开拓常驻活动页副标题
