字符串索引	中文简体	中文繁体	日语	韩语	英语	法语	西班牙语	德语	泰语	印尼语	1=临时文案  0和不填都=正式文案	备注
Key	zh_CN	zh_TW	ja_JP	ko_KR	en_US	fr_FR	es_ES	de_DE	th_TH	id_ID	disable	Remark
partymode1	竞速赛	競速賽	速度勝負	경주 대회	Race						0	
partymode2	生存赛	生存賽	サバイバル	생존 대회	Survival						0	
partymode3	抢分赛	搶分賽	ポイントマッチ	점수 쟁탈 대회	Score						0	
partymode4	捉迷藏	捉迷藏	かくれんぼ	숨바꼭질	Hide & Seek						0	2.7海姆向前冲
partymode5	优化吧	優化吧	同化しよう	최적화!	Assimilation						0	3.2海姆优化作战
partymode6	决战哈姆	決戰哈姆	対ハム決戦	햄! 결전!	H.A.M.M. Showdown						0	3.5海姆优化作战
partygoal	冲关目标	衝關目標	チャレンジ目標	돌파 목표	Goal						0	
partyZbugGoal	行动目标	行動目標	作戦目標	미션 목표	Objective						0	3.2海姆优化作战
partyZbugGoal_des1	优化所有海姆大玩家，重振哈姆军团！	優化所有海姆大玩家，重振哈姆軍團！	「ヘイムボーイ」を同化し、我々「ハム軍団」を最強にする！	모든 헤임달 히어로를 최적화하고, 햄 군단을 재건하자!	Assimilate all H.E.R.O.s and grow the H.A.M.M. Legion!						0	3.2海姆优化作战
partyZbugGoal_des2	击败哈姆，并且战斗到最后一刻！	擊敗哈姆，並且戰鬥到最後一刻！	「ハム軍団」を撃破し、最後まで戦い抜く！	'햄'을 격파하고, 마지막 순간까지 전투하자!	Defeat H.A.M.M.s and survive to the end!						0	3.2海姆优化作战
partynum1	完成人数	完成人數	クリア人数	완료 인원수	Finishers						0	
partynum2	存活人数	存活人數	生存者数	생존 인원수	Survivors						0	
partynum3	抢分进度	搶分進度	ポイント進行度	점수 쟁탈 진도	Progress						0	
partynum4	剩余躲藏者	剩餘躲避方	残りの逃走側	남은 도망자	Hiders Left						0	2.7海姆向前冲
partynum5	当前积分	目前積分	現在のポイント	현재 점수	Current Score						0	3.6海姆向前冲
partywait	等待其他冲关选手进入……	等待其他衝關選手進入……	他の選手の参加を待っています……	다른 돌파 선수들이 들어오기를 기다리는 중…	Rallying the contestants...						0	
partygo_level9600	滚筒冲刺	滾筒衝刺	ローラーダッシュ	롤 스퍼트	Rolling Rush						0	
partygo_level9601	混合障碍赛	混合障礙賽	障害物競走	각종 장애물 대회	Mixed Mania						0	
partygo_level9602	涡轮风车	渦輪風車	タービン風車	풍력 터빈	Turbo Turbines						0	
partygo_level9603	旋转、弹弹！	旋轉、彈！	回って、飛び跳ねる！	회전하는 풍차	Spin and Spring						0	
partygo_level9604	摇摆重锤	搖擺重錘	振り子ハンマー	흔들리는 중량추	Hammer Havoc						0	
partygo_level9605	勇往直前	勇往直前	ゴーアヘッド	타이밍 돌진	Courageous Charge						0	
partygo_level9606	撞门挑战	撞門挑戰	扉の向こうへ	문 챌린지	Doorcrash Dash						0	
partygo_level9607	跷跷躲避球	蹺蹺躲避球	バランスドッジボール	시소와 공	Balance Bonanza						0	
partygo_level9608	传送带逃脱	傳送帶逃脫	ベルトコンベア脱出	컨베이어 벨트 탈출	Conveyor Craze						0	
partygo_level9609	“恐高症”	「懼高症」	「高所恐怖症」	고소공포증	Platform Peril						0	
partygo_level9610	圆环大作战	圓環大作戰	円環大作戦	링 대작전	Ring-Jump Rodeo						0	
partygo_level9611	金币大作战	金幣大作戰	コイン大作戦	골드 대작전	Coin-Grab Chaos						0	
partygo_level9600_des	注意不要从滚筒掉下，<span color="#ffc500">全速冲向终点吧！</>	注意不要從滾筒掉下，<span color="#ffc500">全速衝向終點吧！</>	ローラーから落ちるな！<span color="#ffc500">ゴールに向かって走り抜けろ！</>	롤에서 떨어지지 않도록 주의하고, <span color="#ffc500">전력을 다해 결승점까지 질주하자!</>	Keep your balance on the rollers, and <span color="#ffc500">race to the finish!</>						0	
partygo_level9601_des	越过各类障碍，<span color="#ffc500">全速冲向终点吧！</>	越過各類障礙，<span color="#ffc500">全速衝向終點吧！</>	障害物を乗り越えて、<span color="#ffc500">ゴールを目指せ！</>	각종 장애물을 통과하고, <span color="#ffc500">전속력으로 결승점까지 질주하세요!</>	Get past the various obstacles, and <span color="#ffc500">race to the finish!</>						0	
partygo_level9602_des	在不断旋转的风车扇叶上找到落脚点，<span color="#ffc500">全速冲向终点吧！</>	在不斷旋轉的風車扇葉上找到落腳點，<span color="#ffc500">全速衝向終點吧！</>	風車の足場を見つけろ！<span color="#ffc500">そしてゴールへ！</>	끊임없이 회전하는 풍차의 날개 위에서 발판을 찾고, <span color="#ffc500">전력을 다해 결승점까지 질주하자!</>	Safely jump between the spinning fans, and <span color="#ffc500">race to the finish!</>						0	
partygo_level9603_des	在高速旋转的盘子上前进，并躲避弹力方块，<span color="#ffc500">全速冲向终点吧！</>	在高速旋轉的盤子上前進，並躲避彈性方塊，<span color="#ffc500">全速衝向終點！</>	回転する円盤を進みながら、跳ねるブロックを避けろ！<span color="#ffc500">目指すのはゴール！</>	고속 회전판 위에서 전진하고, 탄성 블록을 피하며, <span color="#ffc500">전력을 다해 결승점까지 질주하자!</>	Navigate the spinning plates and avoid the bouncy blocks, and <span color="#ffc500">race to the finish!</>						0	
partygo_level9604_des	躲开多种摆锤的撞击，<span color="#ffc500">全速冲向终点吧！</>	躲開多種擺錘的撞擊，<span color="#ffc500">全速衝向終點吧！</>	様々な振り子ハンマーを躱せ！<span color="#ffc500">ゴールに向かって全速前進！</>	다양한 추의 공격을 피하고, <span color="#ffc500">전력을 다해 결승점까지 질주하자!</>	Dodge the swinging hammers, and <span color="#ffc500">race to the finish!</>						0	
partygo_level9605_des	找准时机穿越挡板障碍，<span color="#ffc500">全速冲向终点吧！</>	找準時機穿越擋板障礙，<span color="#ffc500">全速衝向終點吧！</>	タイミングを見計らって障害物の板を越えろ！<span color="#ffc500">ゴールまで突き進め！</>	적절한 타이밍에 장애물을 통과하고, <span color="#ffc500">전력을 다해 결승점까지 질주하자!</>	Slip through the blockers at the right time, and <span color="#ffc500">race to the finish!</>						0	
