字符串索引	中文简体	中文繁体	日语	韩语	英语	法语	西班牙语	德语	泰语	印尼语	1=临时文案  0和不填都=正式文案	备注
Key	zh_CN	zh_TW	ja_JP	ko_KR	en_US	fr_FR	es_ES	de_DE	th_TH	id_ID	disable	Remark
move	喂喂这里是指挥中心，逃生舱回收行动开始。听到的话就<span color="#ee4735">按住左侧区域</>动起来。	喂喂這裡是指揮中心，逃生艙回收行動開始。聽到的話就<span color="#ee4735">按住左側區域</>動起來。	こちら司令部。脱出ポッド回収作戦開始です。聞こえましたら<span color="#ee4735">画面左側を押して</>移動してください。	아, 아, 여기는 지휘 센터. 지금부터 탈출선 회수 작전을 시행해야해요. 제 말이 들리면 <span color="#ee4735">왼쪽 구역</>으로 이동해 보세요.	Hello, this is command central. We'll be starting the operation to recover the escape pod. First, <span color="#ee4735">Press and hold the left area</> of your screen to move.						0	
movepc	喂喂这里是指挥中心，逃生舱回收行动开始。听到的话就<span color="#ee4735">按方向键%s、%s、%s、%s</>动起来。	喂喂這裡是指揮中心，逃生艙回收行動開始。聽到的話就<span color="#ee4735">按方向鍵%s、%s、%s、%s</>動起來。	こちら司令部。脱出ポッド回収作戦開始です。聞こえましたら<span color="#ee4735">%s、%s、%s、%sを押して</>移動してください。	아, 아, 여기는 지휘 센터. 지금부터 탈출선 회수 작전을 시행해야해요. 제 말이 들리면 <span color="#ee4735">방향키 %s, %s, %s, %s를 눌러</> 이동해 보세요.	Hello, this is Command Central. We'll be starting the operation to recover the escape pod now. First, start moving by pressing <span color="#ee4735">the %s, %s, %s, and %s keys</>.						0	
movehandle	喂喂这里是指挥中心，逃生舱回收行动开始。听到的话就<span color="#ee4735">推动左摇杆</><img src="icon.LS"/>动起来。	喂喂這裡是指揮中心，逃生艙回收行動開始。聽到的話就<span color="#ee4735">推動左搖桿</><img src="icon.LS"/>動起來。	こちら司令部。脱出ポッド回収作戦開始です。聞こえましたら<span color="#ee4735">左スティック</>で移動してください。	아, 아, 여기는 지휘 센터. 지금부터 탈출선 회수 작전을 시행해야해요. 제 말이 들리면 <span color="#ee4735">좌측 스틱</><img src="icon.LS"/>을 조작해서 움직여 보세요.	Hello, this is command central. We'll be starting the operation to recover the escape pod. First, <span color="#ee4735">push the left joystick</><img src="icon.LS"/> to move.						0	
Auto_tip1	使用准星瞄准敌人，你所装备的智能枪械会<span color="#ee4735">自动开火</>。	 使用準星瞄準敵人，你所裝備的智慧槍械會<span color="#ee4735">自動開火</>。 	照準で敵を狙うと、装備してるスマート銃器により<span color="#ee4735">自動射撃</>が開始します。	조준기로 타깃을 조준하면, 장착하고 있는 스마트 총기로 <span color="#ee4735">자동 사격</>을 사용할 수 있어요.	Aim at an enemy in the crosshairs, and your smart gun will <span color="#ee4735">automatically fire</>.						0	
Auto_tip1pc	使用准星瞄准敌人，然后<span color="#ee4735">点击%s</>开火射击。	使用準星瞄準敵人，然後<span color="#ee4735">點擊%s</>開火射擊。	敵に照準を合わせたら、<span color="#ee4735">%sをクリックして</>攻撃しましょう。	조준기로 타깃을 조준하고, <span color="#ee4735">%s 버튼을 눌러</> 사격해 보세요.	Aim at an enemy in the crosshairs, then use <span color="#ee4735">%s</> to fire.						0	
Auto_tip1handle	使用准星瞄准敌人，然后点击%s开火射击。	使用準星瞄準敵人，然後點擊%s開火射擊。	敵に照準を合わせたら、%sボタンを押して攻撃しましょう。	조준기로 타깃을 조준하고, %s 버튼을 눌러 사격해 보세요.	Aim at an enemy in the crosshairs, then press %s to fire.						0	
simpleshooting	当前已开启<span color="#ee4735">智能瞄准</>，目标敌人进入辅助瞄准框内，按住<span color="#ee4735">开火按钮</>可自动索敌并进行射击。	當前已開啟<span color="#ee4735">智能瞄準</>，目標敵人進入輔助瞄準框內，按住<span color="#ee4735">開火按钮</>可自動索敵並進行射擊。	現在<span color="#ee4735">スマートエイム</>が発動中です、敵が照準範囲内に入ったら、<span color="#ee4735">射撃ボタン</>を押すと自動的に敵を狙って射撃できます。	<span color="#ee4735">스마트 조준</>이 활성화 됐어요. 목표 타깃이 조준 보조 범위에 들어올 때, <span color="#ee4735">사격 버튼</>을 누르면 자동으로 타깃을 탐색하고 공격할 수 있어요.	<span color="#ee4735">Smart Aim</> is currently enabled. When an enemy is in the aim-assist reticle, pressing the <span color="#ee4735">Fire button</> will automatically lock on to the target and shoot.						0	
pause	<span color="#ee4735">设置终端</>已经开启，在暂停菜单中进入设置终端即可对各类选项进行调整。	<span color="#ee4735">終端設定</>已經開啟，在暫停功能表中進入終端設定即可對各類選項進行調整。	<span color="#ee4735">詳細設定</>が開放しました、一時停止メニューで詳細設定に入り各設定の調整が可能です。	<span color="#ee4735">단말기 설정</>이 오픈됐어요. 일시 정지 메뉴를 통해 단말기 설정으로 들어가시면 각종 옵션을 조정할 수 있을 거예요.	The <span color="#ee4735">Settings terminal</> is available. Various options can be adjusted by entering the Settings terminal in the pause menu.						0	
turn	<span color="#ee4735">按住右侧区域</>调整视角，也没问题吧？	<span color="#ee4735">按住右側區域</>調整視角，也沒問題吧？	<span color="#ee4735">画面右側を押して</>周囲を見回せます、問題ありませんよね？	<span color="#ee4735">우측 구역을 드래그</>하면 시점을 조정할 수 있어요. 여기까지는 문제없으시죠?	<span color="#ee4735">Press and hold the right-side of your screen</> to adjust your viewing angle. No problem, right?						0	
