字符串索引	中文简体	中文繁体	日语	韩语	英语	法语	西班牙语	德语	泰语	印尼语	1=临时文案  0和不填都=正式文案	备注
Key	zh_CN	zh_TW	ja_JP	ko_KR	en_US	fr_FR	es_ES	de_DE	th_TH	id_ID	disable	Remark
1	——————！！！！	——————！！！！	――――――！！！！	……!!!!	—!!!						0	3.3主线剧情
2	这家伙是怎么回事……	這傢伙是怎麼回事……	どういうこと……？	이 녀석은 도대체…	What is that thing...!?						0	3.3主线剧情
3	哪怕被轰成了碎片也能恢复过来，这样的怪物我们真的能……	就算被轟成了碎片也能恢復過來，這樣的怪物我們真的能……	いくら壊しても、すぐ復活してくるし……こんなの、あたしたちだけでホントに……？	폭발로 산산조각이 나도 회복할 수 있다니, 우리가 정말 이런 괴물을…	Even after getting blasted to bits, it can still regenerate... Can we really beat a monster like this...?						0	3.3主线剧情
b-1											0	3.3主线剧情
4	打起精神来，米娅！	打起精神來，米婭！	しっかりしろ、ミア！	정신 차려, 미아!	Pull yourself together, Mia!						0	3.3主线剧情
5	哎？分析员？！	欸？分析員？！	あれ……分析員！？	어? 분석가?!	Huh? Adjutant!?						0	3.3主线剧情
6	抱……抱歉。	抱……抱歉。	う、うん……ごめん。	미… 미안.	S—Sorry...						0	3.3主线剧情
7	回过神来的米娅迅速摇了摇头，似乎是想将脑子里堆积的负面情绪全部甩出去。	回過神來的米婭迅速搖了搖頭，似乎是想把腦中堆積的負面情緒全部甩出去。	我に返ったミアはすぐ首を横に振り、頭の中に溜まったネガティブな感情を振り払おうとした。	정신을 차린 미아는 재빨리 고개를 저었다. 머릿속에 쌓인 부정적인 감정을 모두 떨쳐내려는 듯했다.	Snapping back to herself, Mia shook her head hard, as if trying to fling off the shadows clouding her thoughts.						0	3.3主线剧情
8	不过，会产生这样的情绪，也怨不得她。	不過，會產生這樣的情緒，也不能怪她。	だがそんなネガティブな感情を持つのは無理もない。	하지만 그런 감정이 드는 것도 당연했다.	Not that anyone could blame her for feeling this way.						0	3.3主线剧情
