字符串索引	中文简体	中文繁体	日语	韩语	英语	法语	西班牙语	德语	泰语	印尼语	1=临时文案  0和不填都=正式文案	备注
Key	zh_CN	zh_TW	ja_JP	ko_KR	en_US	fr_FR	es_ES	de_DE	th_TH	id_ID	disable	Remark
1	我和米娅成功苏醒两周后	我和米婭成功甦醒兩週後	私とミアが無事に目覚めてから二週間後。	나와 미아가 깨어난 후 2주가 흘렀다.	Two weeks after Mia and I woke up...						0	3.3主线剧情
2	新恒提罗的秩序开始逐步恢复。	新恆提羅的秩序開始逐步恢復。	ニューガントラの秩序は、少しずつではあるが復興の兆しを見せていた。	뉴헨틸로의 질서가 점차 회복되기 시작했다. 그 녀석이 말했던 대로 이번 재난은 시민들에게 일시적인 공황을 안겨주었지만, 최종적인 승리가 이 도시에 새로운 희망과 활력을 불어넣었다.	Order in New Hentiro slowly began to return.						0	3.3主线剧情
4	宇迦也兑现了先前的承诺，在系统重启后不久，就将歧路宇宙的核心技术共享给我们，并协助我们重组了优格的数据库。	宇迦也兌現了先前的承諾，在系統重新啟動後不久，就將歧路宇宙的核心技術與我們共享，並協助我們重組了優格的資料庫。	ユガも約束を果たし、システムがリセットした直後、岐路宇宙のコア技術を私たちに共有し、ヨルのデータベース再構築に協力してくれた。	우카도 이전의 약속대로 시스템 리부팅 이후 크로스버스의 핵심 기술을 우리와 공유했고, 요거트의 데이터베이스 재구축을 도와주었다.	YUGA kept her promise: soon after the reboot, she shared the Divergent Cosmos' core technology and helped us rebuild Yogurt's database.						0	3.3主线剧情
5	至于那张master key，随着持有者米娅加入海姆达尔，兜兜转转还是算回到了我的手中。	至於那張Master Key，隨著持有者米婭加入海姆達爾，兜兜轉轉還是算回到了我的手中。	マスターキーは、所持者のミアがヘイムダルに加入したことで、結局私の手に戻ってきた。	그 마스터키는, 소지자인 미아가 헤임달에 가입하면서 결국 돌고 돌아 내 손에 들어왔다.	As for the Master Key — with Mia, its bearer, joining Heimdall, it eventually found its way back into my hands.						0	3.3主线剧情
6	至此，当今世界上最强大的三个AI系统终于集结完毕。	至此，當今世界上最強大的三個AI系統終於集結完成。	こうして、現在世界で最強の三大AIシステムがついに集結した。	이로써 현재 세계에서 가장 강력한 세 개의 AI 시스템이 마침내 모두 집결되었다.	And with that, the world's three most powerful AIs were finally united.						0	3.3主线剧情
7	立冬的最后一天，宇迦作为新恒提罗的官方代表造访了世界树。	立冬的最後一天，宇迦作為新恆提羅的官方代表造訪了世界樹。	秋の最後の日、ユガはニューガントラの公式代表として、ユグドラシルを訪れた。	입동의 마지막 날, 우카는 뉴헨틸로의 공식 대표로서 위그드라실을 방문했다.	On the last day before winter deepened, YUGA visited Yggdrasil as New Hentiro's official envoy.						0	3.3主线剧情
8	不过作为AI，它对热闹的欢迎仪式显然兴致缺缺，正好我也是如此。	不過作為AI，它對熱鬧的歡迎儀式顯然興致缺缺，正好我也是如此。	しかしAIである彼女は賑やかな歓迎式典に興味がなさそうで、私もそんな彼女に同感だった。	하지만 AI답게 화려한 환영 의식에는 별다른 흥미를 보이지 않았고, 그건 나도 마찬가지였다.	But as an AI, she showed little interest in the pomp and ceremony. Neither did I.						0	3.3主线剧情
9	于是，在完成必要的接待流程后，我们不约而同地在公司天台……这个霍尔姆最接近新恒提罗的地方，“偶遇”了。	於是，在完成必要的接待流程後，我們不約而同地在公司頂樓……這個霍爾姆最接近新恆提羅的地方，「偶遇」了。	だから必要な手順を終えた後、私たちは示し合わせたかのように、ホルムでニューガントラに一番近いとも言える会社の屋上で「偶然に」会った。	그래서 필수적인 안내 절차를 마친 후, 우리는 우연히도 회사 옥상에서… 뉴헨틸로와 가장 가까운 홀름에서 '우연히 마주쳤다'.	So once the formalities ended, we "coincidentally" met on the roof of the Yggdrasil Building, the point in Holme closest to New Hentiro.						0	3.3主线剧情
10	呦，在这儿看风景呢？怎么样，霍尔姆的景色也不比新恒提罗差吧。	唷，在這裡看風景呢？怎麼樣，霍爾姆的景色也不比新恆提羅差吧。	景色を眺めているのか？ホルムの景色もニューガントラに劣らないだろう。	안녕, 경치를 구경하고 있나 봐? 어때, 홀름의 경치도 뉴헨틸로만큼 아름답지?	Heh. Taking in the view? Not bad, huh? Holme holds its own against New Hentiro, I'd say.						0	3.3主线剧情
11	从空气中泰坦物质的浓度参数来看，地表环境确实不如新恒提罗纯净。	從空氣中泰坦物質的濃度參數來看，地表環境確實不如新恆提羅純淨。	空気中に漂っている、タイタン物質の濃度からすると、確かにニューガントラほど綺麗ではアリマセンが。	공기 중 타이탄 물질의 농도 수치로 보면, 지표면 환경이 뉴헨틸로만큼 깨끗하지는 않습니다.	Based on Titagen concentration levels, the surface environment is indeed less pure than that of New Hentiro.						0	3.3主线剧情
12	真不留情面啊，你这AI。	真不留情面啊，你這AI。	容赦ない物言いだな。	정말 냉정하구나, 너란 AI.	Radical candor, huh.						0	3.3主线剧情
13	但是……这里也更加热闹，更加温暖。	但是……這裡也更加熱鬧，更加溫暖。	ここはもっと……賑やかで、暖かい気がしマス。	하지만… 이곳이 더 활기차고 따뜻하네요.	However... it's livelier here. Warmer.						0	3.3主线剧情
14	系统交接程序已完成，世界树现在已拥有恒沙系统的全部权限。	系統交接程序已完成，世界樹現在已擁有恆沙系統的所有權限。	システムの引継完了。ユグドラシルにゴウシャシステムの全権限を付与しマシタ。	시스템 이관 절차가 완료되었습니다. 이제 위그드라실이 항사 시스템의 모든 권한을 소유합니다.	Now that system handover procedure is complete, Yggdrasil holds full clearance to the GANGES system.						0	3.3主线剧情
15	嗯，辛苦你了。	嗯，辛苦你了。	ああ、ご苦労だった。	응, 수고했어.	Mm. Thanks for that.						0	3.3主线剧情
16	对了，恒沙现在还在汉诺塔中吗？	對了，恆沙現在還在漢諾塔中嗎？	そういえば、ゴウシャはまだハノイの塔の中にいるのか？	아 참, 항사는 아직도 하노이 타워에 있나?	By the way, is GANGES still in the Tower of Hanoi?						0	3.3主线剧情
17	如您所指的初代恒沙意识体，已确认其自我删除。	如您所指的初代恆沙意識體，已確認其自我刪除。	初代のゴウシャ意識体デシタら、自己削除されたと判明しマシタ。	말씀하신 초대 항사 의식체는 자가 삭제된 것으로 확인됩니다.	If you're referring to the original GANGES consciousness, it has confirmed self-deletion.						0	3.3主线剧情
